volume,class_1,class_2,class_3
27,0,45,13
5,0,31,19
38,0,33,24
27,0,20,3
44,0,17,3
13,1,13,18
33,2,18,6
47,2,13,15
6,2,2,8
13,3,24,17
1,3,24,2
17,3,22,13
49,3,29,8
28,3,34,21
27,4,41,15
17,4,37,13
12,4,23,1
12,5,10,22
39,5,41,4
15,5,28,0
11,6,3,9
11,6,43,9
7,6,4,5
19,6,13,14
45,6,26,24
43,7,33,5
1,7,49,23
5,8,40,23
29,9,11,0
1,9,41,16
11,9,8,17
47,9,32,16
36,9,49,15
14,9,42,16
44,10,21,24
46,10,12,24
37,10,7,11
48,10,45,14
26,10,48,5
16,11,21,6
23,11,28,11
17,11,7,1
7,11,14,5
38,11,46,8
17,11,19,7
4,12,3,4
23,12,25,18
26,12,4,10
1,13,13,11
23,13,3,3
17,13,3,6
33,14,19,21
13,14,28,9
6,14,9,10
23,14,34,6
21,15,40,21
10,15,24,14
16,16,35,22
49,16,44,22
32,16,37,23
47,16,12,15
44,16,46,5
11,17,29,11
36,17,49,15
45,17,0,16
13,18,5,12
36,18,34,16
34,18,30,7
43,18,40,22
50,18,14,12
9,18,49,2
3,19,36,23
4,19,9,18
38,19,42,19
43,19,11,14
15,19,30,22
14,19,1,4
13,20,36,22
7,20,45,4
14,20,43,11
42,20,21,7
44,21,5,11
8,21,43,21
12,21,39,1
24,22,15,20
1,22,38,16
29,22,28,13
32,22,38,22
42,23,15,20
39,23,20,9
30,23,26,15
5,23,23,1
31,24,20,12
12,24,29,7
19,24,32,14
7,24,27,13
28,24,27,0
13,25,9,24
10,25,31,7
37,25,25,24
26,26,47,2
10,26,1,9
46,26,6,19
40,27,22,2
8,27,8,20
8,27,44,21
32,27,39,22
50,27,10,23
9,28,19,14
27,28,31,14
50,28,26,18
23,28,39,20
39,28,16,0
47,28,38,17
25,29,48,23
9,29,27,7
31,29,14,18
10,29,36,4
43,29,17,10
27,29,23,19
45,29,12,21
47,30,6,13
29,30,11,17
27,30,21,12
15,31,18,0
37,32,32,10
35,33,47,2
15,33,26,15
43,33,36,13
42,33,2,17
18,33,35,16
28,34,27,19
12,34,10,1
18,34,6,7
35,34,16,2
6,35,17,20
36,35,48,19
11,35,1,17
25,35,22,5
9,35,19,2
22,35,40,24
5,35,2,1
6,35,15,5
30,36,33,21
41,36,47,4
31,36,35,12
6,36,42,14
25,37,25,20
32,37,0,19
12,37,32,10
40,37,9,0
15,38,16,0
4,38,38,8
22,38,18,12
27,38,2,3
38,38,24,3
21,38,22,12
34,39,16,4
43,39,4,6
19,39,29,10
16,39,37,17
9,39,8,10
23,40,30,3
17,40,5,8
37,40,6,19
4,40,46,8
9,40,25,18
38,40,41,4
40,41,4,18
40,41,44,0
6,42,7,6
7,42,15,6
2,42,48,1
32,43,17,8
46,43,20,12
2,43,12,18
47,43,34,10
37,44,7,1
46,44,1,7
44,45,44,6
33,45,46,16
23,45,0,9
30,46,31,11
32,46,10,23
7,46,18,9
22,46,23,2
31,47,11,9
23,47,39,24
13,47,45,20
31,47,35,17
31,47,42,3
39,47,47,23
26,48,37,15
40,48,30,8
47,48,43,5
30,48,14,21
9,48,5,11
36,49,8,20
6,49,0,3
24,49,33,13
