volume,class_1,class_2
11,0,24
35,0,6
41,0,18
33,0,9
179,0,7
178,0,5
199,0,23
3,1,21
28,1,5
184,1,21
150,1,8
185,1,12
154,1,10
5,1,13
34,1,20
154,1,24
162,2,1
151,2,7
23,2,22
197,2,1
185,2,16
37,2,2
3,2,8
12,2,18
155,2,24
176,2,8
187,2,12
162,2,1
37,3,18
17,3,23
44,3,6
169,3,8
26,3,10
174,3,15
17,3,18
170,4,11
151,4,2
2,4,2
40,4,23
152,4,4
36,4,18
179,4,0
29,4,4
19,4,19
189,4,20
40,4,11
189,4,19
48,5,21
188,5,6
25,5,9
22,5,12
178,5,0
38,5,13
198,6,8
176,6,1
174,6,8
11,6,24
19,6,21
37,6,3
200,6,15
25,6,20
157,6,9
46,7,1
169,7,14
36,7,19
153,7,16
193,7,16
10,7,23
9,7,17
168,7,17
50,8,22
19,8,17
18,8,21
42,8,18
181,9,14
7,9,18
27,9,10
160,9,7
153,9,15
175,9,23
154,9,16
7,10,3
8,10,20
163,10,20
152,10,0
28,10,16
175,10,14
184,10,7
152,11,22
25,11,16
192,11,21
199,11,13
190,11,16
174,11,15
1,11,2
180,12,23
186,12,22
178,12,11
48,12,15
43,12,24
18,12,22
171,12,14
172,13,6
35,13,17
40,13,19
44,13,24
155,13,14
168,13,3
10,13,1
23,13,2
179,13,6
3,13,8
190,13,1
4,13,17
26,13,19
195,13,13
14,14,3
40,14,9
5,14,15
173,14,5
45,14,5
15,14,21
18,15,17
191,15,10
197,15,20
11,15,3
20,15,13
161,15,14
177,15,15
182,16,4
44,16,12
195,16,21
17,16,0
162,16,2
168,16,1
178,16,11
46,16,5
2,16,20
11,17,10
176,17,19
41,17,22
160,17,5
166,17,22
47,17,16
151,17,7
15,17,23
18,17,22
160,17,15
181,17,10
20,18,5
184,18,11
6,18,23
191,18,9
14,18,6
40,19,6
196,19,10
12,19,13
27,19,0
153,20,0
199,20,7
6,20,4
33,20,9
17,21,13
169,21,4
36,21,12
2,21,11
183,21,11
153,21,7
2,21,0
26,21,13
187,21,7
172,21,3
42,21,4
177,21,9
168,21,12
153,22,19
29,22,20
33,22,24
198,22,0
176,22,2
183,22,12
184,22,6
158,23,24
159,23,4
150,23,17
13,23,9
179,23,18
179,23,12
174,23,5
189,23,14
17,23,11
21,23,8
46,24,4
189,24,3
153,24,3
188,24,19
185,24,2
17,24,10
198,24,17
168,24,14
