volume,class_1,class_2
8,0,15
14,0,21
24,0,3
24,0,1
2,0,14
23,0,7
8,0,24
8,0,0
7,1,19
19,1,1
21,1,12
5,1,18
24,2,12
3,2,14
6,2,15
11,2,10
2,3,5
16,3,1
9,3,11
14,3,24
18,3,24
25,3,10
8,3,23
2,4,15
14,4,4
16,4,22
3,4,12
15,4,19
18,4,9
22,4,18
19,4,20
11,4,22
19,4,13
12,5,19
7,5,6
15,5,5
22,5,16
12,5,17
15,5,7
16,5,13
2,5,14
10,6,3
7,6,17
3,6,12
2,6,2
5,6,3
17,6,6
3,6,10
10,6,23
9,6,12
5,7,5
11,7,12
23,7,14
7,7,0
17,7,4
25,7,17
15,7,2
5,7,8
17,8,20
14,8,19
18,8,19
18,8,4
15,9,17
7,9,19
23,9,11
22,9,5
7,9,3
8,9,10
15,9,16
20,9,7
4,9,18
5,9,23
16,9,24
12,9,2
21,9,21
7,9,6
2,9,16
8,9,20
13,10,1
19,10,21
9,10,6
1,10,4
6,10,7
11,10,21
12,11,8
3,11,1
12,11,9
3,11,23
15,11,10
14,11,0
13,11,14
17,11,17
16,11,9
24,11,7
25,12,3
18,12,11
18,12,21
15,12,9
5,12,3
1,12,6
12,13,15
24,13,13
14,13,22
11,13,10
1,13,2
15,13,7
23,13,8
8,14,1
6,14,23
5,14,4
9,14,11
23,14,22
8,14,9
24,14,8
2,14,4
11,14,2
22,15,11
19,15,14
14,15,13
12,15,17
15,15,2
18,15,23
21,15,22
14,15,11
12,15,0
15,15,22
1,15,8
7,15,24
9,16,24
4,16,18
16,16,15
25,16,11
25,16,18
16,16,9
18,16,9
4,17,19
23,17,13
17,17,21
2,17,22
18,17,20
13,17,4
1,17,6
16,17,17
11,18,20
16,18,0
11,18,16
24,18,8
12,18,6
6,18,20
3,19,19
13,19,18
24,19,14
16,19,0
1,19,5
23,19,0
5,20,13
23,20,13
18,20,2
11,20,13
17,20,18
1,20,20
11,20,10
23,20,17
15,21,3
5,21,1
16,21,18
13,21,21
6,21,5
3,21,23
20,21,15
16,21,1
5,22,5
19,22,16
3,22,4
19,22,2
8,22,9
25,22,22
15,22,11
8,22,16
24,22,24
20,22,15
14,22,24
19,22,8
5,23,14
9,23,20
10,23,16
18,23,12
12,23,3
13,23,0
20,23,23
22,24,12
3,24,21
11,24,7
6,24,10
19,24,15
25,24,7
12,24,16
18,24,5
17,24,8
13,24,6
