volume,class_1,class_2
195,0,26
4,0,23
167,0,34
177,0,1
5,0,29
185,0,12
158,0,31
34,0,26
189,0,18
47,0,30
157,0,49
46,0,19
184,0,32
192,0,48
190,0,31
40,0,42
192,1,5
151,1,30
167,1,7
1,1,45
154,1,28
36,1,15
34,1,48
5,1,22
14,1,39
170,1,7
27,1,6
49,1,7
20,1,37
186,1,24
178,1,43
163,1,15
173,1,10
31,1,37
26,1,38
195,1,35
38,1,22
1,1,32
40,1,49
2,1,37
30,1,9
26,1,32
8,1,31
3,1,11
157,2,13
6,2,10
152,2,41
18,2,22
159,2,34
156,2,5
155,2,33
161,2,0
4,2,27
31,2,20
167,2,44
1,2,39
175,2,16
40,2,30
165,2,28
27,2,42
42,2,8
26,3,33
164,3,16
7,3,17
170,3,43
187,3,1
16,3,38
174,3,28
45,3,3
170,3,35
168,3,10
186,3,2
25,3,40
150,3,25
176,3,47
15,3,16
192,3,4
47,3,35
18,3,40
189,3,3
157,3,39
198,3,47
168,4,44
180,4,29
34,4,38
15,4,45
184,4,0
179,4,34
157,4,17
26,4,4
23,4,46
31,4,36
45,4,7
173,4,48
172,4,47
26,4,3
23,4,4
23,4,6
196,4,41
196,4,21
163,4,20
182,4,1
44,4,49
42,4,30
42,4,48
38,4,33
197,5,40
27,5,17
25,5,5
17,5,12
47,5,23
172,5,43
174,5,9
49,5,28
174,5,45
199,5,37
41,5,0
177,5,27
190,5,36
180,5,13
47,5,42
20,5,44
31,5,46
196,5,26
177,5,11
40,5,13
191,5,22
14,5,15
48,5,19
26,5,27
185,5,12
174,5,29
199,5,8
161,5,21
176,5,19
186,5,23
4,5,18
21,6,36
9,6,42
178,6,13
169,6,25
31,6,24
20,6,24
4,6,47
46,6,46
24,6,21
199,6,14
6,6,14
45,6,41
157,6,14
170,6,9
179,6,17
12,6,26
34,6,49
23,6,36
7,6,20
36,6,0
40,6,5
50,6,40
27,6,20
189,7,43
46,7,25
47,7,38
188,7,4
25,7,31
157,7,10
185,7,15
44,7,6
194,7,33
11,7,2
181,7,23
175,7,34
155,7,1
191,7,25
22,8,21
185,8,39
1,8,19
43,8,45
178,8,24
22,8,2
189,8,8
35,8,2
173,8,8
18,8,35
22,9,16
26,9,46
49,9,44
25,9,32
1,9,11
45,9,12
193,9,41
165,9,14
191,9,18
48,9,9
46,9,27
12,9,6
23,9,29
38,9,18
189,9,3
25,9,11
