volume,class_1,class_2
15,0,17
72,0,20
62,0,11
25,0,16
64,0,12
16,0,16
89,0,19
8,0,23
97,0,17
63,0,8
43,0,3
50,0,16
52,0,3
90,0,12
88,0,1
92,0,23
22,0,15
58,0,7
51,0,13
55,0,2
53,0,14
20,0,21
67,0,18
75,0,5
16,1,15
69,1,14
4,1,2
80,1,17
52,1,18
11,1,24
59,1,13
4,1,10
99,1,9
38,1,0
31,1,5
12,1,22
86,1,3
71,1,2
47,1,2
39,1,7
11,1,2
97,1,24
40,1,9
95,1,2
43,1,1
40,1,10
73,2,4
29,2,11
24,2,15
92,2,9
15,2,0
39,2,16
48,2,19
19,2,19
38,2,4
67,2,22
76,2,14
47,2,11
18,2,24
87,2,21
55,2,9
44,2,10
76,2,12
11,2,15
93,2,12
76,2,6
35,2,21
39,2,9
47,2,19
96,3,24
58,3,12
85,3,15
73,3,5
72,3,14
51,3,0
80,3,11
43,3,15
31,3,16
98,3,7
35,3,1
46,3,0
47,3,9
43,3,5
27,3,2
1,3,6
28,3,4
51,3,10
79,3,8
93,3,1
53,4,23
27,4,24
63,4,23
24,4,20
82,4,22
6,4,17
53,4,11
51,4,15
21,4,10
70,4,17
51,4,20
95,4,9
56,4,2
38,4,20
14,4,3
16,4,6
9,4,0
31,4,24
5,4,17
53,4,7
19,4,13
45,4,13
9,5,1
5,5,18
94,5,18
26,5,20
58,5,21
55,5,3
52,5,22
77,5,16
60,5,7
10,5,7
32,5,8
13,5,8
42,5,22
55,5,8
64,5,3
16,5,4
28,5,20
92,5,5
16,6,3
44,6,18
12,6,5
94,6,11
85,6,5
45,6,12
38,6,8
65,6,18
65,6,24
20,6,12
75,6,17
24,6,21
54,7,17
43,7,3
28,7,0
86,7,16
24,7,5
44,7,6
50,7,14
84,7,13
64,7,7
13,7,8
24,7,23
12,7,0
13,7,1
61,7,22
50,7,24
71,7,18
18,7,1
79,7,19
1,7,12
72,7,14
68,7,10
93,7,23
80,7,23
35,7,21
80,7,21
92,7,23
75,8,21
52,8,4
76,8,9
22,8,20
95,8,20
8,8,4
100,8,6
54,8,15
24,8,6
89,8,19
31,8,0
60,8,7
60,8,13
20,8,6
7,8,13
47,8,11
73,8,14
61,9,10
16,9,4
41,9,19
39,9,19
17,9,14
73,9,18
94,9,11
2,9,1
16,9,10
89,9,6
91,9,8
53,9,22
6,9,4
96,9,13
81,9,16
50,9,22
