volume,class_1,class_2,class_3,class_4
4.79,15,23,17,6
2.79,5,6,13,13
2.09,8,14,0,8
4.57,14,2,18,0
3.32,5,23,7,6
3.27,19,12,17,12
1.38,12,20,14,2
1.02,9,15,12,9
4.84,9,13,20,8
2.83,12,12,11,0
2.98,17,5,16,12
4.37,14,21,14,11
4.3,10,2,11,12
1.77,8,11,2,0
3.46,16,24,21,11
3.61,7,14,15,4
3.17,12,9,11,11
3.17,16,12,13,1
2.95,18,3,11,11
1.14,12,1,19,6
1.83,20,22,12,11
4.44,4,5,17,2
4.45,13,8,13,1
3.98,1,20,18,1
1.44,9,9,16,10
4.38,5,6,17,3
2.77,19,15,0,6
1.21,10,24,17,3
4.97,20,0,2,0
4.02,15,17,6,11
3.34,10,5,14,8
2.13,3,0,6,4
2.59,15,13,4,4
4.12,1,24,20,8
3.03,8,23,16,1
1.37,18,12,15,4
1.57,0,10,17,10
4.07,18,12,13,9
1.26,19,23,6,13
2.85,13,17,12,10
4.59,15,21,16,3
3.95,18,2,10,0
1.95,15,19,19,10
1.71,15,6,1,11
2.36,2,14,4,14
1.44,7,24,5,9
4.25,16,16,2,3
1.47,11,19,9,1
2.51,14,19,5,9
3.93,17,7,2,3
2.01,9,2,4,6
2.0,3,7,7,5
3.53,11,19,14,10
2.79,2,10,20,4
4.86,18,15,16,4
2.05,11,18,0,14
1.03,7,14,9,5
1.11,12,16,16,2
3.74,19,23,5,14
4.08,16,18,1,13
1.9,7,23,21,9
3.24,20,20,17,4
1.05,16,13,14,2
2.32,20,4,6,0
3.11,8,16,5,2
2.31,9,14,21,9
4.93,17,0,7,14
3.35,9,23,12,14
4.8,2,21,5,7
1.29,18,11,19,11
2.99,1,15,9,14
2.07,5,12,20,1
2.64,4,2,9,0
3.74,10,4,8,3
2.96,14,24,5,4
3.65,16,23,4,2
4.68,16,5,2,5
4.73,4,13,5,8
3.88,11,24,7,10
3.91,10,22,10,8
4.46,11,19,8,5
1.85,10,5,12,10
1.46,8,10,9,9
1.22,3,16,0,13
4.17,9,22,14,7
3.9,0,15,4,0
2.0,6,10,11,5
3.96,10,13,19,9
3.39,19,0,17,3
4.76,7,24,18,8
4.9,8,4,8,8
3.44,10,12,19,14
3.7,11,2,6,13
1.94,20,13,11,11
4.19,10,14,13,5
1.49,19,24,20,13
4.05,9,13,21,6
3.43,5,4,6,5
2.26,3,21,1,6
2.02,5,11,13,12
1.36,18,0,13,0
2.84,13,10,17,4
2.27,3,13,1,10
2.41,10,20,7,6
4.1,17,12,17,6
3.83,19,17,12,1
2.72,11,24,3,1
2.2,17,20,20,11
3.49,8,13,1,5
2.31,8,10,16,1
4.03,18,5,9,7
4.97,20,9,10,8
3.39,16,15,18,8
2.48,20,20,4,11
3.6,2,2,17,12
1.68,3,8,7,6
4.72,18,12,8,8
4.97,11,23,0,9
4.01,13,10,10,10
4.64,11,8,11,11
4.69,14,20,14,4
3.63,17,9,15,13
4.31,6,0,19,7
2.11,19,8,5,2
3.23,1,10,19,12
1.63,1,1,6,0
1.68,14,23,5,2
1.13,11,14,1,12
3.71,18,10,8,2
1.68,5,12,19,11
3.33,6,4,17,4
3.52,12,15,17,14
1.01,19,24,9,12
4.88,18,9,0,7
4.7,6,3,11,12
4.77,16,13,18,1
4.5,7,1,3,3
2.91,17,20,7,9
2.86,12,2,19,9
3.94,17,2,19,0
3.48,18,23,6,3
4.92,17,22,18,13
3.03,17,3,7,2
1.29,11,8,8,4
1.34,9,2,19,12
1.04,12,23,21,0
1.74,13,0,2,10
2.06,5,21,10,0
4.89,17,5,14,1
2.24,11,2,3,1
4.77,11,21,0,9
1.69,1,8,2,4
1.89,4,16,4,5
2.36,2,4,20,4
3.13,14,3,2,8
3.24,12,15,17,0
4.93,17,24,5,1
3.69,16,23,6,5
4.62,18,10,6,6
3.15,8,21,11,12
4.05,7,12,18,4
2.53,12,0,19,9
1.82,5,0,0,5
3.72,1,16,12,2
2.63,1,15,6,1
3.53,8,5,6,14
3.58,1,18,10,0
4.51,19,9,4,7
4.61,20,7,16,12
3.1,5,13,11,9
3.52,12,22,18,2
1.06,14,19,11,4
2.6,9,7,0,2
2.57,14,22,8,1
3.24,13,7,6,3
3.51,18,22,5,4
1.16,5,24,16,1
1.98,15,8,0,12
4.97,20,4,17,5
3.33,20,1,13,10
1.65,12,10,19,12
3.25,7,20,5,12
3.03,11,22,3,5
4.82,19,15,5,11
1.42,9,1,13,1
4.52,20,3,0,14
3.15,15,13,0,11
4.08,16,24,2,1
7.99,7,11,9,12
6.74,17,23,4,12
9.95,16,19,16,13
9.51,18,7,16,9
7.71,4,20,18,8
7.19,12,14,19,6
5.89,16,0,18,3
6.71,13,16,19,0
9.31,7,7,15,12
7.24,8,14,4,11
7.29,9,16,8,1
9.21,15,8,7,3
5.08,15,11,8,2
5.19,11,21,12,5
7.08,11,18,9,1
6.55,16,22,19,11
7.64,14,2,14,6
8.63,18,23,2,14
9.08,7,15,21,3
7.01,16,21,0,2
7.43,10,20,11,8
7.18,2,13,19,1
8.49,2,22,6,10
5.55,14,22,11,12
9.95,11,13,19,3
5.56,12,10,7,9
9.12,12,14,10,5
8.72,15,8,0,10
7.78,3,2,15,6
6.74,2,21,4,1
7.16,18,15,2,1
5.6,13,13,10,11
6.15,17,20,5,13
7.35,17,4,13,6
6.95,17,11,10,12
7.69,6,1,10,5
8.01,0,13,11,6
7.97,16,14,12,3
9.02,12,10,16,7
8.97,15,20,4,4
5.43,15,8,17,8
9.06,16,21,8,5
6.62,1,14,15,4
7.21,10,11,15,11
7.46,12,20,16,13
7.81,7,2,12,3
9.62,4,24,17,13
8.07,19,6,8,8
7.16,13,19,1,5
8.61,18,6,4,12
11.74,8,24,10,10
13.68,2,21,17,11
14.04,8,23,9,2
11.36,12,7,0,9
11.86,10,19,6,14
14.47,19,3,13,0
10.16,4,0,15,9
12.65,3,13,11,8
11.73,17,18,9,5
10.84,4,14,18,14
12.02,0,5,15,5
14.06,2,2,16,7
