volume,class_1,class_2,class_3
3.45,24,11,18
1.93,6,12,17
3.96,7,12,9
3.69,18,2,19
3.92,11,12,8
4.37,18,1,0
3.71,24,10,17
3.81,0,9,3
1.05,6,10,10
3.28,10,11,7
1.09,17,5,1
1.55,0,2,11
3.24,10,13,12
2.6,17,7,18
2.33,23,14,7
2.16,23,2,6
1.12,11,17,11
3.07,9,13,7
3.97,20,14,10
3.74,3,2,22
4.23,16,11,18
4.24,6,0,2
4.61,9,4,12
2.22,3,7,20
4.88,22,17,3
2.46,6,6,9
2.35,3,11,7
4.29,9,17,2
1.47,21,8,18
4.89,22,10,11
3.56,1,15,8
1.96,18,4,3
1.47,2,16,8
2.03,10,6,18
1.51,10,2,6
4.61,9,11,9
4.91,10,16,8
2.06,20,14,17
2.72,25,13,5
3.61,23,2,20
2.53,13,12,2
1.52,21,12,22
2.92,21,14,8
4.46,4,6,6
2.94,2,7,16
4.55,24,5,8
3.86,15,3,3
1.63,3,16,16
4.58,16,12,16
2.55,15,1,2
4.15,20,14,10
1.46,10,15,7
2.46,6,7,2
2.71,12,1,21
4.57,21,7,22
4.11,1,11,11
3.99,0,5,19
3.95,14,9,16
4.57,12,2,0
4.64,22,8,19
3.7,3,3,1
4.29,18,15,21
4.93,4,5,10
9.01,11,9,15
5.93,14,1,14
6.42,2,10,7
7.18,18,12,3
9.68,14,9,16
6.95,7,5,15
5.9,23,2,19
5.59,19,9,1
8.63,18,9,3
8.34,4,3,3
8.01,6,1,10
5.61,8,1,7
9.16,4,16,2
6.97,0,4,1
6.67,8,12,4
6.98,1,3,21
7.35,6,3,15
9.7,22,9,4
7.08,0,10,13
5.23,16,10,11
7.49,2,1,14
6.48,5,4,14
7.74,13,5,4
8.54,17,3,4
5.64,9,0,3
9.42,6,11,12
9.31,3,13,22
5.88,7,7,7
8.64,16,17,3
9.77,18,17,1
6.47,24,14,20
7.3,6,17,13
8.32,20,1,20
5.33,0,4,1
5.39,16,17,18
6.55,9,3,22
8.56,12,13,6
7.73,6,2,1
8.52,1,9,12
6.41,20,5,0
9.47,3,6,3
9.28,17,4,2
7.51,14,0,7
8.59,5,0,8
5.73,0,6,8
6.06,11,11,5
6.28,18,11,8
7.24,6,9,9
5.28,23,1,2
5.88,13,7,19
5.58,12,8,0
6.13,16,12,4
6.63,17,8,14
5.92,22,2,4
6.03,24,9,12
6.26,17,0,2
8.41,7,16,9
7.69,17,12,9
5.06,21,10,15
7.87,19,11,19
7.81,7,15,0
5.53,17,5,0
8.11,19,15,16
6.22,22,8,11
7.68,5,7,19
6.04,6,11,5
6.0,4,2,8
6.91,4,8,5
5.79,24,2,1
8.21,20,6,16
5.75,21,9,2
9.88,16,16,21
7.05,1,1,11
8.16,20,7,16
5.73,7,14,1
9.74,10,16,4
9.67,7,0,7
9.51,12,13,3
9.85,24,14,9
8.95,21,10,4
9.51,13,2,5
6.17,6,1,14
8.26,18,0,1
9.08,4,17,20
6.03,19,4,21
7.4,19,4,18
6.41,1,2,11
5.58,22,11,19
5.32,14,7,14
7.74,19,4,7
6.52,14,17,5
5.59,16,7,14
5.7,13,17,20
6.18,12,14,4
7.88,1,3,14
6.69,13,16,7
5.14,15,10,21
5.06,7,13,12
6.81,0,14,10
8.31,0,6,3
8.58,24,16,20
6.87,13,16,18
7.59,10,13,3
9.58,15,15,21
5.56,0,10,3
7.19,22,10,6
7.48,1,13,13
5.07,15,6,19
8.34,20,7,4
8.4,24,6,11
8.13,3,7,2
5.75,19,1,9
9.72,9,16,20
7.62,1,4,7
5.19,13,5,6
6.41,0,16,7
7.09,23,4,19
8.53,0,6,8
9.23,12,15,1
8.4,21,9,18
8.08,23,15,10
6.53,15,1,17
5.16,2,1,7
6.48,23,15,22
8.84,3,3,7
13.55,17,8,14
12.25,11,2,22
11.09,23,3,9
14.21,22,12,0
13.19,23,10,7
10.87,24,7,9
11.87,13,2,7
12.28,8,8,16
14.67,15,15,13
10.36,9,8,20
11.68,19,16,7
14.09,24,0,20
10.56,0,1,15
14.69,6,4,16
10.36,9,16,9
12.61,5,16,21
12.14,13,6,20
11.42,12,6,7
10.37,23,7,17
14.48,19,17,10
11.47,20,2,22
11.56,14,12,10
13.67,13,0,0
14.69,21,8,16
12.09,2,8,0
12.88,13,12,4
12.63,5,11,2
11.23,13,0,2
10.51,22,17,13
13.58,15,17,11
10.37,25,0,7
14.83,20,16,14
13.75,20,12,3
14.58,4,12,17
11.23,8,4,6
10.32,12,5,11
12.57,5,0,18
13.14,5,6,2
12.75,17,2,20
13.23,10,17,9
11.26,18,9,19
12.83,15,8,4
11.26,1,3,13
12.18,7,16,11
12.6,5,5,0
14.36,23,9,4
14.14,14,14,6
10.23,1,9,3
13.12,4,4,4
14.62,18,4,4
13.0,8,13,9
14.7,1,3,21
13.65,10,3,11
10.14,25,11,3
12.33,10,12,2
11.89,16,11,14
14.66,1,13,6
14.47,25,14,3
14.45,12,9,16
12.05,16,13,15
10.8,14,13,16
14.31,18,2,17
