volume,class_1
178,0
92,0
36,0
65,0
152,0
122,0
95,1
181,1
73,2
128,2
85,2
172,2
172,3
54,3
41,3
193,3
182,3
171,4
197,4
84,5
41,5
196,5
43,6
64,6
170,6
194,6
114,6
12,6
48,6
11,7
161,7
148,7
88,7
169,8
47,8
6,8
148,9
19,9
172,9
111,9
189,9
166,10
62,10
121,10
110,11
43,11
78,11
107,11
108,11
169,12
9,12
143,13
156,13
183,14
196,14
54,14
137,14
96,15
107,15
107,15
88,15
89,15
143,16
139,16
21,16
134,16
139,17
55,17
5,17
172,17
49,17
107,18
37,18
154,18
13,18
51,19
10,19
103,19
147,19
193,19
147,19
115,20
92,20
185,20
3,20
141,21
166,22
156,22
130,22
194,22
148,23
22,23
200,23
131,23
51,24
41,24
51,24
180,24
11,25
39,25
133,25
200,25
139,25
177,26
99,26
119,27
109,27
8,27
135,27
151,28
91,28
116,28
111,28
196,28
143,29
99,29
167,29
197,30
117,30
51,30
152,30
51,31
98,31
44,31
34,32
160,32
200,32
102,33
51,33
119,33
162,34
179,34
36,35
102,35
1,35
155,36
189,36
197,36
50,36
135,36
195,37
2,37
99,37
186,37
133,38
140,38
2,38
4,39
7,39
163,39
10,39
40,39
138,39
170,40
39,40
178,40
180,40
5,40
171,40
99,40
105,41
56,41
106,41
197,41
21,41
116,41
7,41
104,42
116,42
169,42
115,42
9,42
107,43
77,43
117,43
29,43
23,43
101,43
44,44
37,44
80,45
186,45
18,45
113,45
86,45
118,45
178,46
45,46
149,46
103,46
164,46
199,46
6,47
94,47
21,48
94,48
27,49
103,49
16,49
166,49
