volume,class_1
6,0
112,0
20,0
14,0
34,0
19,0
28,0
36,0
36,0
16,0
148,0
142,0
133,0
142,0
12,0
143,0
129,0
12,0
114,0
9,0
145,0
118,0
118,0
36,0
130,0
9,0
36,1
17,1
131,1
36,1
128,1
113,1
115,1
37,1
116,1
146,1
20,1
119,1
22,1
115,1
34,1
126,1
125,1
14,1
21,1
18,1
35,2
26,2
37,2
146,2
22,2
23,2
120,2
115,2
148,2
147,2
12,2
132,2
135,2
1,2
129,2
33,2
119,2
16,2
124,2
33,2
27,2
119,2
18,2
7,3
31,3
143,3
36,3
121,3
121,3
128,3
19,3
37,3
5,3
32,3
10,3
133,3
123,3
130,3
12,3
17,3
7,3
149,3
119,3
125,3
32,4
120,4
142,4
112,4
14,4
10,4
142,4
139,4
117,4
143,4
136,4
124,4
37,4
4,4
3,4
37,4
22,5
25,5
36,5
144,5
20,5
11,5
4,5
150,5
121,5
113,5
18,5
26,5
141,5
118,5
11,5
26,5
16,5
139,5
34,6
117,6
120,6
9,6
144,6
141,6
29,6
136,6
15,6
26,6
32,6
126,6
2,6
36,6
8,6
28,6
131,6
32,6
4,6
144,6
114,6
25,7
11,7
15,7
137,7
123,7
127,7
29,7
121,7
25,7
137,7
10,7
116,7
132,7
7,7
28,7
35,7
150,7
16,7
141,8
122,8
133,8
125,8
114,8
114,8
145,8
124,8
30,8
121,8
24,8
19,8
128,8
15,8
22,8
23,9
122,9
33,9
145,9
135,9
29,9
29,9
29,9
122,9
30,9
9,9
126,9
7,9
22,9
123,9
13,9
26,9
148,9
32,9
13,9
35,9
149,9
