volume,class_1,class_2
31,0,4
25,0,9
26,0,3
37,0,9
29,0,4
14,1,0
3,1,6
36,1,9
32,1,5
17,1,3
2,1,4
3,1,2
17,1,4
14,1,7
26,2,1
12,2,7
18,2,9
20,2,5
3,2,7
10,2,3
33,2,8
32,2,0
7,2,3
7,3,8
19,3,7
35,3,9
37,3,3
3,3,6
19,3,6
31,3,9
10,3,7
3,4,0
9,4,2
16,4,1
29,4,2
10,4,2
25,4,8
7,4,9
6,4,7
18,4,1
10,4,2
22,4,2
30,4,4
27,4,6
35,4,6
18,5,8
34,5,4
25,5,0
26,5,7
11,5,9
26,5,7
8,6,0
14,6,9
16,6,5
10,6,4
34,6,8
16,6,6
13,6,6
17,6,2
9,6,3
27,6,0
24,7,8
15,7,5
33,7,2
6,7,8
14,7,5
22,7,4
13,7,7
23,7,7
15,7,0
9,7,3
9,8,1
5,8,1
11,8,6
6,8,0
4,8,0
22,9,7
36,9,5
22,9,2
34,9,1
10,9,9
36,9,7
9,9,0
27,9,0
9,10,5
7,10,3
1,10,8
32,10,0
3,10,2
19,10,6
6,10,7
31,10,0
2,10,6
8,10,6
23,10,5
28,11,4
34,11,2
22,11,1
33,11,9
10,12,0
14,12,1
20,12,5
1,12,6
12,12,1
18,12,1
24,13,4
28,13,5
21,13,5
10,13,9
2,13,9
13,13,7
30,14,6
20,14,8
1,14,4
32,14,8
10,14,9
6,14,8
15,14,5
25,14,3
1,14,7
37,14,8
19,14,2
7,14,4
14,14,7
37,15,0
23,15,1
8,15,7
17,15,9
7,16,2
21,16,4
15,16,6
12,16,9
10,17,2
4,17,8
23,17,3
33,17,2
21,17,4
8,17,9
36,18,6
5,18,3
37,18,8
16,18,3
32,18,3
26,18,2
1,18,6
1,18,5
19,18,6
1,19,2
35,19,3
17,19,9
20,19,5
12,19,0
23,19,1
21,20,7
4,20,6
34,20,2
33,20,3
33,20,5
36,20,2
25,20,4
16,20,4
20,20,0
5,20,8
32,20,1
23,21,1
24,21,2
3,21,9
1,21,5
9,21,8
5,21,1
22,21,7
16,21,6
20,22,0
18,22,6
21,22,9
22,22,8
2,22,8
3,22,3
19,22,1
17,22,3
13,22,7
36,23,8
22,23,5
21,23,4
11,23,4
4,23,8
34,23,3
18,23,3
13,23,1
4,23,4
29,23,1
7,23,0
27,23,5
29,24,1
37,24,1
6,24,5
1,24,0
10,24,5
4,24,4
22,24,3
