volume,class_1,class_2
22,0,9
3,0,6
3,0,3
29,0,5
18,0,9
20,0,7
16,0,1
7,0,3
35,1,0
27,1,4
12,1,6
1,1,1
37,1,5
5,1,5
11,1,6
15,1,0
27,1,4
6,1,5
16,2,9
7,2,4
11,2,4
22,2,7
33,2,7
14,2,4
17,3,7
34,3,7
26,3,4
18,3,0
11,3,8
28,3,2
26,3,3
26,3,6
33,3,1
9,4,1
32,4,9
28,4,2
8,4,9
1,4,5
24,4,4
26,4,3
17,4,0
6,5,8
27,5,5
9,5,1
31,5,6
32,5,3
32,5,0
8,6,7
23,6,2
18,6,3
27,6,3
9,6,7
10,6,2
3,6,7
34,6,5
14,6,9
33,6,6
26,6,7
19,6,6
8,6,6
17,7,9
10,7,8
2,7,3
33,7,7
23,7,8
8,7,4
3,7,1
31,7,3
22,8,1
17,8,5
33,8,8
25,8,4
9,8,7
18,8,5
3,9,4
1,9,2
24,9,4
14,9,6
11,9,7
27,9,9
29,9,6
19,10,0
24,10,1
34,10,5
8,10,0
13,10,3
26,10,7
14,10,8
19,10,4
6,10,5
28,10,4
21,10,1
18,10,0
31,11,9
2,11,9
27,11,1
25,11,1
26,11,7
37,12,0
8,12,5
18,12,2
16,12,2
31,12,5
14,12,1
9,12,8
36,12,2
33,13,7
7,13,8
21,13,1
30,13,1
27,13,4
22,13,0
25,13,6
31,13,6
1,13,3
26,13,5
6,14,4
12,14,8
17,14,9
7,15,9
32,15,9
30,15,3
15,15,7
32,15,9
24,15,5
19,15,8
17,15,0
11,15,2
21,16,4
25,16,0
3,16,2
17,16,2
20,16,2
37,16,2
35,17,6
34,17,4
9,17,5
2,17,3
3,17,6
22,17,3
34,17,0
21,17,9
1,17,1
15,17,3
13,17,8
12,17,8
3,18,6
4,18,9
26,18,8
1,18,3
32,18,0
27,18,1
12,18,0
9,18,7
16,18,8
11,18,1
27,19,2
28,19,9
19,19,9
10,19,2
2,19,3
10,20,6
21,20,7
13,20,1
14,20,3
23,20,6
5,21,0
21,21,7
13,21,1
18,21,3
22,21,2
29,21,2
22,21,4
21,21,6
16,22,8
9,22,7
27,22,0
18,22,0
2,22,8
10,22,5
35,22,8
2,22,0
10,22,1
19,22,4
26,22,4
12,22,8
8,22,0
15,22,2
13,23,9
13,23,6
5,23,3
29,23,5
4,24,6
3,24,9
25,24,5
21,24,8
12,24,8
34,24,2
7,24,5
6,24,2
