volume,class_1,class_2
26,0,18
31,0,4
40,0,20
37,0,8
45,0,23
28,0,15
14,0,22
43,1,21
37,1,3
12,1,5
33,1,17
33,1,16
18,1,0
43,1,3
25,2,13
36,2,24
38,2,8
25,2,15
33,2,14
48,2,0
12,2,0
27,2,5
34,2,19
31,2,24
42,3,1
10,3,14
46,3,24
16,3,23
25,3,7
28,3,19
47,4,9
7,4,6
24,4,6
23,4,10
13,4,17
20,4,17
23,4,18
32,5,24
42,5,15
29,5,0
21,5,20
11,5,17
11,5,20
24,5,10
22,5,8
28,5,14
5,5,11
4,6,8
9,6,24
32,6,12
13,6,18
1,6,20
14,6,5
34,7,17
7,7,21
7,7,2
5,7,13
12,7,12
37,7,9
30,7,13
45,7,4
43,8,3
3,8,12
33,8,16
20,8,22
49,8,7
42,8,10
16,8,22
38,8,10
42,8,2
45,8,18
30,8,14
26,9,2
42,9,8
40,9,7
20,9,1
37,9,24
30,9,11
11,9,21
23,10,19
4,10,23
23,10,7
4,10,0
10,10,11
25,10,18
3,11,12
25,11,21
48,11,20
10,11,9
24,11,0
2,11,17
3,11,4
44,11,9
31,11,13
8,12,21
49,12,10
15,12,3
49,12,23
5,13,4
1,13,21
39,13,18
26,13,5
34,13,22
26,13,5
40,13,4
10,13,23
10,13,16
3,13,9
1,13,6
46,13,4
13,14,22
26,14,6
50,14,11
4,14,15
24,14,6
46,14,22
38,15,1
15,15,16
29,15,20
23,15,8
45,15,14
35,15,12
12,15,19
15,15,0
23,16,14
29,16,1
14,16,1
33,16,7
22,16,2
48,16,8
17,16,3
26,16,24
30,17,11
17,17,18
38,17,19
21,17,19
23,17,18
38,17,3
35,17,12
26,18,7
37,18,11
15,18,13
13,18,5
6,18,4
9,18,12
41,18,5
29,18,6
28,18,19
1,18,1
15,18,9
46,18,2
20,18,2
6,19,20
49,19,13
29,19,20
17,19,17
4,19,10
31,20,15
6,20,1
15,20,16
7,20,11
20,21,23
16,21,16
44,21,0
45,21,15
25,21,21
11,21,10
15,21,15
48,21,22
25,21,22
47,21,7
46,21,23
50,21,1
47,21,5
29,22,14
47,22,12
10,22,11
42,22,9
21,22,17
14,22,10
26,22,6
43,22,16
35,22,23
20,22,7
49,22,8
3,23,16
21,23,14
28,23,21
26,23,24
23,23,19
30,23,9
18,23,13
15,24,2
32,24,4
5,24,15
40,24,3
50,24,13
29,24,3
19,24,2
32,24,6
