volume,class_1,class_2
72,0,10
51,0,47
40,0,14
68,0,0
61,0,46
46,1,48
71,1,17
62,1,27
68,1,47
48,1,7
65,1,14
42,1,3
58,2,11
52,2,46
52,2,20
62,2,39
72,3,5
54,3,3
63,3,5
43,3,0
52,3,26
39,3,38
52,3,14
48,4,12
65,4,38
52,4,31
37,4,2
67,4,25
40,4,31
69,4,21
69,4,25
68,4,35
50,5,45
40,5,30
52,5,34
65,6,40
75,6,8
59,6,26
48,6,35
44,6,43
59,6,4
64,6,7
46,7,13
53,7,39
54,7,3
61,7,46
70,7,27
38,7,21
74,7,13
70,8,32
65,8,31
46,8,22
56,8,0
50,8,44
59,8,16
73,8,33
44,8,28
37,8,47
48,9,41
51,9,36
66,9,6
53,9,12
73,9,36
68,9,23
69,9,9
59,10,9
70,10,32
60,10,2
56,10,37
39,10,17
73,10,22
64,10,49
69,10,4
44,10,44
51,10,25
65,10,29
70,10,12
59,10,42
70,10,19
54,11,37
59,11,42
56,11,13
54,11,47
72,11,24
74,11,8
56,11,42
58,11,29
74,11,28
72,12,24
75,12,32
72,12,24
52,12,24
55,12,22
58,12,2
68,12,38
61,12,11
53,12,13
39,12,22
48,12,10
52,12,27
67,12,31
63,12,48
43,13,25
65,13,46
44,13,35
50,13,32
62,13,23
70,13,18
70,13,43
63,13,18
74,13,39
38,13,30
41,14,9
45,14,1
63,14,14
75,14,44
37,14,43
43,14,7
74,14,45
49,14,33
38,14,5
46,15,18
62,15,19
57,15,36
56,15,34
74,15,15
42,15,28
63,15,28
38,15,3
45,16,27
68,16,15
40,16,8
41,16,26
58,16,44
54,16,1
56,16,4
74,16,49
74,16,29
64,17,10
49,17,45
45,17,0
70,17,33
56,18,37
62,18,34
60,18,11
51,18,26
61,18,16
42,18,41
50,18,20
58,18,7
50,18,6
39,19,23
72,19,33
61,19,16
54,19,38
41,19,16
39,19,20
52,19,19
74,19,6
66,19,37
45,20,43
46,20,19
47,20,17
64,20,18
69,21,11
64,21,15
70,21,49
59,21,34
40,21,21
61,21,21
71,21,48
48,21,4
66,22,2
57,22,42
47,22,40
56,22,39
37,22,6
38,22,9
54,22,40
57,22,29
73,22,15
50,22,8
75,22,30
65,23,30
56,23,36
48,23,49
64,23,48
48,23,40
43,24,41
54,24,1
50,24,1
37,24,35
62,24,17
39,24,12
39,24,45
38,24,5
46,24,20
51,24,41
67,24,10
73,24,23
