volume,class_1,class_2,class_3
2.87,0,27,56
3.06,12,39,68
4.46,3,41,38
3.88,8,28,69
2.33,13,30,55
4.53,12,53,57
3.07,21,25,63
3.09,20,2,54
3.89,4,38,13
2.79,22,20,59
4.4,22,5,54
3.74,19,17,43
3.66,0,13,54
4.79,23,16,46
4.01,19,24,7
1.37,20,39,40
4.3,15,41,30
3.22,3,14,38
1.92,3,51,14
4.93,22,38,2
3.34,3,55,38
2.71,21,32,32
4.38,3,24,7
3.03,1,43,33
3.84,15,28,78
1.55,3,27,74
2.94,13,10,37
4.56,0,1,74
4.81,16,57,28
1.15,16,12,61
4.82,13,41,73
4.59,23,1,77
2.66,17,0,53
2.68,21,17,17
1.28,17,17,68
2.69,23,8,37
2.98,6,27,11
1.61,23,6,30
4.76,12,57,31
1.75,18,32,62
1.08,5,35,66
4.78,16,31,71
4.97,16,8,31
3.73,12,26,2
4.14,12,13,59
3.85,18,5,53
4.87,11,51,75
4.95,18,48,20
1.02,2,36,34
4.55,7,11,52
1.88,13,51,39
2.22,5,7,44
4.92,17,7,76
2.9,22,55,46
2.89,23,19,67
4.85,17,4,20
2.53,12,27,20
4.98,14,13,47
4.02,17,35,72
4.18,18,26,59
3.43,22,28,0
3.73,23,14,4
4.64,1,54,73
1.57,5,13,16
3.12,2,47,52
1.1,2,9,59
1.96,5,46,23
4.01,14,50,22
3.71,6,21,59
4.53,6,44,73
4.07,10,21,38
2.01,0,13,55
3.53,3,48,75
2.18,15,36,55
3.65,17,4,17
4.52,18,44,16
1.96,7,13,44
3.24,2,28,65
1.51,3,56,5
4.82,5,33,30
3.35,0,56,64
2.34,15,57,54
3.84,13,20,64
2.05,20,43,38
2.9,22,23,3
3.41,11,54,35
3.4,2,52,75
3.48,3,26,25
4.12,7,57,36
4.04,1,22,43
2.94,4,35,74
4.99,7,25,43
1.22,21,4,19
4.73,17,43,70
1.86,6,19,57
1.83,9,16,66
4.24,13,19,38
1.46,11,32,64
4.01,23,17,65
4.22,15,52,49
3.43,17,37,42
2.14,9,29,5
2.51,7,39,70
2.06,0,26,68
4.71,12,23,10
2.48,8,25,72
1.01,5,33,22
3.79,15,54,70
4.33,22,18,58
3.59,2,43,1
3.81,3,43,61
1.31,18,16,26
4.03,14,49,12
1.82,12,56,4
1.95,2,23,16
1.4,15,20,7
4.3,3,51,7
4.91,16,2,0
1.91,8,13,37
2.53,3,11,74
4.93,6,9,69
3.65,22,39,40
3.74,21,54,62
2.43,17,47,20
4.37,20,41,3
2.94,5,28,12
2.64,1,28,41
2.96,14,27,44
2.78,2,15,39
4.63,3,55,30
1.67,11,42,40
2.31,12,11,5
4.94,18,15,34
1.23,12,48,46
3.22,17,13,57
3.44,1,10,76
2.25,2,0,50
3.21,5,6,55
1.28,22,6,25
3.93,23,28,42
4.57,22,48,18
2.37,5,12,76
2.56,13,46,30
4.34,5,51,75
2.36,5,21,20
2.96,10,52,0
4.26,22,39,8
2.2,3,18,15
3.54,9,32,56
3.51,23,51,25
3.59,2,52,57
2.55,7,15,36
1.27,9,39,46
3.75,1,55,61
1.09,22,28,50
4.45,12,20,29
2.66,6,50,28
2.44,5,46,35
4.67,11,56,65
3.28,18,45,13
3.58,11,48,73
4.57,3,21,23
2.31,17,23,65
1.47,11,40,38
1.06,10,19,21
4.02,8,34,11
4.04,4,29,51
2.33,7,32,62
4.45,1,50,42
3.04,5,16,45
1.23,15,16,23
2.61,6,32,69
3.6,14,43,44
1.39,23,29,62
4.58,0,26,31
3.76,1,9,66
1.04,2,27,37
1.9,16,49,11
1.58,2,24,30
4.77,8,7,21
1.62,5,53,33
4.72,15,34,31
3.05,8,52,39
4.79,1,31,62
3.95,23,9,38
2.02,10,29,71
3.9,13,7,73
1.88,14,56,78
1.63,4,22,35
2.96,5,0,24
3.43,5,19,36
3.23,6,40,30
2.06,22,18,3
1.53,23,22,0
2.56,8,35,3
3.91,20,4,41
3.04,23,5,63
1.28,8,56,5
2.09,7,51,9
3.04,23,47,0
3.37,20,48,3
1.96,12,4,50
1.24,12,16,15
4.88,20,18,42
1.02,23,20,29
1.92,15,45,35
3.83,13,6,48
1.43,3,13,70
4.87,8,51,4
3.16,10,23,45
4.36,15,14,66
1.99,1,14,78
4.88,13,57,11
4.2,13,39,59
1.89,1,44,6
4.81,15,23,2
2.52,8,25,72
2.8,12,24,46
1.05,20,55,22
3.72,21,5,5
1.61,3,23,32
1.79,7,54,13
3.28,22,14,47
4.89,21,25,32
2.32,3,22,62
4.63,11,31,37
2.23,7,35,48
2.85,4,45,21
3.71,20,40,43
1.29,6,24,41
4.14,15,47,62
2.94,23,31,69
3.02,5,45,46
2.47,8,49,62
4.48,11,5,70
1.94,19,29,59
2.81,10,44,2
4.93,2,51,35
4.11,21,43,55
1.68,7,29,65
4.32,1,13,9
1.53,18,22,53
2.19,8,27,20
2.6,2,5,57
2.87,20,56,16
2.93,11,50,2
2.34,4,51,75
2.41,10,15,1
1.6,17,44,9
3.05,20,20,73
2.27,13,17,19
4.18,18,25,59
4.47,7,47,48
1.91,6,51,42
3.29,10,40,34
2.16,7,26,21
2.09,5,52,29
4.54,22,16,71
3.97,11,0,3
4.98,13,34,78
4.18,20,20,41
2.84,2,34,66
1.25,4,43,13
4.36,23,52,43
2.92,20,44,77
3.71,9,11,44
1.59,20,0,78
2.68,3,42,26
2.34,11,53,71
2.1,0,11,13
4.71,2,48,77
3.51,8,38,44
2.62,0,21,50
4.62,6,54,30
1.25,8,42,21
4.18,23,52,70
1.68,13,42,57
2.7,7,37,17
4.63,10,20,52
1.54,8,15,44
3.44,1,36,66
4.97,23,26,27
2.58,10,47,45
1.85,0,15,57
2.24,14,34,8
2.37,14,51,29
2.08,9,32,72
2.56,16,22,13
2.27,15,45,50
4.98,11,11,22
1.01,14,43,13
3.42,2,15,16
4.41,11,1,24
3.09,23,47,3
1.4,3,32,48
2.49,17,3,20
1.25,18,40,64
4.53,4,42,58
4.91,12,22,28
1.0,16,25,30
4.37,9,33,25
3.1,14,26,54
3.55,3,52,66
2.16,17,55,7
4.35,21,12,51
3.14,2,10,3
2.39,0,25,45
3.54,11,14,8
2.81,9,38,62
1.47,17,3,12
1.63,5,14,54
4.58,22,17,71
4.53,19,53,18
2.72,16,12,43
3.31,18,2,74
1.99,5,4,69
1.33,18,35,58
4.98,21,21,47
4.95,0,48,49
3.22,8,35,69
4.03,21,43,75
4.07,16,26,21
3.58,23,41,25
1.12,13,20,54
2.74,23,49,47
3.1,23,46,46
3.34,2,30,51
4.81,9,36,12
4.54,11,46,4
1.25,14,38,56
2.64,10,24,24
2.21,13,40,52
1.7,23,18,58
1.99,1,39,75
4.56,20,44,33
2.66,7,29,26
2.52,21,42,29
2.84,21,6,12
2.88,5,56,41
3.47,11,43,3
1.7,13,31,23
2.1,3,45,36
3.79,1,21,2
2.08,5,1,63
3.11,17,5,55
4.3,4,33,68
4.93,18,8,75
4.53,19,42,10
4.12,8,5,3
2.47,10,26,51
4.14,3,15,42
1.35,4,22,78
4.33,7,37,53
4.01,18,53,28
4.04,12,56,37
1.43,10,32,23
2.82,23,10,73
4.0,3,10,52
2.29,0,36,27
4.31,7,55,74
1.96,8,16,6
4.12,17,49,3
3.73,12,4,22
2.92,12,46,8
1.34,6,50,2
3.91,2,13,48
4.87,15,6,32
2.99,11,53,32
1.13,14,48,1
4.53,5,19,59
2.81,7,21,5
1.1,4,48,52
4.05,2,39,73
4.37,18,53,31
4.72,17,52,26
2.23,20,33,16
4.07,5,31,60
4.03,1,8,48
4.25,7,8,40
2.02,10,18,68
3.15,17,19,58
3.78,0,53,61
2.22,8,10,41
2.07,20,32,42
4.59,7,5,0
4.67,19,7,65
4.62,8,2,11
1.04,14,45,36
3.18,12,9,61
4.98,11,15,0
2.42,23,7,69
1.46,7,51,22
4.35,0,6,19
3.99,6,51,9
4.97,2,11,10
3.19,14,26,28
4.1,16,0,22
2.56,15,24,49
3.26,21,22,5
1.05,5,19,17
1.53,17,45,6
2.32,11,51,65
4.69,8,46,17
1.1,19,35,69
1.7,10,9,18
4.37,21,48,61
2.4,14,7,78
3.25,9,52,11
2.46,14,57,22
2.11,13,10,37
2.52,22,25,32
3.92,12,26,30
4.97,13,41,22
4.58,16,37,5
3.93,9,29,10
2.26,17,49,24
1.87,19,27,57
2.42,1,54,64
2.5,8,29,14
3.27,19,29,46
3.52,5,23,17
4.95,6,42,77
2.38,18,42,67
4.27,7,5,63
1.16,16,28,72
3.9,12,1,14
3.35,17,11,41
3.39,5,4,25
2.5,6,12,67
3.26,21,45,70
3.78,4,23,28
1.69,16,13,55
4.13,10,10,50
2.92,23,43,70
2.15,22,36,9
4.01,15,43,8
1.46,14,17,19
1.84,15,43,56
1.07,8,55,26
4.83,21,35,25
1.16,17,8,40
3.25,19,28,39
3.86,22,39,12
2.03,15,38,6
3.76,7,32,49
1.71,3,54,44
3.96,18,41,20
2.53,21,41,16
3.67,18,19,36
2.55,2,0,19
3.34,4,35,55
3.5,11,2,59
3.74,12,31,14
4.6,17,0,67
