volume,class_1,class_2
2,0,31
8,0,37
5,0,9
17,0,24
11,1,34
2,1,0
27,1,44
23,1,13
116,1,44
32,1,34
127,1,27
13,1,44
11,1,1
130,2,17
3,2,32
149,2,36
142,3,19
6,3,48
29,3,41
115,3,13
10,3,16
137,3,41
144,4,19
113,4,37
10,5,40
1,5,27
24,5,11
3,6,13
122,6,26
33,6,21
135,6,46
133,6,26
25,6,3
125,6,10
16,7,12
27,7,6
139,8,38
119,8,41
129,8,11
149,8,48
8,9,5
143,9,21
27,9,48
125,10,31
30,10,14
33,10,8
22,10,43
141,10,48
147,10,41
150,11,30
32,11,42
22,11,5
34,11,19
2,11,43
20,12,18
125,12,25
118,12,0
144,12,39
112,13,3
11,14,3
11,14,29
7,14,18
12,14,7
134,14,7
26,14,18
133,15,22
131,15,40
8,16,42
25,16,49
142,16,16
12,16,15
126,17,23
129,17,11
37,18,29
12,18,24
118,18,38
12,19,1
6,19,32
4,20,29
5,20,47
27,21,20
144,21,24
14,21,7
133,21,6
6,22,20
132,23,2
4,23,45
128,23,36
24,23,0
136,23,47
131,23,22
31,24,4
128,24,22
31,24,8
144,24,9
3,24,36
147,25,6
28,25,30
16,25,30
149,26,17
34,26,45
23,26,12
117,26,33
136,26,22
124,27,28
132,27,16
140,28,33
149,29,8
120,29,31
131,29,23
147,29,30
19,30,25
127,30,26
30,30,35
1,30,35
16,30,32
4,31,2
6,31,9
128,31,39
131,32,11
26,32,36
123,32,15
9,32,14
128,32,33
7,32,45
19,33,20
6,33,17
17,33,19
134,34,0
148,34,21
150,34,20
5,34,46
18,35,8
138,35,34
31,35,10
25,35,32
36,35,23
131,35,1
148,35,15
7,36,12
4,36,35
13,36,40
36,36,38
28,36,37
2,37,31
124,37,15
116,38,33
3,38,25
127,38,18
27,38,47
141,38,42
127,38,1
150,38,46
36,38,14
125,38,10
35,38,46
24,39,39
144,39,21
143,39,14
124,40,10
32,40,34
29,41,43
33,41,38
115,41,17
13,42,4
129,42,49
134,43,23
126,43,26
115,43,28
120,43,24
7,43,49
121,43,13
8,43,9
1,44,44
16,44,28
148,44,5
27,44,49
143,44,4
20,45,39
121,45,5
125,45,40
35,45,35
146,45,28
145,45,7
17,46,29
120,46,2
124,46,25
126,46,12
6,46,6
144,46,42
9,47,27
121,47,37
142,47,16
8,47,3
6,48,45
121,48,4
119,48,47
140,48,43
35,49,27
16,49,2
