volume,class_1,class_2,class_3,class_4
1.97,12,2,2,10
3.43,12,8,7,13
4.17,11,1,6,14
4.09,13,1,7,12
1.7,4,5,3,3
4.33,15,7,10,7
1.62,9,1,0,10
3.68,12,9,10,14
3.01,5,2,10,16
1.71,10,6,6,12
3.62,1,1,4,12
2.72,8,2,0,10
1.48,15,4,7,9
3.27,10,4,0,10
4.51,9,10,5,7
4.17,14,10,6,8
1.93,1,1,5,1
4.57,17,9,9,16
3.22,16,8,6,1
3.8,9,8,7,9
1.51,8,5,10,0
3.68,3,10,4,1
1.84,11,8,1,6
3.43,8,5,3,11
2.81,3,8,8,5
3.16,15,9,6,14
2.55,4,2,10,1
3.44,16,7,8,13
4.78,8,3,9,0
2.67,13,6,8,17
4.78,17,1,4,10
2.93,14,5,7,14
1.52,3,5,5,3
1.34,18,8,2,16
4.34,11,3,6,16
4.73,13,4,8,9
3.98,17,10,3,12
1.27,16,1,6,8
4.11,4,10,4,13
3.22,10,7,5,12
2.91,18,0,2,17
1.14,10,1,6,12
4.68,6,8,2,6
1.28,5,8,9,6
3.97,2,6,4,12
2.52,14,7,6,0
2.98,14,7,7,3
3.48,8,0,7,6
4.05,16,7,2,13
2.29,9,9,9,11
4.46,12,4,9,4
4.22,13,2,3,16
2.06,2,8,5,16
1.27,2,0,6,1
3.78,1,2,1,13
4.08,2,0,4,9
2.45,0,6,3,5
1.02,9,0,1,5
3.3,0,6,10,3
4.81,12,4,10,0
1.53,4,5,1,9
3.35,13,7,1,8
2.91,8,7,7,4
8.99,17,10,2,16
7.54,10,9,6,0
5.92,6,5,0,10
9.08,9,8,3,2
9.51,1,1,9,17
6.61,5,8,8,16
9.51,12,9,8,7
6.94,1,3,1,13
7.62,12,3,3,16
9.56,13,0,7,16
8.48,11,5,10,14
5.69,0,1,2,2
7.24,9,0,0,5
9.55,0,3,7,16
8.68,8,3,3,5
8.53,3,5,9,9
8.34,4,1,4,13
5.22,3,3,4,15
9.78,17,9,3,10
5.84,4,5,3,15
8.47,7,4,10,2
8.91,4,4,6,0
6.7,6,6,5,1
9.03,9,0,7,14
6.92,16,3,1,0
7.89,9,1,9,9
8.59,7,3,1,13
8.57,14,5,3,11
5.1,1,8,9,5
8.28,7,5,0,13
5.9,7,5,6,13
5.09,10,7,9,4
6.91,7,3,0,11
8.29,7,4,7,2
8.63,8,0,0,0
9.18,17,5,2,8
8.31,2,9,9,10
7.12,0,7,2,4
6.33,12,1,3,10
5.92,12,5,3,5
9.7,14,2,4,16
9.07,0,7,10,2
9.68,0,6,5,17
5.43,2,8,5,13
5.38,17,10,3,0
6.2,0,1,7,13
8.66,17,10,1,16
5.01,10,0,0,10
7.65,13,4,0,7
7.82,7,5,2,12
6.61,6,1,7,6
5.39,9,1,7,5
6.42,4,6,9,9
8.06,16,10,10,17
5.92,2,2,0,9
6.97,2,9,2,4
5.04,2,1,6,3
7.39,9,0,3,4
7.51,18,6,8,12
8.53,16,3,9,16
7.34,13,7,6,5
8.23,8,4,7,3
6.37,0,5,3,2
9.87,3,9,5,17
9.72,1,7,10,12
9.24,14,0,5,4
5.24,6,3,3,15
7.45,3,6,3,1
8.03,13,5,1,2
8.71,3,9,9,14
5.82,10,2,10,16
5.61,16,3,5,2
9.88,4,10,9,0
8.85,18,0,4,11
9.68,12,1,1,2
9.19,3,0,1,7
6.95,11,8,2,1
6.52,10,2,6,9
8.68,13,9,5,15
6.49,6,6,9,3
9.51,0,0,7,9
5.33,1,9,9,1
9.64,7,1,1,12
7.45,11,5,0,11
8.92,13,7,1,16
5.56,15,6,7,15
5.8,11,9,6,0
5.07,9,6,3,11
6.65,15,3,1,12
6.77,5,5,6,15
9.7,9,5,7,17
6.57,13,5,5,4
6.52,16,7,5,7
7.52,4,8,5,16
7.59,0,9,10,4
5.65,7,10,6,7
8.7,12,4,7,15
6.57,11,0,0,16
9.28,18,6,4,11
9.45,13,0,4,10
7.93,2,8,7,12
7.57,12,1,7,7
9.39,13,6,7,13
6.96,4,4,1,0
5.73,9,3,4,5
7.2,6,0,5,10
5.07,0,8,5,8
7.95,18,8,8,5
5.54,14,2,0,4
5.17,5,8,3,6
9.11,2,0,3,4
6.45,2,6,6,4
5.14,9,7,2,13
5.65,0,7,6,15
7.65,18,1,6,13
6.43,14,9,5,12
8.82,7,0,0,5
7.7,13,1,8,4
8.13,0,5,4,13
8.93,11,4,4,13
6.58,15,4,7,14
7.31,18,1,2,13
8.88,2,4,7,2
7.35,13,0,0,17
8.72,9,4,0,0
13.22,9,3,4,11
11.14,1,4,4,8
11.4,17,4,2,7
13.3,15,6,7,7
12.06,7,0,2,4
10.61,15,4,2,0
10.44,1,5,3,10
10.1,16,2,10,3
12.35,16,6,4,2
12.27,7,3,1,17
14.51,13,10,1,10
12.95,0,2,5,14
13.48,9,8,7,5
11.25,2,4,3,7
10.55,18,0,6,12
12.98,11,2,10,12
12.69,5,8,7,1
11.66,14,4,10,2
10.99,18,0,0,0
14.55,4,2,6,10
13.46,0,10,2,4
10.72,8,3,2,17
13.01,5,10,3,6
14.91,16,5,10,5
13.65,11,8,0,3
13.85,12,6,6,13
14.63,8,5,0,16
10.07,16,4,9,2
10.62,2,10,3,6
13.76,13,4,8,9
14.58,6,8,1,4
14.72,2,2,9,7
10.36,3,3,1,17
12.83,0,3,1,13
11.96,16,1,0,4
12.19,15,0,5,13
12.27,10,2,4,11
13.43,3,7,1,17
10.82,9,8,3,9
11.67,4,6,1,4
10.74,13,3,0,0
11.55,2,3,0,4
12.81,6,1,9,2
12.54,2,10,2,8
14.87,17,1,1,8
14.99,1,4,3,1
11.1,10,3,1,0
12.73,17,6,5,7
14.43,15,10,9,10
11.13,6,1,3,4
10.57,15,9,0,10
11.0,13,0,1,10
10.08,8,3,3,1
11.13,1,6,1,7
13.16,3,0,10,5
13.49,18,6,7,2
11.73,5,6,3,6
14.54,2,0,1,14
13.4,1,3,6,5
11.44,1,1,6,4
11.9,14,4,6,11
10.88,11,6,0,12
