volume,class_1,class_2
141,0,2
147,0,3
127,0,14
9,0,0
133,0,19
116,0,9
127,1,13
141,1,12
6,1,21
113,1,19
35,1,16
142,1,15
20,1,15
114,1,7
143,1,23
127,1,9
120,2,17
112,2,15
145,2,11
30,2,15
27,2,3
125,2,17
18,3,21
18,3,1
131,3,6
36,3,13
12,3,20
21,4,1
29,4,17
14,4,21
149,4,0
112,5,23
122,5,22
149,6,18
121,6,21
37,6,10
37,6,5
112,7,5
15,7,2
115,7,7
35,8,13
113,8,19
26,9,2
6,10,24
30,11,4
15,11,7
128,11,10
150,11,7
35,12,16
139,12,13
132,12,12
10,12,22
138,12,18
139,13,24
10,14,8
25,14,9
13,14,22
139,14,1
129,15,18
136,15,14
15,16,7
31,16,4
15,16,13
113,16,21
22,16,21
36,16,1
26,17,4
20,17,20
137,17,14
125,17,10
29,18,23
18,18,20
2,18,8
122,19,0
5,19,2
120,20,1
124,20,11
8,20,13
19,20,19
32,20,7
26,21,9
132,21,23
12,21,15
121,21,14
145,21,5
10,22,7
33,22,3
37,22,19
135,22,22
21,22,24
138,23,8
11,23,6
24,23,24
16,24,1
31,24,17
123,24,8
117,24,17
23,24,9
126,24,10
132,25,13
124,25,9
2,25,24
12,26,0
147,26,3
130,26,10
114,26,3
23,27,23
32,27,18
33,27,19
141,27,11
136,27,5
30,27,17
119,28,6
37,28,24
37,28,8
14,28,12
13,28,12
119,28,14
129,29,20
122,29,20
114,29,20
122,29,0
17,29,18
26,30,8
121,30,16
149,30,19
127,30,3
15,30,0
128,31,15
19,32,6
116,32,17
143,32,5
16,33,0
136,33,3
12,34,22
148,34,4
21,34,20
37,34,21
17,34,2
6,34,24
21,34,4
113,35,18
35,35,18
126,35,16
29,35,9
149,35,6
6,35,11
10,35,5
116,35,12
119,36,11
120,36,2
147,36,12
116,36,14
19,37,0
8,37,16
23,37,8
16,38,7
115,39,6
112,39,11
10,39,10
148,39,4
22,40,1
5,40,5
10,40,23
35,40,14
148,41,11
146,41,23
141,41,17
17,41,16
141,41,22
4,41,8
116,42,3
140,42,10
1,42,5
2,43,18
7,43,1
20,43,15
132,43,21
26,43,16
8,44,19
17,44,20
32,44,12
22,45,2
132,46,10
135,46,22
24,46,2
148,47,23
11,47,6
149,47,14
14,47,4
8,48,11
29,48,24
18,48,12
150,49,4
140,49,22
141,49,16
137,49,9
148,49,13
148,49,6
16,49,15
