volume,class_1,class_2
36,0,7
49,0,5
43,0,5
39,0,4
45,0,4
42,0,6
48,0,0
43,0,9
29,0,5
37,0,6
30,0,2
34,0,5
30,0,9
29,0,7
42,0,7
27,1,2
49,1,9
36,1,6
39,1,7
34,1,2
44,1,3
34,1,9
45,1,1
33,1,6
25,2,0
39,2,9
29,2,3
26,2,7
47,2,6
47,2,2
47,2,6
47,2,1
49,2,8
46,3,4
38,3,1
39,3,7
38,3,4
32,3,4
47,3,9
26,3,6
42,3,4
40,3,8
28,4,6
38,4,2
27,4,1
37,4,1
40,5,1
47,5,2
48,5,5
38,5,4
31,5,0
38,6,1
28,6,1
27,6,8
32,6,5
26,6,3
27,6,9
38,6,6
34,6,8
46,6,0
44,7,7
31,7,1
41,7,1
28,7,5
31,7,9
32,7,7
45,7,1
45,7,5
34,7,8
27,7,3
39,7,8
28,8,0
25,8,1
32,8,0
31,8,1
39,8,9
41,8,2
38,8,1
26,9,4
46,9,7
50,9,2
28,9,9
41,9,8
45,9,1
47,9,7
45,9,1
39,9,8
33,9,9
32,9,1
38,10,5
25,10,2
45,10,0
37,10,5
41,10,8
35,10,3
37,11,3
44,11,3
38,11,0
25,11,3
33,11,4
32,11,5
31,11,5
45,12,9
31,12,4
36,12,0
25,12,0
42,12,2
48,12,6
35,12,5
36,12,8
39,12,7
35,12,8
37,12,3
34,13,5
43,13,5
48,13,9
39,13,3
32,13,3
27,13,2
26,14,9
41,14,8
29,14,2
44,14,0
47,14,6
36,14,8
33,15,4
46,15,0
43,15,4
26,15,5
37,15,7
37,15,7
38,15,7
43,16,9
38,16,8
35,16,4
34,16,2
43,16,2
28,16,3
39,16,6
26,16,7
50,17,3
49,17,4
50,17,3
34,17,0
46,18,0
27,18,3
29,18,1
43,18,6
27,18,0
33,18,7
28,18,8
36,19,4
29,19,2
28,19,3
41,19,5
40,19,2
30,19,3
43,19,4
35,19,6
47,19,7
40,19,5
47,19,0
30,19,5
33,20,4
41,20,3
43,20,3
27,20,4
34,20,2
45,20,8
46,20,6
31,21,8
49,21,4
29,21,6
31,21,8
29,21,0
29,21,9
49,21,7
37,21,0
30,21,8
27,22,1
49,22,6
33,22,6
39,22,5
39,22,4
44,22,9
45,22,6
32,23,2
28,23,7
28,23,3
38,23,0
25,23,9
45,23,9
32,23,0
46,23,9
47,23,6
44,24,1
47,24,8
49,24,7
27,24,2
30,24,2
