volume,class_1
57,0
57,0
43,0
45,0
38,0
65,0
67,0
74,0
57,0
69,0
61,0
68,0
60,0
56,0
56,0
42,0
67,0
44,0
60,0
65,0
53,0
61,0
66,0
73,1
55,1
62,1
49,1
55,1
73,1
63,1
50,1
66,1
60,1
52,1
73,1
59,1
59,1
57,1
71,2
47,2
44,2
39,2
48,2
47,2
65,2
48,2
66,2
63,2
41,2
53,2
41,2
50,2
45,2
72,2
62,2
64,2
52,2
44,2
50,2
72,2
39,3
68,3
63,3
60,3
39,3
63,3
43,3
45,3
75,3
46,3
61,3
40,3
74,3
42,3
65,3
59,3
37,3
60,3
68,3
45,4
41,4
75,4
43,4
75,4
56,4
38,4
61,4
62,4
40,4
72,4
62,4
69,4
66,4
66,4
37,5
43,5
39,5
72,5
66,5
49,5
37,5
43,5
59,5
71,5
65,5
51,5
58,5
50,5
53,5
42,5
62,5
54,6
45,6
62,6
40,6
50,6
52,6
58,6
72,6
60,6
41,6
51,6
50,6
69,6
65,6
72,6
68,6
75,6
61,6
61,6
48,6
44,6
38,6
61,6
75,7
64,7
61,7
48,7
48,7
69,7
50,7
54,7
49,7
73,7
70,7
60,7
61,7
39,7
37,7
69,7
71,7
67,7
69,7
40,7
44,7
37,7
71,7
52,7
56,7
57,7
39,7
38,8
42,8
42,8
70,8
49,8
54,8
38,8
72,8
54,8
51,8
50,8
73,8
38,8
61,8
69,8
54,8
57,8
58,8
47,8
58,8
42,8
54,8
49,8
46,9
74,9
40,9
74,9
42,9
71,9
47,9
72,9
51,9
60,9
66,9
46,9
44,9
58,9
38,9
45,9
