volume,class_1
121,0
142,0
15,0
112,0
141,0
33,0
23,0
17,0
10,0
140,0
28,0
14,0
148,0
130,0
124,0
31,0
125,0
12,0
147,0
147,1
30,1
145,1
122,1
33,1
133,1
5,1
133,1
10,1
123,1
140,1
8,2
145,2
9,2
127,2
11,2
138,2
131,2
137,2
21,2
116,2
125,2
30,2
144,2
133,2
148,2
134,2
115,2
7,2
3,3
126,3
8,3
113,3
34,3
134,3
27,3
114,3
5,3
125,3
28,3
37,3
24,3
137,3
130,4
32,4
142,4
20,4
27,4
131,4
122,4
146,4
126,4
119,4
3,4
138,4
37,4
24,4
10,4
132,4
13,4
31,4
19,4
12,4
8,4
21,5
135,5
6,5
115,5
145,5
16,5
121,5
136,5
126,5
142,5
113,5
128,5
129,5
117,5
124,5
115,5
12,5
148,5
35,5
116,5
5,6
18,6
138,6
11,6
34,6
36,6
1,6
118,6
129,6
128,6
146,6
148,6
33,6
9,6
141,6
22,6
23,6
140,6
137,6
120,6
139,6
133,6
124,6
135,6
15,6
19,6
31,7
128,7
37,7
124,7
130,7
21,7
141,7
24,7
15,7
125,7
12,7
7,7
36,7
3,7
25,7
136,7
124,7
146,8
5,8
135,8
129,8
147,8
140,8
33,8
143,8
144,8
7,8
114,8
1,8
147,8
142,8
122,8
115,8
8,8
123,8
26,8
22,8
22,8
128,8
139,8
11,9
7,9
143,9
150,9
22,9
37,9
6,9
128,9
23,9
37,9
129,9
145,9
146,9
11,9
33,9
32,9
133,9
135,9
21,9
122,9
21,9
1,9
129,9
119,9
13,9
120,9
11,9
132,9
20,9
141,9
21,9
