volume,class_1,class_2,class_3,class_4
4.39,87,75,63,38
3.28,68,13,39,36
1.6,55,43,35,1
3.19,74,7,20,65
2.95,59,85,8,33
1.12,29,73,15,30
1.34,64,58,21,19
4.9,64,9,34,56
4.85,3,40,23,35
2.98,79,36,71,43
4.32,52,59,35,13
2.8,64,6,80,44
3.61,87,22,67,23
2.19,1,23,34,20
1.42,8,14,38,16
4.35,18,34,29,53
2.82,85,20,60,42
3.12,19,54,22,35
2.65,3,67,42,24
3.6,35,20,61,52
3.66,33,47,58,7
1.78,43,24,15,51
1.3,93,57,21,33
3.68,30,84,38,27
2.02,73,6,1,45
2.38,78,6,51,60
2.06,79,35,15,18
2.25,81,33,51,61
1.66,91,83,39,48
1.97,58,46,36,64
2.54,59,10,38,30
4.18,50,56,66,59
1.93,57,0,67,9
3.51,83,36,33,4
3.45,13,39,66,30
3.09,73,38,51,26
4.03,13,42,7,54
2.44,68,48,74,2
1.92,10,60,19,47
4.14,8,77,42,30
3.15,33,48,55,52
1.48,67,79,47,48
2.1,2,38,67,14
4.05,26,66,68,42
3.6,46,35,5,21
3.02,39,79,42,8
4.82,5,0,2,35
2.65,3,23,42,10
1.27,62,37,31,30
3.7,69,86,15,33
1.29,43,72,35,1
4.64,3,36,8,11
2.6,50,76,76,64
2.1,88,86,50,12
2.51,17,44,42,24
4.66,87,18,48,33
4.73,54,79,41,1
3.92,23,2,43,25
3.11,48,17,37,52
4.87,34,22,52,65
1.46,22,26,34,57
2.8,84,47,40,6
3.53,26,7,2,63
4.56,22,72,71,35
1.04,29,63,72,51
1.57,27,88,57,30
2.63,53,38,67,63
1.27,3,18,42,28
2.75,9,77,25,5
2.85,91,75,24,46
2.72,17,33,16,33
2.61,33,43,39,0
2.91,20,77,60,49
4.28,85,41,45,35
3.16,74,66,75,43
1.14,33,79,66,54
3.73,29,37,62,8
3.85,54,66,63,56
4.47,7,72,2,35
2.83,30,86,7,65
3.19,41,69,26,9
4.14,3,38,52,39
4.56,18,63,43,10
3.9,21,58,51,3
2.72,87,13,77,35
1.85,10,12,28,13
3.98,17,55,35,60
3.55,74,61,12,60
2.58,48,85,29,45
2.31,43,23,15,56
4.59,64,31,78,56
1.52,29,62,14,13
1.01,55,31,69,12
3.13,19,79,74,14
2.05,2,14,6,39
1.65,49,38,50,18
2.71,73,0,47,30
2.79,2,13,65,0
4.88,60,26,18,17
3.02,85,83,18,38
4.28,8,30,59,14
1.07,33,0,58,28
2.65,42,63,14,14
1.66,14,55,9,5
4.44,12,53,59,50
4.84,24,0,56,40
4.9,4,32,46,4
1.78,94,62,18,64
3.01,11,66,6,3
2.44,32,4,38,21
1.82,13,64,4,11
3.02,53,2,0,45
4.56,85,42,51,53
1.11,89,28,2,51
1.12,37,58,35,61
2.52,40,9,33,51
1.8,85,54,51,62
4.16,22,13,6,40
2.01,2,21,34,47
4.91,74,14,54,10
2.17,62,26,6,54
4.44,0,40,0,42
3.12,8,32,61,14
1.42,68,54,35,27
1.34,5,65,5,63
4.79,13,1,74,59
4.27,91,13,42,30
3.15,82,23,42,10
3.84,59,85,3,4
4.1,16,29,81,29
4.99,72,37,17,38
2.84,43,4,79,0
2.74,15,77,80,41
4.79,33,68,73,49
1.82,45,4,14,23
2.68,54,63,2,21
4.5,49,4,38,62
1.31,89,25,26,23
4.37,59,9,73,25
3.8,46,8,27,63
2.5,13,26,22,51
2.97,32,79,31,64
2.95,18,58,47,55
1.06,64,23,59,18
4.5,45,4,23,23
3.93,90,50,40,53
2.88,61,67,68,55
3.11,47,59,40,28
