volume,class_1,class_2
16,0,6
83,0,7
98,0,2
90,0,5
81,0,6
3,0,4
99,0,2
76,0,6
83,0,9
6,0,9
18,0,2
75,0,2
88,1,6
77,1,2
17,1,1
7,1,1
87,1,1
100,1,5
76,1,8
82,1,9
81,1,7
83,1,0
78,1,3
17,1,8
98,1,5
87,1,7
11,1,9
11,1,2
78,1,9
94,1,8
23,1,3
90,1,7
96,2,1
90,2,8
8,2,5
18,2,3
94,2,4
80,2,6
79,2,0
96,2,1
4,2,6
4,2,4
86,2,7
8,2,4
75,2,1
81,2,4
80,2,9
76,2,3
7,2,5
6,2,6
4,2,5
25,2,9
23,2,3
94,2,1
76,2,1
19,3,5
21,3,8
1,3,8
3,3,2
25,3,4
87,3,3
94,3,9
1,3,7
7,3,2
19,3,0
4,3,0
81,3,0
14,3,4
11,3,9
23,3,8
88,3,0
89,3,6
9,3,3
75,3,8
83,3,7
92,3,8
99,3,8
96,3,1
2,3,8
10,3,4
93,3,6
84,3,3
98,3,4
98,3,3
20,4,5
21,4,9
91,4,9
84,4,5
1,4,9
4,4,4
25,4,3
17,4,2
5,4,7
85,4,8
91,4,8
75,4,3
22,4,2
11,4,7
84,5,1
85,5,2
78,5,4
94,5,4
16,5,0
8,5,7
93,5,6
95,5,2
76,5,4
82,5,4
95,5,3
93,5,8
4,5,4
75,5,0
86,5,1
10,5,0
80,5,7
88,5,8
81,5,0
23,5,0
14,6,5
9,6,4
7,6,1
94,6,7
18,6,7
22,6,7
97,6,0
5,6,5
17,6,6
79,6,6
94,6,0
82,6,2
14,6,0
2,6,6
79,6,1
23,6,9
24,6,5
15,6,6
7,6,2
97,6,6
16,6,6
75,6,9
87,6,6
89,6,2
13,6,1
7,6,4
89,6,7
80,7,1
98,7,2
18,7,1
13,7,4
88,7,6
90,7,9
100,7,8
77,7,9
24,7,6
24,7,5
21,7,3
89,7,1
90,7,7
94,7,2
1,7,9
95,7,5
4,7,7
18,7,3
14,7,2
14,7,3
77,7,7
23,8,5
15,8,6
88,8,2
94,8,3
87,8,8
83,8,4
79,8,7
80,8,0
24,8,8
1,8,3
93,8,5
85,8,9
18,8,1
75,8,0
90,8,3
97,8,3
86,8,0
84,8,5
75,8,2
16,8,1
97,9,0
20,9,1
17,9,3
86,9,4
95,9,9
98,9,0
16,9,5
77,9,5
93,9,8
12,9,7
24,9,5
5,9,8
9,9,0
9,9,9
