volume,class_1,class_2,class_3,class_4
11.0619,7,10,5,4
0.0121,2,8,3,4
9.7555,3,3,5,1
3.4156,4,1,7,1
9.362,10,9,10,5
26.4227,3,6,4,0
6.9026,5,2,5,9
14.525,4,3,5,1
34.4553,8,9,9,9
17.4301,1,3,3,0
28.0822,3,6,1,4
24.3061,8,1,1,0
14.2491,10,0,4,5
9.9277,7,7,2,1
27.4131,8,5,1,8
3.1066,10,2,2,2
25.7447,2,5,4,1
9.3961,8,9,4,2
5.6591,3,2,8,0
15.8279,5,9,10,8
21.0763,3,2,4,6
10.4189,8,2,0,10
1.713,3,4,1,10
2.9453,7,6,8,4
4.1244,8,7,8,7
26.1453,0,6,5,2
6.8637,4,7,0,10
16.6449,6,9,0,0
8.1817,5,9,2,9
17.6971,2,2,4,4
8.1268,6,9,6,2
17.4452,9,1,3,7
3.6549,0,2,8,5
13.4701,8,10,7,10
7.3774,10,3,3,5
5.8368,7,10,7,3
30.1139,6,5,8,9
1.0103,10,4,10,3
7.4418,0,1,8,10
5.6753,5,2,8,3
25.107,4,4,4,8
20.5216,5,2,7,9
8.0758,1,1,9,8
6.3574,9,6,2,2
26.3415,4,6,3,9
31.2334,0,7,10,6
7.0108,10,5,6,8
18.0113,2,8,0,8
8.8966,1,4,10,1
0.6697,4,1,2,9
1.9344,10,10,1,7
1.8087,3,6,6,6
19.3258,2,5,7,2
16.2144,9,7,3,1
41.5514,6,9,8,6
12.7124,1,10,4,4
15.1062,3,6,8,0
12.9366,3,8,7,9
9.3702,0,0,10,9
27.7581,3,4,3,2
6.4354,4,2,8,3
9.2877,4,4,9,4
6.3542,10,7,2,8
8.6875,5,7,6,1
11.8738,3,9,6,3
2.6114,4,1,0,1
2.0947,9,0,8,4
1.2242,10,10,2,1
20.96,8,5,9,4
28.7348,6,8,10,5
24.5658,8,5,0,1
17.1751,7,7,5,4
26.5466,8,6,5,10
10.4464,9,7,1,10
4.7331,6,6,3,8
14.1489,0,4,10,9
2.5163,8,3,7,9
6.6047,8,6,4,2
18.5608,7,9,10,8
19.7707,3,5,8,0
26.1251,10,6,9,6
18.8133,6,5,9,9
2.8815,1,7,3,10
10.3707,10,4,10,0
12.7987,6,10,2,10
18.6432,6,4,2,1
38.9747,9,0,5,4
16.128,6,10,8,4
4.0945,2,7,4,7
8.2595,2,7,8,0
3.2164,4,8,1,9
5.9301,6,1,5,1
1.2922,10,7,0,2
14.6221,8,2,1,6
7.815,10,4,9,4
13.4917,3,8,3,3
21.7311,5,4,1,1
9.7553,8,10,5,7
7.4444,8,8,0,2
18.5985,4,10,8,4
