volume,class_1,class_2,class_3
71,0,4,5
79,0,0,7
70,0,8,4
69,0,4,0
87,0,5,8
79,0,6,8
68,0,2,4
96,0,9,0
65,0,3,2
62,0,8,7
64,1,6,8
80,1,3,8
94,1,4,9
53,1,5,5
74,2,6,7
80,2,0,6
68,2,7,3
95,2,1,8
100,2,3,8
59,2,9,5
68,2,0,5
95,2,9,1
99,2,6,5
88,2,3,6
78,2,9,9
66,2,7,8
70,3,1,9
98,3,9,5
83,3,3,6
70,3,6,8
86,3,0,8
99,3,4,1
58,3,9,7
74,3,2,6
63,3,9,4
59,3,4,7
71,3,3,1
61,4,3,3
52,4,0,5
73,4,4,8
64,4,0,0
50,4,2,1
51,4,0,3
59,4,5,7
91,4,3,9
92,5,7,2
91,5,6,9
59,5,5,9
69,5,8,0
76,5,1,2
88,5,2,4
64,6,2,7
74,6,7,2
95,6,1,6
75,6,9,7
54,6,0,2
68,6,1,5
54,6,6,1
59,7,9,6
86,7,2,2
66,7,9,6
67,7,1,6
98,7,0,8
56,7,8,6
66,7,8,2
98,7,5,3
59,8,0,4
96,8,5,6
90,8,1,3
83,9,6,1
70,9,6,7
97,9,7,2
75,9,0,1
73,10,3,9
52,10,9,1
89,10,4,1
52,10,1,5
56,10,5,0
63,10,9,2
70,10,2,5
93,10,4,2
54,10,3,2
81,10,5,1
51,11,8,4
95,11,5,1
98,11,5,0
89,11,6,0
53,11,3,0
88,11,4,0
68,11,0,3
91,11,7,5
89,11,5,5
92,12,8,3
59,12,0,9
59,12,8,4
50,12,6,8
53,12,7,6
85,12,5,2
59,13,3,9
76,13,5,3
84,13,6,8
79,13,3,8
82,13,9,5
65,13,8,1
58,13,8,0
52,13,7,8
84,13,6,6
88,14,2,2
98,14,4,1
96,14,0,4
68,14,3,7
97,14,8,0
73,14,4,6
69,14,1,6
57,14,8,3
62,14,4,0
80,14,4,0
87,14,5,4
84,14,5,4
96,14,7,5
56,15,7,4
88,15,2,2
91,15,1,6
63,15,2,3
83,15,2,5
100,15,7,4
80,15,2,4
93,15,8,7
75,15,2,1
53,15,1,3
76,16,3,5
85,16,8,1
98,16,2,4
61,16,9,9
84,16,0,7
53,16,7,5
88,16,2,7
55,16,8,8
64,16,7,6
89,16,7,8
92,16,5,2
86,16,1,3
88,17,9,7
64,17,9,9
91,17,0,6
72,17,7,0
51,17,3,0
100,17,1,3
70,17,5,3
99,17,9,7
88,17,4,0
55,17,4,1
60,17,6,2
86,17,0,9
87,17,7,6
54,18,1,6
79,18,1,0
81,18,4,4
84,18,7,9
73,18,9,8
58,19,8,1
52,19,7,0
91,19,1,4
89,19,2,9
89,20,3,3
67,20,4,8
100,20,2,9
100,20,7,7
58,20,8,1
68,20,6,9
83,20,9,9
73,20,9,9
52,21,2,7
85,21,4,3
89,21,2,7
100,21,6,7
76,21,3,0
58,21,5,0
66,21,3,2
68,21,6,2
75,22,5,7
61,22,5,5
90,22,7,1
85,22,0,4
79,22,1,3
76,22,0,3
99,22,4,3
77,22,6,4
91,23,1,4
66,23,4,9
93,23,1,2
80,23,2,6
90,23,6,9
70,23,8,5
53,24,1,3
76,24,0,2
89,24,8,8
60,24,8,4
72,24,6,5
68,24,3,1
