bin,item
0,6
0,129
1,32
1,193
2,34
2,73
3,13
3,164
4,42
4,43
5,101
5,119
6,106
6,166
7,148
7,11
8,145
8,190
9,118
9,16
10,158
10,184
11,97
11,99
12,1
12,56
13,126
13,7
14,76
14,82
15,46
15,59
16,5
16,124
17,37
17,180
18,100
18,50
19,22
19,121
20,83
20,171
21,68
21,72
21,93
22,17
22,71
23,123
23,187
23,195
24,20
24,38
24,36
25,45
25,176
26,173
26,196
27,47
27,197
28,4
28,60
29,141
29,177
30,67
30,116
30,55
31,112
31,159
32,120
32,75
33,18
33,161
34,133
34,183
35,113
35,157
35,154
36,12
36,25
36,33
37,163
37,168
37,88
38,2
38,174
39,52
39,61
39,170
40,24
40,127
41,26
41,63
42,57
42,78
42,115
43,179
43,51
43,39
44,44
44,103
44,114
45,142
45,70
45,151
46,105
46,104
46,130
47,136
47,53
48,29
48,23
48,74
49,30
49,65
49,77
50,175
50,178
50,102
51,153
51,194
51,155
52,15
52,191
52,14
53,182
53,165
53,189
54,198
54,94
54,188
55,35
55,21
55,140
56,156
56,185
56,150
57,89
57,81
57,138
58,87
58,144
58,139
59,135
59,117
59,107
60,8
60,79
60,90
61,3
61,147
61,0
62,172
62,58
62,54
63,162
63,28
63,31
64,181
64,186
64,66
65,160
65,169
65,19
66,69
66,143
66,149
67,132
67,48
67,49
68,199
68,40
68,192
69,64
69,167
69,62
70,86
70,146
70,91
71,131
71,128
71,80
72,125
72,41
72,122
73,96
73,84
73,152
74,85
74,134
75,27
75,10
75,9
76,111
76,108
76,137
77,110
77,92
77,98
78,95
78,109
