bin,item
0,20
0,21
0,195
1,91
1,85
1,18
2,79
2,42
2,74
3,92
3,191
4,192
5,187
5,172
6,158
6,14
7,100
8,183
8,56
9,19
9,88
10,33
10,69
11,143
11,71
12,139
12,108
13,198
13,46
14,102
14,36
15,118
16,121
16,128
17,22
18,113
19,134
19,165
20,23
20,61
21,80
21,199
22,65
22,103
23,123
24,170
24,34
25,16
25,30
26,73
26,39
27,55
27,25
28,168
28,160
29,162
29,28
30,149
30,5
31,169
31,151
32,161
32,107
33,132
33,54
34,116
34,182
34,115
35,41
35,12
36,140
37,59
38,13
38,35
39,98
39,99
40,97
40,197
41,131
41,78
42,44
42,110
43,52
43,94
44,153
44,27
45,0
45,31
46,122
46,64
47,177
47,68
48,24
48,146
49,129
49,145
50,185
50,67
51,135
51,72
52,186
52,11
53,142
53,147
54,150
54,37
55,193
55,60
56,96
56,81
57,178
57,189
58,82
58,196
59,38
59,155
60,179
60,171
61,133
61,4
62,51
62,117
63,58
63,166
64,76
64,136
65,3
65,15
66,17
66,125
67,184
67,29
68,49
69,57
70,45
70,6
71,154
71,159
72,109
72,190
73,152
73,70
74,141
74,86
75,95
75,101
76,47
76,175
77,176
77,137
78,1
78,156
79,10
79,180
80,93
80,7
81,89
81,111
82,62
82,77
83,130
83,144
84,163
84,173
85,43
85,83
86,32
86,40
87,105
87,114
87,104
88,174
88,2
89,119
89,124
90,181
90,106
91,157
91,26
92,194
92,127
93,84
93,188
94,8
94,53
95,63
95,164
96,75
96,120
97,148
97,50
98,126
98,87
99,112
99,138
100,90
100,9
101,66
101,167
102,48
