bin,item
0,105
0,106
0,107
0,94
0,99
1,39
1,43
1,42
1,138
2,112
2,114
2,3
2,2
2,44
3,131
3,187
3,55
3,186
3,53
4,66
4,120
4,121
4,60
4,61
5,144
5,174
5,178
5,148
5,147
5,10
6,41
6,162
6,163
6,51
6,40
6,52
7,156
7,140
7,143
7,139
7,142
7,48
8,47
8,72
8,46
8,71
8,24
8,23
9,36
9,30
9,29
9,90
9,54
10,31
10,155
10,145
10,34
10,157
10,146
11,115
11,102
11,113
11,33
11,32
11,100
12,161
12,1
12,160
12,176
12,175
12,0
13,197
13,117
13,116
13,124
13,199
13,92
14,19
14,180
14,21
14,182
14,141
15,88
15,18
15,37
15,91
15,89
15,20
16,153
16,154
16,184
16,13
16,12
16,152
17,172
17,170
17,168
17,171
17,87
17,86
17,45
18,118
18,135
18,123
18,134
18,11
18,122
19,4
19,64
19,6
19,5
19,63
19,62
19,77
20,158
20,128
20,191
20,127
20,159
20,196
21,49
21,119
21,50
21,149
21,151
21,150
22,110
22,185
22,130
22,111
22,189
22,188
22,190
23,38
23,35
23,165
23,164
23,166
24,69
24,67
24,70
24,198
24,68
24,129
24,126
24,125
25,192
25,15
25,14
25,193
25,194
25,136
25,137
26,133
26,109
26,93
26,132
26,108
26,96
26,95
27,22
27,167
27,75
27,169
27,74
27,76
27,73
28,183
28,84
28,79
28,83
28,28
28,80
29,97
29,98
29,173
29,177
29,101
29,103
29,104
30,26
30,181
30,25
30,82
30,81
30,85
30,78
30,179
31,56
31,57
31,58
31,17
31,59
31,16
31,195
32,8
32,9
32,7
32,65
32,27
