bin,item
0,20
0,35
0,34
1,194
1,74
2,135
2,183
3,8
3,121
4,52
4,82
5,46
6,97
6,154
6,151
7,197
7,105
8,128
8,104
9,71
10,130
11,53
11,90
12,140
12,73
12,72
13,88
13,48
14,179
14,164
15,159
15,45
16,86
16,199
17,64
18,171
18,87
19,167
19,195
20,67
20,79
21,144
21,66
22,162
22,91
22,94
23,142
23,137
24,127
24,114
25,37
25,39
26,109
26,126
27,4
27,62
28,58
28,61
28,182
29,65
29,98
30,75
30,47
31,147
31,123
32,10
32,122
33,63
33,196
34,95
34,111
35,158
35,148
35,149
36,132
36,116
37,188
37,57
38,192
38,15
39,40
39,156
40,141
40,166
41,185
41,25
42,107
42,113
42,89
43,181
43,21
44,77
44,6
45,110
45,2
46,190
46,134
47,85
47,36
48,106
48,117
49,78
49,101
50,68
50,172
51,186
51,165
52,54
52,18
53,96
53,60
54,178
54,153
55,136
55,161
56,102
56,174
57,43
57,16
58,173
59,11
59,33
60,76
60,12
61,81
61,184
62,155
63,152
63,38
64,92
64,146
65,17
65,59
66,80
66,139
67,138
67,187
68,93
68,150
69,32
69,14
70,100
70,83
71,1
71,177
72,125
72,143
73,169
73,129
74,26
74,42
75,23
75,84
76,145
76,168
77,189
77,3
78,119
78,30
79,191
79,99
80,5
80,28
81,31
81,24
82,112
82,198
83,7
83,9
83,70
84,22
84,103
85,180
85,49
86,55
86,175
87,157
87,13
88,118
88,41
89,27
89,51
90,193
90,163
91,108
91,29
92,160
92,0
93,131
93,50
94,170
94,124
95,44
95,69
96,133
96,176
97,120
97,19
98,56
98,115
