volume,class_1
1,0
4,0
18,0
86,0
12,0
2,0
98,0
18,0
8,0
19,0
84,1
97,1
90,1
6,1
7,1
1,1
80,1
75,1
77,1
19,1
12,2
12,2
9,2
84,2
93,2
77,2
10,2
95,2
12,2
8,3
80,3
19,3
2,3
20,3
19,4
2,4
18,4
4,4
9,4
16,4
87,4
83,4
11,4
91,4
7,5
87,5
24,5
100,5
6,5
82,5
95,6
14,6
100,6
16,6
18,6
92,6
89,6
15,6
98,6
13,7
77,7
18,7
8,7
100,7
99,7
11,7
93,7
95,7
17,8
85,8
76,8
17,8
15,8
19,8
11,8
12,8
92,8
82,8
81,8
8,9
10,9
13,9
9,9
7,9
75,9
3,9
92,9
14,9
79,9
83,9
79,10
94,10
89,10
5,11
84,11
18,11
79,11
76,11
8,11
9,11
81,11
16,12
77,12
76,12
80,12
85,12
81,12
88,12
12,13
5,13
3,13
84,13
19,13
76,13
86,13
95,13
79,13
78,13
97,13
76,14
92,14
87,14
96,14
18,14
3,14
17,14
93,14
88,14
2,14
13,14
6,15
10,15
97,15
86,15
7,15
75,15
93,15
17,15
14,15
76,16
88,16
81,16
17,16
83,16
8,16
2,16
8,17
12,17
20,17
98,17
19,17
22,17
2,17
9,17
14,17
80,18
20,18
82,18
3,18
76,18
75,18
97,18
89,19
4,20
14,20
2,20
3,20
20,20
95,20
88,21
7,21
90,21
25,21
9,22
100,22
83,22
89,22
92,22
7,22
16,22
88,22
20,22
17,23
21,23
89,23
4,23
75,23
2,23
87,23
97,23
100,23
87,23
3,23
3,23
100,24
97,24
82,24
93,24
6,24
100,24
