volume,class_1
2,0
38,0
25,0
40,0
8,0
3,0
13,0
12,0
1,0
39,0
10,0
13,0
46,0
10,0
29,0
4,0
12,0
32,0
47,1
38,1
20,1
23,1
16,1
20,1
15,1
29,1
36,1
31,1
26,1
14,1
13,1
47,1
22,1
39,1
41,1
1,1
1,1
9,1
32,1
27,1
47,1
19,1
4,1
1,1
4,1
26,2
36,2
41,2
28,2
5,2
8,2
20,2
11,2
23,2
29,2
43,2
29,2
14,2
12,2
12,3
32,3
37,3
35,3
47,3
29,3
3,3
25,3
27,3
14,3
43,3
5,3
17,3
32,3
21,3
22,3
32,3
10,3
8,3
10,3
9,3
20,3
29,3
17,3
6,4
23,4
24,4
44,4
39,4
47,4
15,4
28,4
10,4
6,4
20,4
20,4
28,4
35,4
28,4
33,5
23,5
46,5
4,5
4,5
24,5
36,5
4,5
29,5
12,5
27,5
19,5
4,5
18,5
29,5
41,5
28,5
31,5
49,6
7,6
32,6
10,6
12,6
45,6
26,6
29,6
45,6
47,6
14,6
8,6
5,6
23,6
2,6
41,6
44,6
16,6
11,6
13,6
23,6
22,6
45,6
15,6
48,7
16,7
29,7
28,7
4,7
34,7
3,7
45,7
3,7
13,7
15,7
43,7
7,8
9,8
24,8
50,8
21,8
31,8
11,8
12,8
1,8
42,8
34,8
12,8
41,8
49,8
30,8
23,8
50,8
10,8
8,8
26,8
13,8
11,8
7,8
16,8
48,9
34,9
22,9
6,9
6,9
1,9
14,9
14,9
16,9
10,9
19,9
10,9
40,9
38,9
39,9
24,9
26,9
48,9
38,9
36,9
37,9
20,9
36,9
33,9
