volume,class_1
95,0
13,0
184,0
39,0
181,0
136,0
87,0
179,0
136,0
100,0
131,0
137,1
171,1
29,1
22,1
5,1
156,1
62,1
62,2
85,2
73,2
106,2
157,2
102,2
75,2
176,2
127,3
97,3
186,3
148,3
161,3
10,3
146,3
44,4
59,4
60,4
15,4
64,4
180,4
1,4
171,4
38,4
95,5
118,5
113,5
70,5
117,5
70,5
125,5
9,5
52,5
102,5
148,5
172,5
12,5
136,5
5,5
174,6
177,6
69,6
153,6
99,6
175,6
137,6
194,6
177,7
119,7
110,7
127,7
45,7
101,7
74,7
131,8
155,8
33,8
108,8
38,8
190,8
164,9
82,9
2,9
139,9
71,9
135,9
124,9
82,9
121,9
37,9
103,10
68,10
14,10
71,10
71,10
11,11
100,11
170,12
103,12
125,12
200,12
182,12
17,12
51,12
105,12
196,12
161,13
150,13
65,13
60,13
87,13
136,13
78,14
90,14
39,14
48,14
45,14
140,14
15,15
63,15
20,15
139,15
52,15
174,15
52,15
165,15
131,16
125,16
167,16
7,16
140,16
163,16
125,16
54,16
23,17
91,17
52,17
23,17
108,17
175,17
127,17
88,17
86,17
112,17
93,18
96,18
38,18
166,18
43,18
155,18
197,18
96,18
116,18
70,19
127,19
35,19
124,19
29,19
182,19
89,19
114,20
118,20
132,20
165,20
148,20
118,21
172,21
149,21
145,21
81,21
131,21
17,22
93,22
29,22
175,22
101,22
199,22
89,22
41,22
111,22
21,22
186,22
20,22
40,22
26,22
142,23
30,23
56,23
118,23
99,23
184,23
192,23
94,23
92,23
129,24
85,24
165,24
144,24
142,24
191,24
60,24
152,24
