volume,class_1,class_2
88,0,7
91,0,48
75,0,49
95,0,35
95,0,22
15,0,36
11,1,39
8,1,18
13,1,23
81,1,47
92,1,43
21,1,12
91,1,8
95,1,14
96,1,25
80,1,0
87,1,17
23,1,44
75,1,39
81,1,22
80,2,36
97,2,24
12,2,41
90,2,0
80,2,9
24,2,15
3,3,13
91,3,6
96,3,18
88,3,20
98,3,28
7,3,31
22,3,30
81,3,47
92,4,13
2,4,30
24,4,46
22,4,4
96,4,25
3,4,7
76,4,46
7,4,31
24,4,9
5,5,19
22,5,43
75,5,29
82,5,6
4,5,34
13,5,19
13,5,38
78,6,11
93,6,36
18,6,16
96,6,34
9,6,18
97,6,28
87,6,28
15,7,45
15,7,17
83,7,20
7,7,48
19,7,32
10,7,3
4,7,2
90,7,10
79,8,9
94,8,29
76,8,40
2,8,8
75,8,27
92,8,5
95,8,29
78,8,15
16,8,47
81,9,4
85,9,40
2,9,3
80,9,14
7,9,25
75,9,14
5,9,32
89,9,30
25,10,15
90,10,37
13,10,16
5,10,34
24,10,3
76,10,48
80,10,2
8,10,37
15,11,38
9,11,20
95,11,6
87,11,31
84,11,39
16,11,35
9,11,1
81,12,30
22,12,42
9,12,42
84,12,34
77,12,33
7,12,29
80,12,48
23,12,4
3,12,3
20,13,26
100,13,1
22,13,45
14,13,1
99,13,5
15,13,16
15,13,44
86,13,42
75,13,26
10,14,19
99,14,35
98,14,13
78,14,22
20,14,40
10,15,12
8,15,21
78,15,38
25,15,32
94,15,0
8,15,26
10,15,36
23,15,45
4,15,0
12,16,10
83,16,8
13,16,6
81,16,33
4,16,23
9,16,27
88,16,21
3,16,22
76,16,44
92,17,5
19,17,4
78,17,11
25,17,33
13,17,12
87,17,46
87,18,35
84,18,24
16,18,18
2,18,2
10,18,17
94,18,1
82,18,2
76,19,39
84,19,42
91,19,25
15,19,17
94,19,10
1,19,40
1,19,10
90,19,15
9,19,43
98,20,24
88,20,26
23,20,13
76,20,11
2,20,16
76,20,5
3,20,41
81,20,27
4,20,19
16,21,41
8,21,11
77,21,27
94,21,21
4,21,31
22,21,44
88,21,7
86,22,9
8,22,7
10,22,23
6,22,23
10,22,49
11,22,49
95,22,28
14,23,20
17,23,24
17,23,45
86,23,12
89,23,21
97,23,46
97,23,38
87,23,14
90,24,37
82,24,47
17,24,43
17,24,32
1,24,41
4,24,33
24,24,8
85,24,49
84,24,37
