volume,class_1,class_2,class_3,class_4
1.46,35,1,23,45
4.73,32,7,33,25
3.06,24,3,5,41
3.04,6,14,13,2
1.82,43,12,35,45
4.4,0,4,28,7
4.87,22,10,8,11
1.2,23,13,35,4
4.33,15,8,8,15
4.71,17,6,8,20
2.33,30,4,2,18
1.58,17,12,36,4
3.93,30,11,33,18
1.92,40,12,32,32
4.53,21,12,21,40
1.35,19,3,13,3
3.36,13,11,20,19
2.27,1,9,2,14
2.61,22,1,30,32
2.66,24,14,1,24
2.2,38,6,32,48
2.48,42,1,15,30
4.37,4,13,9,2
1.33,8,11,22,18
4.14,10,2,6,31
2.53,8,11,19,17
4.34,3,2,22,29
3.66,43,6,21,14
4.37,34,6,14,4
4.34,43,3,8,47
2.01,14,4,13,19
1.3,22,10,36,5
4.15,27,5,30,27
2.63,39,0,20,32
3.49,10,14,5,45
2.17,26,3,24,40
1.33,1,5,25,29
3.69,16,0,14,48
4.97,43,3,6,48
3.01,9,3,5,2
2.75,7,13,21,34
4.98,35,0,23,14
1.29,27,13,35,29
3.51,6,11,0,24
4.72,2,12,10,24
1.17,6,9,30,47
4.14,3,9,30,28
2.55,4,8,3,26
1.56,8,7,20,26
3.56,0,1,26,22
4.03,6,14,3,13
2.4,20,1,28,45
1.74,25,8,12,47
3.45,43,8,6,33
2.85,20,0,31,13
2.19,33,7,35,33
2.87,13,2,12,32
1.39,7,6,0,0
1.81,8,6,16,4
4.88,13,2,24,33
2.3,38,12,34,17
2.58,36,0,33,37
3.89,21,12,18,31
1.47,4,8,9,42
2.4,40,12,32,23
3.22,13,14,13,2
1.22,1,14,36,20
3.68,27,6,7,18
4.96,15,7,16,21
4.68,0,7,9,31
2.01,39,2,3,3
4.34,41,5,20,19
2.52,33,1,24,6
3.38,19,9,28,28
1.14,11,11,17,0
4.99,6,8,32,25
1.99,42,11,17,18
4.96,21,9,19,30
1.91,20,2,24,24
1.24,28,3,34,44
4.55,4,7,30,27
3.79,25,2,28,35
1.18,23,11,21,40
2.16,29,4,30,10
4.58,29,10,5,35
3.37,1,14,31,22
4.0,37,10,4,43
2.96,21,14,11,3
4.26,10,3,25,29
3.04,17,2,3,4
3.63,16,8,5,7
4.92,32,12,16,46
3.54,31,7,2,6
3.3,18,14,14,19
3.37,27,7,6,34
3.14,34,2,20,10
3.13,13,12,14,30
3.18,20,11,21,16
1.3,7,14,22,14
2.85,13,6,28,44
5.0,8,4,28,27
2.09,43,2,9,35
1.34,7,7,27,2
4.68,27,2,21,24
3.24,30,7,17,25
4.9,11,14,24,16
3.14,27,8,30,39
3.73,32,14,13,4
1.04,38,3,28,12
2.12,34,12,21,33
3.07,32,4,12,39
3.69,24,0,8,38
1.56,9,14,0,46
3.62,36,2,11,4
2.71,36,4,29,12
1.06,35,14,17,48
2.73,4,6,5,29
1.4,9,5,12,44
1.54,34,6,34,7
3.76,0,2,16,8
4.33,27,10,28,2
2.46,38,7,19,0
1.07,20,6,19,17
4.07,17,6,12,44
4.46,20,2,31,48
3.54,22,6,35,25
3.18,4,5,24,32
4.46,30,4,21,12
4.39,42,11,17,33
2.92,9,11,21,36
4.92,33,6,16,2
1.24,23,12,21,34
4.9,28,8,10,20
2.66,29,11,34,5
2.65,43,9,4,48
2.52,31,9,5,22
2.97,16,2,12,29
2.72,5,14,22,1
3.01,5,8,10,4
3.6,35,3,13,20
1.77,24,3,30,42
1.27,41,14,4,0
2.55,25,3,32,36
2.55,4,7,11,23
1.5,6,8,5,19
1.57,14,9,7,5
3.49,20,12,22,48
3.35,11,1,26,37
4.12,9,12,20,21
1.02,9,5,34,11
3.14,9,14,22,29
3.09,13,3,30,29
4.14,14,8,34,38
2.53,30,10,28,45
3.46,13,4,2,15
3.46,10,14,8,14
1.8,20,10,35,26
2.99,2,9,11,6
1.88,42,12,21,5
4.62,15,14,8,0
2.91,30,10,14,31
3.23,8,0,10,14
1.6,25,9,30,20
3.89,2,9,9,12
3.99,40,7,25,46
4.28,23,9,22,18
2.29,12,3,2,39
1.84,29,0,0,35
3.9,43,12,25,7
3.86,0,12,28,47
4.99,12,12,24,34
2.84,29,7,17,31
3.68,27,9,31,23
4.56,42,2,32,29
4.73,6,9,30,29
1.26,34,3,3,3
1.96,22,1,9,32
3.4,15,2,6,6
1.7,25,6,31,9
1.35,39,6,35,43
3.25,10,5,11,27
1.62,37,9,27,17
4.4,17,11,18,12
4.83,14,1,16,17
2.87,8,13,30,40
1.49,3,3,12,26
4.84,42,6,28,7
2.57,6,9,24,29
2.95,7,13,36,19
3.78,27,14,7,15
1.59,41,11,21,28
1.89,32,3,31,0
4.34,27,9,24,2
3.48,13,12,23,25
3.97,35,14,35,8
2.32,39,2,5,36
4.78,10,9,3,1
2.22,2,7,26,17
