volume,class_1,class_2,class_3,class_4
2.69,0,23,8,7
1.81,10,26,0,35
2.9,7,23,1,12
4.85,15,54,4,28
2.73,9,12,29,22
2.35,2,54,20,16
4.99,12,5,7,19
4.13,2,8,22,8
1.88,6,26,19,27
3.4,9,46,36,20
4.96,13,22,4,31
2.81,6,46,19,9
1.4,12,32,7,32
3.06,7,3,16,7
1.65,12,8,15,26
1.96,18,11,16,0
2.89,21,52,7,1
3.93,11,6,27,21
4.37,19,45,16,28
3.23,19,42,34,17
2.61,5,25,2,20
4.41,5,34,0,27
4.39,9,44,14,11
2.02,7,53,18,30
3.35,21,29,29,22
4.46,1,3,4,9
1.23,1,48,38,36
1.8,3,44,0,29
1.62,20,27,16,21
3.85,3,35,38,29
1.87,19,13,3,17
1.03,8,0,31,4
4.83,9,44,29,33
1.22,17,48,6,2
1.45,5,40,4,11
3.3,4,6,19,18
4.31,4,53,28,19
4.12,17,48,3,33
4.11,20,30,2,17
2.92,7,23,1,28
2.87,15,5,6,1
3.17,13,52,29,33
3.5,18,43,28,27
3.93,17,23,12,0
4.2,11,28,25,17
2.28,14,45,4,26
4.89,20,36,16,29
4.28,13,1,33,6
3.16,15,1,28,8
3.41,3,16,15,21
1.23,0,36,13,15
2.01,18,54,25,20
4.56,0,1,10,9
4.91,9,47,36,12
4.26,20,38,24,12
4.24,15,17,30,19
2.99,12,49,33,32
3.29,0,19,8,20
3.61,10,34,2,19
4.23,1,49,37,22
1.99,4,43,7,18
2.89,4,33,20,6
1.03,5,37,34,0
1.43,18,54,32,5
4.25,14,32,21,24
4.6,18,33,31,31
4.51,5,10,22,6
1.24,6,54,18,10
3.95,4,22,6,21
2.26,4,22,26,27
1.46,1,52,14,35
3.05,16,34,32,9
4.87,21,28,15,12
3.08,4,38,34,5
4.55,2,48,10,19
4.62,9,43,24,22
3.19,5,8,2,22
2.87,17,51,35,19
2.71,10,9,4,19
4.12,8,52,23,20
1.38,13,53,12,15
1.17,5,44,2,15
4.78,13,24,1,19
4.65,2,27,18,33
4.15,5,22,31,5
4.02,21,12,33,28
2.75,18,30,10,13
1.1,16,3,0,4
3.1,8,43,34,33
