volume,class_1,class_2,class_3,class_4
2.8,78,25,45,67
4.17,72,28,56,48
3.03,47,37,3,50
3.29,81,28,30,57
3.6,79,9,64,84
3.38,17,22,27,35
2.97,7,9,25,44
3.71,37,0,56,44
1.65,53,14,12,24
4.96,44,29,67,39
2.58,18,4,41,53
2.66,4,17,18,62
1.66,66,27,2,69
3.09,49,10,30,58
1.07,14,50,36,28
3.07,47,12,62,30
1.99,30,32,48,38
2.17,88,52,19,37
3.06,16,36,64,79
2.84,45,39,27,30
1.28,4,24,66,30
3.51,52,38,27,56
2.25,76,7,54,11
3.92,60,17,32,5
2.92,79,32,71,65
4.27,90,41,10,62
1.72,51,23,21,48
3.76,40,41,47,69
4.53,12,12,7,71
2.33,48,40,64,60
1.87,48,30,13,59
2.45,56,30,7,20
3.3,12,4,30,74
2.79,73,39,50,27
4.65,68,48,51,76
2.76,40,30,55,10
3.54,89,38,56,60
4.73,7,24,71,4
3.79,78,6,25,9
2.42,31,2,47,19
2.73,45,21,62,64
2.44,26,21,69,79
3.71,60,32,11,74
3.67,64,7,31,29
1.54,62,37,24,17
1.52,60,5,9,22
2.22,56,34,1,30
1.24,70,51,19,46
3.28,23,49,53,3
4.07,87,30,31,25
3.95,41,56,36,60
3.96,1,43,41,24
2.67,12,14,67,7
3.3,87,0,62,46
3.89,18,36,46,0
4.27,14,40,45,66
1.86,84,40,5,17
4.37,36,7,44,29
3.87,86,13,32,41
3.87,11,28,7,63
3.17,79,1,0,17
3.8,5,22,1,38
3.13,22,52,6,76
1.95,32,43,16,15
1.3,4,36,71,49
4.48,52,31,44,67
3.8,38,40,5,4
2.32,88,49,59,53
4.37,8,56,24,54
4.6,26,29,62,28
3.11,13,41,14,48
1.51,60,27,24,20
3.69,73,33,65,24
3.86,74,10,9,55
2.75,42,3,56,60
1.22,33,10,28,67
1.48,23,15,27,5
1.43,59,48,63,17
1.19,89,15,60,24
1.9,83,22,45,9
2.49,75,48,26,31
4.03,44,3,53,29
2.48,38,40,22,23
4.75,18,9,55,25
3.25,53,24,11,46
4.49,35,27,21,56
1.5,52,45,30,17
2.38,79,35,14,29
3.65,34,26,51,84
1.84,65,38,11,13
1.38,48,16,65,47
2.05,88,11,52,6
3.42,36,29,48,1
2.46,24,28,0,80
4.62,39,35,9,59
3.21,35,24,20,75
4.47,72,53,5,30
1.15,13,34,34,78
3.15,17,4,50,4
2.2,44,34,34,63
4.99,76,15,56,42
3.83,13,26,44,5
4.03,0,51,59,39
2.14,77,7,35,79
2.0,57,8,60,9
1.34,14,40,34,43
1.05,53,18,47,38
3.17,76,44,8,39
3.56,70,48,24,54
1.05,65,26,2,76
3.84,27,55,36,55
4.12,22,36,1,36
3.83,19,29,63,52
1.81,19,56,48,4
1.49,16,35,66,56
2.37,47,22,22,49
1.94,64,14,8,69
2.96,15,23,46,18
3.01,49,29,4,48
4.0,42,0,30,74
1.12,71,8,51,82
1.83,4,40,49,10
2.57,87,38,21,57
2.81,26,6,16,73
4.66,78,11,19,57
4.61,44,41,14,73
4.07,32,35,70,40
1.71,5,2,7,26
3.59,59,19,35,22
3.35,48,55,70,68
3.18,13,35,49,67
4.18,27,23,39,10
3.81,2,28,31,45
1.23,50,27,38,69
4.46,12,34,59,14
3.54,22,52,11,0
4.94,28,20,42,22
3.58,77,29,9,57
3.07,9,40,18,57
2.36,30,22,51,67
3.89,13,7,20,15
3.28,80,41,36,13
2.9,72,17,35,52
1.98,4,40,67,80
3.38,60,43,43,67
2.13,53,37,44,64
1.77,75,52,2,27
3.61,72,36,40,11
1.28,15,30,67,0
3.83,9,8,29,46
1.73,35,21,62,55
4.15,29,14,10,65
2.06,82,11,10,52
1.26,31,42,33,81
4.42,33,7,55,35
1.83,3,25,59,18
2.11,9,1,54,16
2.15,27,20,20,9
2.58,70,37,21,25
1.46,67,27,41,17
4.41,59,47,49,19
2.48,68,41,54,39
1.22,57,26,24,9
2.39,87,0,34,28
3.84,12,55,28,21
2.09,36,44,27,14
1.66,38,3,21,79
2.19,2,23,56,71
2.73,82,0,54,83
3.2,6,38,43,57
2.96,15,36,28,82
3.67,36,54,35,76
4.17,48,42,10,75
1.8,55,0,5,23
3.52,59,17,14,22
2.4,80,36,24,56
2.83,23,41,37,48
4.95,55,0,25,33
3.67,23,2,53,22
1.65,81,38,32,71
2.13,69,36,6,22
3.26,49,52,63,76
1.79,36,23,67,7
1.31,66,15,16,37
3.1,2,43,5,45
1.07,48,13,23,80
3.02,86,2,34,71
4.79,42,4,9,67
3.49,38,27,40,45
3.8,61,33,4,64
2.73,78,37,64,0
4.56,88,5,44,76
4.76,60,3,30,34
2.45,85,36,37,74
3.39,59,18,41,6
4.7,22,30,53,28
1.31,60,12,67,23
1.19,79,22,18,54
3.39,11,38,52,21
3.98,70,43,21,54
2.08,54,39,36,22
3.0,3,34,40,35
2.85,8,46,14,63
1.25,5,30,6,43
4.63,49,46,13,55
2.86,13,17,63,21
