volume,class_1,class_2,class_3,class_4
2.95,13,29,4,6
1.72,4,54,7,34
4.64,6,8,20,6
4.97,13,57,15,21
1.56,24,15,28,27
1.73,41,42,1,32
4.82,37,20,18,23
3.46,13,6,19,0
2.02,40,8,6,28
4.15,31,57,14,5
3.86,28,28,8,33
4.73,37,48,18,13
2.34,33,25,19,8
3.69,43,51,5,26
1.45,7,7,27,20
1.01,10,8,27,21
1.57,21,24,30,19
4.3,12,12,0,32
4.83,28,56,4,4
1.62,28,47,3,22
2.93,2,15,25,20
4.79,28,19,21,13
4.21,11,45,11,31
2.52,5,19,24,31
2.69,31,3,14,3
2.03,25,34,2,25
4.41,4,58,18,0
3.99,38,19,31,22
1.51,30,15,3,5
3.32,44,49,30,33
1.58,43,42,30,1
3.46,23,25,12,10
2.63,31,14,8,33
3.24,32,26,28,14
1.82,7,11,18,26
4.76,42,14,30,1
4.8,31,57,18,18
1.49,36,59,26,8
4.17,18,5,7,24
3.56,20,54,11,31
2.02,1,21,9,0
3.33,28,57,23,30
2.29,22,45,2,24
2.58,2,12,2,33
4.05,4,18,8,16
4.54,42,49,1,20
2.28,19,44,27,17
4.61,2,46,26,28
1.21,22,34,2,7
1.36,26,13,13,2
3.27,29,41,18,5
3.95,5,0,29,23
4.92,35,16,26,16
1.04,28,2,2,12
2.29,23,24,30,3
3.57,1,14,25,15
2.02,36,5,28,32
1.61,16,13,15,32
4.32,0,18,18,1
4.87,4,8,4,13
3.82,3,50,12,29
1.17,23,35,17,23
2.73,0,17,23,30
2.19,7,24,20,34
1.95,11,57,31,5
4.8,28,5,28,26
2.77,33,10,30,27
2.67,4,48,24,4
1.76,32,49,8,28
4.0,11,55,30,18
1.95,30,0,27,28
1.2,26,8,1,14
4.81,24,54,13,3
3.17,25,37,29,25
4.97,29,7,22,0
1.94,39,53,22,13
1.38,11,56,7,31
3.85,27,58,7,23
4.64,28,38,13,29
4.57,16,39,25,13
2.46,5,37,11,32
1.01,39,7,3,14
4.81,7,51,31,17
4.45,0,54,31,11
4.02,16,21,9,32
