volume,class_1,class_2,class_3,class_4,class_5
1.14,4,0,7,13,24
2.19,21,16,12,26,5
3.66,6,9,31,25,27
2.37,25,17,1,27,55
1.4,13,11,0,14,52
2.69,18,21,20,0,37
3.28,26,0,16,29,35
4.08,10,15,0,21,26
1.17,17,10,30,37,52
4.93,17,2,12,32,40
3.0,6,22,2,37,53
2.32,22,17,28,19,9
3.26,18,20,28,3,10
3.28,1,13,16,23,46
3.66,31,13,35,6,32
1.02,10,7,27,22,39
3.62,26,15,34,5,10
2.25,19,5,3,37,5
1.09,14,14,16,41,11
2.86,25,3,30,29,21
2.83,20,19,33,26,9
4.31,4,15,19,40,34
3.14,31,1,29,8,22
2.4,27,18,35,2,17
3.92,9,17,17,22,41
4.85,11,14,3,24,45
4.3,9,18,30,15,33
3.72,29,2,10,20,17
4.15,17,1,3,21,10
1.66,26,14,12,35,41
4.5,19,16,14,28,54
1.31,2,6,11,8,34
1.17,12,9,17,43,1
2.87,22,18,6,28,13
4.35,11,21,31,9,27
3.3,30,21,25,23,16
1.6,25,17,9,37,53
2.24,15,19,16,24,14
4.02,17,3,18,37,34
3.85,15,7,22,25,28
3.77,7,5,34,28,8
1.52,9,5,27,36,22
3.36,21,17,28,14,37
1.35,24,2,34,23,21
1.4,6,13,28,2,53
3.55,4,19,26,6,0
4.65,14,10,2,25,52
4.1,20,8,4,28,16
4.37,4,16,24,13,14
2.51,8,22,18,7,8
4.47,5,12,6,29,47
3.38,18,22,26,20,8
1.49,0,22,23,22,40
3.15,4,21,1,30,9
3.47,15,7,28,35,10
1.28,18,11,13,23,38
1.74,28,12,17,2,42
4.39,27,8,12,24,46
4.96,21,19,10,31,1
2.23,28,11,27,44,5
4.11,22,2,1,0,1
3.02,12,1,15,27,33
2.37,0,13,17,26,41
1.4,4,7,21,22,17
4.26,20,5,23,23,38
4.27,17,3,23,2,41
2.35,13,17,7,14,51
4.59,9,3,7,29,30
2.19,25,1,28,9,9
2.25,17,1,21,12,44
1.24,23,0,8,39,25
2.87,13,22,32,27,15
4.22,4,8,13,4,39
2.34,2,2,12,22,8
3.97,10,16,16,8,13
3.85,11,21,24,16,23
3.55,19,12,3,17,28
1.33,31,9,34,5,53
2.29,3,0,35,41,17
3.46,9,20,6,39,48
2.62,19,17,8,33,6
4.88,31,15,25,12,12
3.74,25,21,27,28,52
1.75,26,6,3,0,47
1.97,23,7,32,38,44
4.79,29,0,10,15,22
1.88,25,19,7,43,31
4.66,14,1,5,31,3
3.83,4,22,23,40,53
2.16,27,9,26,37,31
3.97,18,22,3,34,50
4.38,16,22,8,18,12
2.86,29,11,8,18,41
2.86,24,17,8,15,6
2.04,20,19,13,31,53
1.6,23,6,23,20,49
4.33,13,5,18,23,10
2.88,0,2,2,22,53
3.51,20,17,33,26,22
3.01,23,7,32,30,44
1.98,18,18,16,35,50
3.5,12,18,3,29,29
2.18,21,7,26,43,51
4.04,19,18,32,27,48
2.58,2,7,15,4,9
4.03,20,15,10,29,46
2.3,26,6,0,2,54
3.94,15,10,33,10,48
4.82,25,18,33,4,43
2.53,32,6,19,2,10
3.4,8,14,6,23,0
1.2,3,1,20,5,23
1.51,14,11,5,0,21
3.98,28,0,12,6,3
1.02,18,11,31,29,30
2.78,10,15,16,44,12
3.27,2,5,26,25,45
3.49,27,5,20,6,52
1.54,29,4,24,30,35
2.2,21,20,33,42,32
3.84,17,5,15,41,30
2.21,14,14,14,8,39
2.01,0,13,5,32,14
3.05,23,22,24,41,38
1.62,16,11,13,39,30
3.11,13,22,16,35,20
3.66,25,21,14,40,41
3.3,12,20,35,19,30
3.96,27,5,34,15,46
1.64,4,20,20,4,8
4.99,9,0,26,29,35
3.02,19,11,12,28,52
1.56,1,11,19,10,48
1.21,1,9,6,37,10
1.69,26,20,6,15,23
2.22,7,19,14,31,40
4.12,23,3,35,29,12
3.22,18,20,11,30,48
2.48,3,0,26,3,34
3.75,29,1,5,29,5
3.11,10,15,35,18,24
1.23,12,8,19,40,4
4.28,27,8,19,42,14
2.39,29,5,16,2,6
4.31,30,13,33,32,54
4.36,11,14,20,5,49
3.81,31,5,25,37,48
4.42,12,1,19,2,10
4.1,10,10,1,19,31
1.4,6,0,0,24,44
1.41,6,0,15,0,36
1.06,12,17,14,2,52
2.52,11,18,19,34,47
2.74,12,15,21,30,45
3.39,28,14,0,43,55
3.3,12,13,27,36,23
3.33,14,7,16,17,22
1.57,21,18,0,44,6
3.34,16,19,26,39,38
2.25,6,15,35,16,31
1.91,11,10,35,20,29
3.07,23,18,17,4,26
3.12,13,15,18,38,38
3.57,18,4,1,30,30
3.93,28,10,31,43,12
4.13,30,7,33,13,28
2.33,15,2,33,11,3
2.2,10,4,31,44,18
1.85,15,18,25,7,43
3.16,15,20,17,11,12
1.27,11,17,28,22,37
1.83,11,0,5,20,37
3.08,20,0,32,33,41
3.37,4,17,20,10,16
4.16,9,10,6,36,37
1.08,25,1,24,28,33
4.55,0,21,2,40,27
2.62,25,3,7,15,20
4.61,4,1,3,36,20
2.08,24,12,12,5,30
2.53,21,14,2,17,53
1.43,8,16,35,24,9
1.3,15,10,11,21,10
2.39,4,21,25,26,17
1.63,28,18,18,23,37
3.8,6,7,23,21,44
1.79,21,5,23,26,55
2.42,4,19,13,36,31
3.75,18,4,21,2,36
2.7,2,12,6,10,53
3.15,3,7,33,26,4
2.54,4,1,5,23,47
4.87,17,18,14,21,27
4.81,29,3,5,31,1
4.8,19,19,6,5,1
1.01,30,16,8,38,0
4.73,14,12,2,1,33
2.13,5,9,5,21,47
1.72,26,9,29,13,36
4.44,19,12,11,2,22
4.01,26,0,25,36,0
4.0,10,5,19,4,18
4.78,3,22,2,7,46
3.85,27,3,25,35,36
1.93,25,18,18,23,3
4.77,5,22,11,24,25
3.52,0,22,26,26,49
4.2,4,0,2,41,6
1.35,25,3,25,43,9
4.4,32,19,16,41,40
2.26,14,19,18,12,11
4.41,11,5,29,28,43
4.52,1,9,20,4,4
2.13,18,20,13,1,52
2.63,16,15,15,36,14
4.45,9,1,17,34,29
4.89,10,5,28,5,4
2.81,7,3,6,14,48
1.58,24,20,20,44,46
1.26,0,8,33,39,33
4.95,25,20,30,36,27
4.64,10,14,11,6,4
4.29,9,21,2,23,5
3.98,27,2,11,44,17
3.24,21,8,0,16,20
4.95,6,18,25,12,8
4.09,19,2,14,33,51
3.02,31,9,18,20,48
1.9,29,20,32,17,55
1.91,25,14,1,27,42
3.07,32,19,10,6,31
2.64,29,16,1,8,36
3.97,14,3,1,8,25
1.98,30,1,15,15,15
1.45,8,21,32,36,40
4.45,30,2,11,30,51
3.79,27,17,1,34,45
3.84,12,17,8,17,10
3.6,10,16,29,44,23
4.54,1,0,11,42,1
1.98,0,11,9,14,21
3.05,22,12,17,2,8
1.08,11,0,24,40,38
1.3,18,4,10,43,9
4.83,3,3,20,4,36
4.05,4,0,2,15,15
3.32,2,5,9,1,6
3.8,10,8,31,34,8
4.66,14,16,18,23,20
4.18,18,12,6,34,24
8.92,31,13,35,15,26
8.97,9,18,0,13,14
6.82,10,6,28,30,11
5.42,1,13,4,16,28
7.61,7,12,17,25,39
6.71,28,3,5,30,11
9.87,26,20,1,5,44
7.95,30,1,10,13,43
9.57,1,20,12,8,20
9.32,13,6,35,3,55
6.62,26,0,15,41,39
5.54,7,22,21,4,11
8.08,25,18,31,29,17
6.49,21,7,14,42,19
9.12,1,8,31,23,16
6.32,30,13,31,36,55
5.24,26,6,7,32,49
7.36,1,8,6,7,1
9.64,8,0,18,7,19
9.34,14,0,29,40,15
9.08,16,6,3,10,6
5.48,6,5,14,7,55
9.9,27,13,4,14,53
7.7,1,9,28,18,6
5.96,30,8,0,21,48
8.25,12,9,25,34,1
7.6,16,4,31,22,14
5.58,18,6,33,28,9
7.86,10,22,15,36,36
7.13,29,8,33,27,5
7.51,26,13,28,19,34
5.04,22,0,7,43,51
9.35,10,1,1,9,10
6.69,8,12,28,0,49
5.29,0,12,1,34,27
7.48,26,22,11,16,39
8.3,29,14,1,23,10
6.56,2,5,21,27,40
7.27,12,17,8,26,51
6.15,6,18,28,5,51
6.26,30,2,9,17,40
7.78,6,2,16,8,51
9.18,8,8,6,15,54
7.9,16,5,32,6,21
9.69,27,14,5,0,44
5.98,4,21,18,18,16
8.42,30,16,19,38,26
8.27,17,8,28,3,22
9.66,17,4,25,42,52
7.91,10,13,9,8,27
6.15,12,10,28,1,53
9.65,25,14,19,14,36
7.15,11,19,23,3,31
6.97,20,11,15,23,45
8.57,14,6,34,25,11
7.98,12,7,13,35,37
8.6,19,3,13,6,43
8.56,1,18,18,33,7
8.44,14,16,19,31,45
8.42,11,6,28,26,25
