volume,class_1,class_2,class_3,class_4
2.14,6,6,1,19
3.25,10,4,8,2
1.85,6,2,6,13
1.33,11,9,4,33
1.41,9,21,1,17
2.59,6,0,9,12
2.68,20,10,9,22
4.93,18,0,12,28
4.95,11,5,10,5
3.07,5,11,13,20
1.12,20,0,13,24
2.47,7,3,1,20
2.96,14,8,1,21
3.68,15,1,5,16
1.01,0,14,8,5
4.39,11,7,3,8
1.99,8,9,11,3
1.61,2,6,11,27
3.03,19,21,13,30
3.42,16,9,13,16
1.05,8,16,2,19
3.93,6,12,10,5
1.55,3,0,11,29
3.45,1,0,8,15
2.51,7,8,5,25
3.58,15,18,7,6
1.22,13,1,10,13
2.91,10,13,0,14
3.67,11,20,1,5
1.65,0,3,0,21
2.35,9,21,0,16
2.02,2,14,11,23
2.77,18,5,13,16
1.42,20,21,1,9
2.18,3,14,1,0
4.27,0,8,4,16
4.97,6,17,1,3
4.58,2,16,9,22
2.8,11,8,7,12
2.98,15,3,0,3
3.98,17,17,7,12
3.33,13,1,4,14
3.28,20,16,2,16
1.65,8,13,5,12
1.04,5,5,6,19
4.42,16,1,9,11
1.11,10,13,5,23
2.77,9,15,13,26
2.58,21,5,10,27
4.04,0,6,4,16
4.42,18,7,1,23
1.73,3,12,13,29
1.35,14,17,0,21
2.64,0,14,0,33
3.48,20,6,2,7
2.69,14,4,3,13
4.72,10,13,8,11
1.61,20,0,6,21
1.63,9,10,10,16
3.5,13,4,7,9
4.93,7,19,4,5
2.94,0,10,12,29
3.62,10,14,10,7
3.8,14,16,2,26
1.92,13,3,1,16
2.94,20,15,6,5
5.0,14,16,4,33
2.14,8,19,9,9
3.59,3,9,13,22
1.02,2,13,12,7
2.49,8,3,0,14
2.93,19,16,7,27
4.17,3,14,0,18
1.45,20,11,4,28
4.06,12,6,7,25
3.67,3,3,1,20
2.54,14,21,1,15
2.44,16,1,8,17
1.66,13,14,11,2
1.43,12,18,6,26
4.16,0,19,8,2
2.51,3,8,12,4
1.34,13,3,7,33
2.75,16,14,12,16
3.96,20,1,5,27
2.99,14,13,2,13
3.51,17,6,12,3
2.47,0,9,10,7
2.06,6,14,11,24
3.28,20,20,8,10
1.21,14,13,3,9
2.35,20,5,5,24
3.39,10,21,13,27
3.79,13,4,5,20
3.81,13,19,6,4
4.16,12,5,10,19
2.02,7,0,5,14
4.28,5,21,8,0
2.27,9,9,1,32
2.96,0,6,3,31
2.31,1,21,6,29
3.75,8,10,3,28
3.36,9,13,0,20
4.52,13,21,11,7
4.18,20,17,6,29
3.56,14,0,3,9
3.67,1,13,8,17
4.92,12,12,3,16
2.2,16,13,7,28
1.93,9,10,10,26
1.73,14,6,13,17
2.62,12,7,3,24
3.48,10,18,3,0
2.3,21,10,6,15
1.02,14,0,10,5
3.55,11,15,9,5
2.99,12,15,8,15
2.92,19,0,1,19
1.74,15,12,6,9
2.13,18,18,3,25
4.55,7,7,6,32
1.59,11,17,10,31
2.85,3,14,8,27
4.49,13,6,4,21
3.67,21,8,7,14
6.05,21,6,7,8
8.86,7,18,10,25
8.94,6,8,11,33
5.82,12,17,10,30
7.49,9,0,11,2
8.53,10,1,2,19
5.88,10,9,11,28
8.65,13,20,7,22
9.93,20,17,8,24
9.36,4,21,13,23
6.46,12,7,11,22
7.11,12,20,6,15
8.29,21,4,9,2
7.99,15,5,3,16
6.12,19,7,6,8
5.9,18,14,3,19
7.18,9,5,0,5
8.71,3,10,2,19
9.01,8,20,1,13
8.27,14,12,12,33
7.75,19,17,13,18
7.71,16,11,3,28
9.22,7,3,9,10
6.52,1,4,5,10
8.79,8,19,8,0
5.89,3,9,9,4
7.96,8,13,11,12
9.82,4,17,3,15
7.26,16,15,10,14
5.37,9,5,13,11
7.54,19,6,12,33
8.28,19,20,5,24
5.29,7,3,12,33
9.1,7,19,2,14
8.95,2,6,8,7
9.54,16,1,2,20
5.33,19,1,7,32
6.89,2,13,6,22
5.7,2,15,9,13
5.73,5,16,13,29
9.92,18,21,9,10
8.41,5,3,2,21
7.42,2,10,9,27
5.4,14,12,10,33
9.11,9,1,7,29
7.97,11,19,10,19
7.03,14,8,6,6
6.46,6,1,7,0
5.47,20,10,9,25
7.24,20,7,7,2
6.11,20,9,2,2
8.21,17,9,12,21
8.64,10,14,1,13
9.61,0,2,6,8
6.6,8,9,10,10
7.98,13,15,7,2
6.35,8,14,10,33
6.16,4,20,4,12
8.67,3,2,3,11
9.89,10,6,6,17
9.1,1,13,4,25
6.0,6,18,5,13
7.94,4,4,10,26
9.4,1,11,6,2
5.7,20,4,9,26
6.18,16,6,7,6
7.9,6,20,1,33
5.11,15,9,10,20
7.09,10,14,1,32
9.78,20,16,5,17
5.01,10,8,13,17
7.22,4,3,10,8
9.79,17,20,10,30
6.48,18,4,3,32
9.65,4,13,13,33
9.82,17,7,12,15
9.38,11,14,8,29
7.38,0,21,4,10
9.2,6,7,12,6
8.06,21,12,13,3
8.07,19,20,7,6
10.0,5,18,8,16
6.03,17,20,11,23
9.01,15,8,0,32
9.27,12,8,13,32
5.04,2,15,13,7
6.46,6,5,7,31
8.03,7,11,6,1
7.55,9,18,1,16
7.84,19,14,3,10
7.39,10,8,2,10
7.96,8,8,3,16
9.12,14,19,0,14
7.39,2,10,2,23
8.86,10,18,2,10
6.49,12,5,3,6
7.5,11,16,13,1
6.81,9,21,12,28
8.65,11,5,4,9
9.25,15,4,8,9
5.01,19,11,12,14
7.32,6,17,8,2
7.25,17,15,8,6
5.21,15,5,2,24
5.8,3,9,2,25
8.44,7,0,2,27
5.76,12,17,10,17
8.6,8,12,7,4
7.21,12,15,3,3
5.01,4,1,8,15
7.88,16,8,5,3
7.74,1,14,13,31
6.43,12,17,6,10
9.22,9,21,13,20
8.77,15,15,5,10
6.73,8,14,6,7
9.71,3,4,0,33
8.9,13,2,0,26
9.63,0,20,12,15
8.32,7,18,8,11
9.04,2,11,13,13
6.53,2,8,5,22
8.19,18,4,7,13
6.92,21,3,0,29
7.11,8,4,9,24
6.41,14,11,6,19
6.24,0,17,0,16
9.27,9,3,9,12
8.75,0,18,11,4
6.83,19,9,9,4
9.93,5,16,4,6
9.05,20,8,4,2
9.49,12,9,2,8
5.12,16,8,4,30
5.43,9,11,10,25
5.27,14,5,0,27
7.92,21,15,9,29
7.26,15,20,2,10
9.26,9,14,13,25
9.67,16,7,1,9
8.3,21,12,13,6
9.05,9,8,4,33
8.55,17,7,12,10
9.83,15,7,8,18
8.44,11,13,13,18
6.74,15,15,3,1
8.35,13,2,4,1
9.72,10,16,7,28
7.34,7,10,7,6
6.07,20,18,11,19
5.41,17,2,6,0
6.16,16,14,13,29
7.44,19,5,4,13
6.81,15,1,0,12
6.26,6,9,1,33
8.37,15,1,10,12
7.94,13,6,9,23
6.2,4,1,5,10
5.86,12,3,13,18
7.29,3,20,1,13
7.8,4,21,11,18
9.57,1,20,10,2
7.05,5,13,10,18
7.76,3,10,3,1
9.95,6,3,0,22
8.9,6,8,13,19
7.67,13,18,8,5
7.54,11,5,12,29
9.25,6,13,1,31
5.89,3,0,2,10
6.6,5,11,8,12
6.08,13,21,10,17
6.59,0,13,9,19
9.46,13,9,6,15
5.09,3,10,1,11
7.13,13,19,5,30
5.62,3,11,2,28
8.04,16,2,8,26
6.88,7,10,10,11
9.09,0,17,6,4
7.31,13,3,10,18
8.56,4,6,5,16
7.16,5,9,12,20
6.26,19,19,8,15
6.7,12,19,2,28
6.43,2,2,13,1
9.98,9,18,2,20
9.73,9,9,11,6
8.64,11,13,11,16
5.81,5,6,8,2
9.96,5,12,0,10
9.32,21,8,8,4
7.19,1,18,6,8
6.48,13,4,7,33
6.16,18,2,11,27
5.24,7,8,4,29
8.08,0,6,10,16
5.38,21,9,2,16
9.73,8,19,6,28
8.08,11,8,12,28
8.34,17,18,9,17
8.49,8,15,0,14
7.04,1,17,4,27
8.7,21,15,2,25
9.32,18,5,12,5
9.85,12,14,1,24
6.51,7,5,13,25
5.89,1,11,6,15
8.14,5,11,9,11
7.5,6,4,11,13
9.1,13,4,1,0
7.77,4,21,2,23
9.94,2,0,0,27
5.29,8,8,4,21
9.36,14,8,2,16
9.51,13,4,11,23
7.89,15,5,4,6
6.89,20,7,11,29
5.98,5,5,7,29
5.25,14,19,5,33
5.05,3,18,5,12
7.41,21,4,8,31
8.82,12,3,3,6
6.75,4,11,10,24
5.36,9,0,11,20
7.27,1,9,4,22
5.4,2,5,0,8
7.27,5,4,8,0
8.16,3,6,6,1
8.27,13,10,6,31
6.93,0,10,9,25
5.47,7,19,13,14
6.32,19,7,6,11
7.16,11,0,5,5
6.59,9,8,5,12
8.47,20,8,4,32
5.32,12,5,4,24
8.33,16,7,2,31
9.87,21,7,6,10
9.64,10,5,4,6
6.86,14,21,0,12
5.66,1,8,5,14
6.69,13,7,9,29
6.54,7,10,6,22
7.63,15,13,1,0
8.0,21,5,13,7
8.75,14,17,13,31
9.13,9,19,0,27
7.04,18,15,7,2
5.97,3,20,9,28
13.91,18,4,2,0
12.7,21,15,13,9
10.32,17,21,7,2
11.13,18,7,13,15
13.95,7,0,13,17
11.52,12,19,2,21
10.98,11,16,10,17
14.7,16,12,13,2
14.91,20,18,13,6
12.22,7,1,4,23
13.07,20,7,4,6
13.23,4,8,12,25
14.71,3,3,0,6
13.76,11,16,6,22
12.56,9,6,3,29
11.98,7,2,0,9
12.63,14,16,8,26
10.87,1,9,8,24
11.22,20,10,10,17
14.7,18,21,0,33
14.48,11,13,6,4
11.02,2,1,10,13
14.83,19,5,2,14
13.03,8,20,10,6
14.92,15,11,4,30
11.72,0,2,1,3
12.21,17,13,3,3
13.37,6,17,13,27
14.4,7,8,2,14
14.93,6,15,11,8
11.58,18,6,9,22
11.72,11,18,12,16
10.88,14,17,12,5
12.88,6,8,0,14
10.49,14,13,9,31
14.57,7,10,10,20
10.99,6,19,3,1
14.3,14,18,9,24
12.46,10,19,8,25
14.77,0,9,1,12
13.51,6,16,7,8
11.99,18,4,10,0
14.81,12,8,1,28
11.87,5,19,5,19
14.74,17,8,8,12
13.59,11,12,10,24
11.13,16,17,0,33
11.26,5,5,7,23
14.58,9,12,0,22
12.55,1,18,10,31
10.26,4,16,1,3
14.15,12,14,7,17
12.4,17,11,10,18
