volume,class_1
38,0
41,0
28,0
34,0
27,1
38,1
37,1
42,2
37,2
38,3
39,3
42,3
30,3
27,3
45,3
25,4
33,4
28,4
40,4
30,4
32,4
38,4
31,4
45,4
45,4
49,4
33,5
50,5
30,5
27,5
41,5
36,6
40,6
28,7
26,7
27,7
28,7
47,7
46,8
41,8
42,8
44,9
31,9
33,9
47,9
50,10
28,10
26,10
27,10
40,10
47,10
49,10
45,11
34,11
45,11
33,11
30,11
32,12
38,12
25,12
26,12
28,12
34,13
34,13
25,13
49,13
43,13
47,14
44,14
34,14
28,15
49,15
28,15
37,15
29,16
44,16
50,16
32,17
36,17
46,18
47,18
36,19
40,19
35,19
35,19
45,20
32,20
34,20
47,20
28,21
48,21
35,21
26,21
37,21
50,21
45,21
27,21
35,21
39,22
31,22
37,22
34,23
25,23
40,24
42,25
48,25
25,26
32,26
39,26
38,26
33,26
43,27
42,27
49,27
31,27
45,27
38,28
46,28
37,29
28,29
44,29
37,29
32,29
39,30
26,30
34,30
50,30
41,30
28,30
26,31
50,31
33,31
40,31
36,31
42,31
48,32
45,32
45,32
50,33
49,33
37,33
44,34
39,34
29,35
48,35
29,35
34,36
26,37
29,37
45,37
40,37
27,38
36,38
39,38
31,39
48,39
26,39
35,40
47,40
50,40
49,40
31,41
31,41
27,42
33,42
33,42
27,42
39,42
44,43
49,43
32,43
36,43
49,43
34,44
27,44
50,45
30,45
27,45
34,45
46,45
38,46
50,46
31,46
31,46
40,47
39,47
33,47
33,47
39,47
46,48
34,48
40,48
33,48
34,48
39,48
48,48
48,49
45,49
47,49
41,49
