volume,class_1
66,0
55,0
50,0
52,0
73,1
67,1
72,1
44,1
57,1
58,1
37,2
48,2
63,2
61,2
73,3
50,3
59,3
70,3
51,4
75,4
50,5
74,5
55,5
48,5
44,5
68,5
69,5
58,6
69,6
50,6
53,7
58,7
70,7
72,8
58,8
46,8
38,8
53,8
49,8
38,9
73,9
51,10
53,10
65,10
56,10
68,11
59,11
70,11
59,11
71,11
60,12
57,12
47,12
39,12
61,13
59,13
59,13
60,13
51,14
38,14
62,14
70,14
64,14
71,14
75,14
71,15
54,15
65,16
60,16
59,16
45,16
47,16
69,17
54,17
70,17
59,17
66,17
63,17
52,17
58,18
44,18
75,18
73,19
56,19
58,19
70,19
51,20
39,21
59,22
64,23
69,23
45,23
72,23
46,23
43,23
64,24
41,24
69,24
51,24
51,24
44,25
64,25
62,25
61,26
53,26
74,26
52,26
49,26
57,27
67,27
37,28
60,29
42,29
73,29
37,29
46,30
53,30
65,30
40,30
62,31
74,31
58,31
51,32
73,32
63,32
39,33
71,33
59,33
71,33
74,34
73,34
56,34
66,34
61,34
69,34
59,35
71,35
75,35
53,36
48,36
37,36
42,36
49,36
46,37
66,37
70,37
70,37
74,37
70,37
53,37
69,37
62,37
51,38
38,38
67,38
46,38
52,38
50,39
45,39
55,40
53,40
38,40
68,40
57,40
58,40
75,40
49,40
75,40
59,40
48,41
39,42
50,42
47,42
64,42
55,42
58,43
49,43
45,44
38,44
66,45
60,45
74,45
46,45
41,45
72,46
56,47
73,47
66,47
67,47
58,47
43,48
73,48
57,48
48,48
41,49
55,49
61,49
37,49
61,49
52,49
