volume,class_1,class_2,class_3
2.44,20,4,25
3.32,13,8,6
1.97,2,7,4
3.39,21,5,3
4.64,8,0,9
1.59,17,8,5
1.23,21,10,3
3.96,4,0,5
1.79,6,10,22
4.37,8,12,10
1.77,21,2,7
1.84,0,2,2
4.09,23,7,16
2.45,21,5,7
2.62,5,3,7
1.85,12,3,7
1.01,3,0,24
1.31,19,2,19
3.41,20,5,15
4.51,19,9,3
2.09,21,12,24
2.1,13,7,17
3.11,13,10,1
2.08,1,4,14
1.06,0,1,3
4.21,22,9,14
4.05,7,11,19
2.71,7,10,16
4.25,4,1,4
1.5,17,11,13
4.92,6,0,10
3.18,11,1,5
3.74,9,4,11
4.33,0,0,12
1.31,22,0,10
3.22,1,6,14
1.43,22,0,1
4.79,2,7,4
3.21,0,0,7
4.69,1,1,13
2.3,0,1,16
3.53,4,9,15
1.48,2,8,7
3.84,20,10,9
3.13,21,2,18
1.27,19,9,22
2.96,9,3,20
1.86,11,0,8
2.38,8,8,3
1.11,5,5,8
2.91,7,8,20
1.21,17,0,18
1.21,9,0,22
3.28,2,5,14
1.14,17,12,2
1.34,22,12,15
1.66,2,10,0
1.1,1,5,25
1.17,23,0,7
3.0,12,9,3
1.5,22,10,23
1.69,20,0,17
3.34,15,6,23
8.42,19,9,7
9.28,16,1,17
6.87,0,3,3
6.0,1,5,10
9.06,0,5,14
9.33,18,1,11
6.34,1,3,15
7.33,6,2,13
6.69,18,1,8
8.25,12,12,11
6.1,16,10,1
6.65,5,3,18
8.32,23,11,5
8.68,2,11,25
8.54,4,11,8
5.36,9,2,22
5.62,9,10,22
7.84,17,6,6
9.99,6,0,18
9.68,22,6,2
8.07,12,0,8
9.02,11,7,8
5.41,21,6,20
9.88,22,0,2
5.05,8,3,5
7.57,16,8,10
5.72,23,0,17
9.02,6,7,2
9.19,23,1,5
8.3,7,12,7
7.49,1,0,9
8.96,21,3,13
6.35,6,12,22
5.53,0,8,4
5.03,1,12,5
5.58,18,6,3
7.17,23,9,6
5.18,20,6,7
7.81,14,11,23
5.56,11,5,11
5.35,13,1,14
7.93,12,4,14
5.9,17,3,3
8.87,2,11,4
6.62,21,1,16
9.76,4,2,25
8.34,0,5,9
5.36,3,2,14
6.49,19,8,19
9.9,12,11,14
6.12,17,12,11
9.53,10,1,10
5.98,10,11,20
6.6,17,11,14
6.04,1,10,18
7.03,13,7,24
9.4,11,2,3
7.64,9,4,22
6.34,9,7,6
8.53,16,2,18
7.49,0,11,4
7.56,3,12,24
6.71,1,6,16
7.81,20,2,13
9.5,19,11,0
8.9,17,11,10
5.36,0,2,2
6.69,21,1,13
6.09,5,11,16
8.16,9,8,0
9.81,13,10,4
8.41,23,8,8
7.96,14,11,15
9.9,5,5,25
6.05,1,3,23
9.96,12,12,15
5.26,17,10,23
6.88,5,6,3
6.17,0,2,7
6.26,8,3,21
9.3,20,1,16
8.28,0,10,10
5.37,21,5,21
6.06,0,10,1
7.49,9,7,24
9.9,15,1,1
6.31,4,10,9
7.31,15,5,18
7.94,19,11,22
9.45,13,8,14
6.99,12,9,20
7.86,2,3,16
7.84,4,3,3
6.79,15,3,24
8.62,10,8,24
5.74,13,8,25
9.3,7,4,17
9.42,18,7,23
8.21,21,10,6
5.79,13,1,14
5.06,20,11,25
6.91,0,9,12
6.04,6,11,2
9.16,16,11,24
8.82,22,11,0
9.37,1,3,1
8.75,5,7,22
7.28,23,8,21
5.44,13,0,8
7.21,5,11,4
8.93,14,11,6
9.51,10,8,20
5.24,2,0,13
8.56,1,1,9
7.95,14,6,21
7.49,10,0,6
5.74,6,2,22
6.6,12,11,25
6.91,14,7,23
6.3,5,2,19
6.02,2,4,20
5.14,0,8,3
5.78,2,9,19
9.63,16,6,12
5.21,22,7,19
13.15,11,6,12
11.02,21,9,23
14.05,16,10,14
10.06,17,12,8
14.6,1,6,0
10.1,18,10,16
10.53,5,1,20
10.54,20,7,25
11.12,10,2,14
13.17,2,6,17
13.37,21,2,13
12.73,2,1,8
10.92,10,6,8
13.17,0,4,7
13.0,4,9,0
13.07,0,2,17
12.29,16,9,15
10.29,9,3,25
14.53,3,11,0
14.91,12,6,11
13.57,2,5,10
14.6,23,10,14
12.38,15,0,2
10.16,0,11,8
11.42,23,6,7
11.21,1,7,11
14.35,18,5,3
13.13,17,6,21
14.19,13,10,25
14.54,13,10,16
14.13,2,7,0
14.01,12,9,0
12.05,22,2,14
14.67,10,12,16
10.68,18,12,21
10.96,14,6,2
11.76,19,7,15
12.31,22,12,20
14.11,8,8,13
14.27,7,5,2
13.32,21,6,8
12.5,7,8,11
13.92,18,3,2
11.42,12,2,21
10.96,13,4,21
10.62,0,12,14
11.43,20,6,15
12.19,16,6,1
14.75,13,5,3
13.31,16,11,7
11.49,10,1,8
13.39,1,4,19
12.95,5,8,1
14.52,4,2,14
11.25,0,9,12
10.56,19,1,12
14.32,1,1,6
14.88,0,2,1
13.66,10,1,18
11.33,20,10,18
10.57,1,9,17
14.36,3,7,9
