volume,class_1,class_2
96,0,48
99,0,15
17,0,40
90,0,31
25,0,21
25,0,28
9,0,28
11,0,21
77,0,25
13,1,2
13,1,34
82,1,37
19,1,9
2,1,3
83,2,29
16,2,1
6,2,16
16,2,3
92,2,1
90,2,0
98,2,47
79,2,36
23,2,20
5,3,27
82,3,36
8,3,6
17,3,40
11,3,2
4,3,26
5,3,13
75,4,17
11,4,11
79,4,9
91,4,41
11,4,31
15,4,42
8,4,32
76,5,10
95,5,30
13,5,39
86,5,29
25,5,9
88,5,41
85,5,26
99,5,11
6,5,35
95,5,38
1,5,43
83,6,17
4,6,28
8,6,41
2,6,21
14,6,18
5,6,22
85,6,36
24,6,2
11,6,13
79,7,20
5,7,15
25,7,27
7,7,15
100,8,34
76,8,6
10,8,36
96,8,35
83,8,8
9,9,42
95,9,39
12,9,4
76,9,0
82,9,27
3,10,24
23,10,8
79,10,19
24,10,33
7,10,10
25,10,30
91,10,14
83,11,39
87,11,6
13,11,43
99,11,18
93,11,25
97,11,39
88,11,5
91,11,25
92,11,48
96,11,1
19,12,40
80,12,16
10,12,14
81,12,45
98,12,10
87,12,41
92,12,35
11,12,32
2,12,24
24,13,44
92,13,21
93,13,0
24,13,38
96,13,45
84,13,35
82,13,24
9,13,42
78,13,26
12,13,3
11,13,29
4,14,23
93,14,10
14,14,18
98,14,45
92,14,4
89,14,17
77,14,26
84,14,49
88,14,11
10,15,22
15,15,17
93,15,15
87,15,22
92,15,13
82,16,44
12,16,46
89,16,8
86,16,33
76,16,33
7,16,4
98,16,19
87,16,47
13,17,49
24,17,1
2,17,14
9,17,16
21,17,3
77,17,8
98,17,5
78,18,23
15,18,20
86,18,30
15,18,6
6,18,0
22,18,46
7,18,34
86,18,49
1,18,37
18,19,4
17,19,46
94,19,38
77,19,33
16,19,2
5,19,23
96,19,48
25,20,37
19,20,7
6,20,32
19,20,25
93,20,9
83,20,44
7,20,5
86,21,16
3,21,44
7,21,7
100,21,43
95,21,24
14,21,7
13,21,48
5,21,47
75,21,12
1,21,12
85,21,23
10,22,29
75,22,37
8,22,11
95,22,20
20,22,14
2,22,18
84,22,5
17,22,31
11,22,46
79,23,7
23,23,31
97,23,28
1,23,30
21,23,45
93,23,32
100,23,34
11,23,40
78,23,19
78,23,38
15,23,42
76,23,12
4,24,13
90,24,22
7,24,19
87,24,27
97,24,43
92,24,12
5,24,49
91,24,47
