volume,class_1,class_2,class_3,class_4
1.67,8,2,14,35
4.25,13,3,2,43
1.87,6,16,6,37
4.94,8,6,18,1
4.93,24,4,12,16
4.38,20,3,24,8
2.6,22,7,2,37
1.09,17,7,9,38
2.08,3,7,6,14
2.49,13,4,12,35
1.76,7,12,11,31
1.8,10,4,16,15
2.68,19,5,18,10
4.38,9,0,11,15
2.81,19,4,14,14
4.54,23,15,8,4
2.66,17,7,4,38
2.29,1,4,0,1
2.07,7,15,7,2
4.22,17,5,18,4
3.89,22,0,21,35
3.84,5,3,2,2
2.01,12,3,10,8
2.44,11,16,3,19
2.4,11,14,11,26
1.92,6,3,14,35
1.19,12,0,11,35
2.4,3,14,6,19
2.05,4,7,29,15
2.3,13,14,25,30
4.69,17,11,19,15
1.45,5,0,10,1
2.69,6,15,15,9
4.48,23,9,12,26
1.97,18,0,12,42
1.18,24,5,18,39
4.56,7,12,22,0
1.27,24,6,28,42
2.22,23,7,10,18
1.41,19,13,21,31
1.14,17,8,2,2
4.23,8,13,20,42
1.74,6,4,4,30
1.19,2,4,1,15
1.83,1,7,14,25
1.76,18,0,4,37
4.87,5,15,25,15
2.81,24,2,29,31
4.46,14,2,13,17
3.39,13,15,29,2
1.75,16,0,20,18
4.19,1,5,28,35
1.09,3,10,1,8
4.27,22,11,8,38
4.43,22,9,6,6
2.8,1,7,2,36
2.88,0,7,25,34
2.37,7,1,24,14
4.3,15,9,7,25
3.73,9,2,9,9
3.82,11,7,7,23
2.39,13,0,3,36
1.01,7,1,18,39
1.11,24,14,21,10
4.58,7,4,2,34
1.88,14,14,14,26
3.18,7,11,1,10
3.37,23,16,9,12
1.08,15,15,21,8
4.87,16,14,3,8
2.36,14,6,5,12
4.57,0,1,11,8
3.96,15,5,26,17
1.09,17,13,24,43
2.53,19,0,6,26
4.84,5,0,4,3
2.86,11,11,21,16
2.67,19,4,18,25
4.22,6,8,2,32
3.86,22,11,6,27
2.92,18,11,1,8
1.25,13,3,8,14
4.12,4,3,22,34
4.89,2,1,7,15
2.06,2,9,21,21
3.77,20,0,21,7
2.11,20,11,29,39
2.41,0,6,22,21
2.76,22,0,9,25
3.28,3,14,5,36
1.1,11,13,21,24
4.42,16,12,22,4
4.69,24,12,0,9
2.4,2,2,17,1
1.58,12,4,20,36
3.88,21,3,16,14
1.62,0,14,24,30
2.57,20,2,6,18
4.63,2,7,4,6
1.23,18,0,11,28
1.21,6,11,8,5
2.66,21,6,13,14
2.18,24,5,21,6
4.23,17,1,3,25
3.37,13,11,26,36
1.79,5,7,4,26
3.65,19,4,27,24
4.48,4,11,4,39
3.17,13,8,21,21
1.58,8,0,18,30
2.73,21,5,4,24
4.28,14,13,23,19
2.85,15,11,23,3
4.16,23,14,20,43
1.33,6,11,17,42
2.34,0,6,23,22
3.35,9,12,25,37
3.32,4,6,13,3
1.64,6,6,27,0
