volume,class_1,class_2
98,0,13
91,0,0
53,0,3
93,0,14
5,0,18
108,0,6
63,1,14
19,1,15
166,1,19
21,1,6
197,1,8
107,1,9
145,1,15
103,1,4
30,1,23
12,2,16
59,2,1
152,2,22
78,2,17
111,2,12
112,3,5
64,3,15
64,3,8
118,3,2
13,3,2
6,3,5
29,3,12
83,3,0
93,3,13
71,3,19
102,3,21
97,3,1
21,3,14
199,4,20
119,4,23
200,4,16
98,4,21
108,4,3
124,4,24
86,4,7
134,4,4
28,4,15
98,5,9
130,5,2
154,5,8
122,5,24
127,5,0
83,5,4
88,6,18
128,6,0
42,6,13
96,6,10
135,6,10
111,6,13
179,6,2
106,6,7
83,6,6
186,6,7
146,7,6
139,7,17
198,7,4
90,7,3
137,7,22
138,7,14
30,7,1
172,7,8
161,8,0
163,8,1
195,8,3
157,8,18
111,8,16
68,8,4
132,8,5
197,9,24
37,9,5
124,9,12
200,9,12
123,9,13
67,9,22
194,10,2
164,10,1
130,10,14
113,10,0
102,10,1
127,10,22
71,10,6
167,11,16
118,11,3
6,11,21
20,11,15
49,11,9
37,11,22
194,11,13
164,11,12
116,11,20
41,11,3
109,11,17
170,12,17
155,12,6
191,12,9
10,13,8
122,13,3
136,13,16
129,13,2
17,13,2
180,13,20
29,13,5
104,14,13
2,14,10
104,14,11
104,14,11
65,14,23
41,14,19
136,14,17
175,15,7
78,15,1
114,15,11
99,15,17
146,15,4
184,15,24
99,15,7
158,16,7
145,16,21
120,16,18
151,16,10
27,16,0
158,16,14
5,16,24
63,16,8
78,17,22
124,17,11
198,17,18
41,17,12
154,17,24
84,17,9
19,17,11
196,18,23
174,18,19
5,18,15
82,18,6
155,18,5
109,18,20
77,18,23
156,18,21
108,19,7
87,19,22
162,19,11
43,19,8
120,19,16
197,19,16
86,19,17
135,19,17
62,19,3
143,19,16
37,19,20
57,19,22
14,20,0
55,20,18
134,20,21
181,20,14
157,20,19
49,20,5
143,20,4
62,21,12
138,21,2
34,21,15
182,21,24
121,21,23
85,21,20
74,21,9
17,21,12
160,22,10
175,22,5
63,22,18
83,22,23
94,22,1
41,22,9
31,23,6
151,23,10
106,23,20
62,23,19
22,23,4
163,23,23
176,23,20
116,23,11
121,23,9
91,23,8
156,23,21
58,23,24
114,23,19
30,23,13
83,24,10
195,24,19
110,24,7
61,24,21
194,24,10
15,24,14
15,24,15
146,24,11
33,24,18
