volume,class_1,class_2,class_3,class_4,class_5
1.48,99,3,36,10,0
2.02,48,14,6,17,11
2.92,28,6,29,7,5
1.42,87,23,61,39,21
2.93,83,1,15,33,14
1.91,63,25,61,15,19
1.77,98,11,52,35,16
4.45,62,19,61,4,18
4.77,19,13,32,38,7
4.82,25,25,39,31,8
1.24,100,16,40,24,14
4.28,63,2,49,25,21
3.52,99,21,27,15,1
4.79,61,5,45,21,6
4.39,72,6,50,38,14
2.51,36,22,29,5,12
4.47,28,7,5,34,8
3.49,58,17,23,0,17
4.78,82,0,60,29,4
4.13,95,17,52,19,16
2.83,73,1,36,13,13
4.77,57,20,7,9,17
2.03,94,17,25,39,20
3.41,69,12,58,37,18
2.45,51,27,51,5,21
3.21,73,22,40,12,1
3.36,99,28,58,27,14
3.52,28,28,22,21,6
4.07,40,17,15,17,14
4.66,16,9,17,36,11
3.85,11,4,5,32,18
2.48,52,17,21,10,15
3.42,43,22,45,24,15
3.8,3,26,5,32,14
2.05,84,24,53,36,3
1.88,2,9,32,20,3
4.76,84,26,54,15,16
2.44,84,26,53,9,18
2.84,50,24,45,14,18
3.2,57,25,55,21,10
1.94,52,4,20,34,1
4.4,12,14,5,8,5
3.32,96,21,9,24,13
2.44,3,21,25,25,4
4.09,50,19,23,1,9
1.05,28,26,54,15,13
3.9,40,5,0,37,10
4.79,51,5,9,28,3
4.24,67,2,5,22,7
3.84,46,20,5,17,19
1.14,0,23,6,28,19
2.35,63,23,19,34,7
3.26,26,29,7,12,11
1.46,3,2,0,16,4
4.11,52,5,23,9,20
3.39,44,9,55,6,5
4.9,37,1,21,31,4
3.74,56,17,64,18,6
4.63,9,21,32,10,13
4.2,42,13,11,30,16
4.69,90,0,31,29,8
1.55,22,4,50,7,18
3.91,36,8,29,14,15
3.5,95,5,38,37,5
1.18,37,7,46,8,4
4.85,62,18,43,11,8
3.66,61,0,33,31,8
2.13,75,9,48,9,3
2.38,7,6,30,16,4
2.05,11,12,13,11,19
3.3,27,20,44,26,20
2.75,98,18,37,3,12
1.67,64,20,17,12,6
2.08,25,8,32,35,19
3.04,76,13,8,37,7
1.65,71,10,37,1,11
4.14,32,12,49,24,22
3.08,82,18,18,30,3
2.31,24,16,29,16,15
3.65,32,15,15,40,6
3.98,84,12,44,27,3
3.43,9,1,22,36,0
1.16,1,2,7,38,12
1.34,69,8,6,39,12
3.58,1,13,12,35,12
4.29,25,6,42,23,2
4.55,42,6,20,13,2
1.08,74,7,15,14,4
2.97,41,16,53,14,19
1.65,63,14,54,6,7
4.56,35,21,31,39,7
2.55,15,9,32,30,10
4.34,99,28,19,25,0
4.31,6,24,22,36,18
4.2,35,18,22,8,10
4.26,50,12,51,18,5
2.43,88,12,22,17,2
3.27,70,7,35,39,1
4.4,53,19,10,1,5
2.87,73,6,0,17,21
1.61,45,20,24,14,2
4.39,97,20,34,9,1
1.5,98,12,49,10,21
1.32,30,7,1,25,4
2.04,84,11,20,31,9
3.91,40,29,36,14,22
3.41,41,26,17,35,5
1.14,80,19,35,15,22
2.58,48,2,39,11,10
1.81,42,4,30,5,4
3.62,58,3,38,16,19
1.15,93,22,17,18,4
2.14,46,28,34,39,11
4.34,40,22,0,10,19
3.28,24,15,42,19,12
1.76,6,10,24,17,7
4.66,47,18,4,36,16
3.04,96,26,16,8,6
1.58,94,10,55,4,13
1.68,20,20,43,6,8
1.31,64,20,41,24,0
3.21,80,26,55,22,12
2.86,48,2,61,32,14
1.37,52,5,9,4,5
4.36,63,26,6,8,21
4.09,59,1,45,7,21
3.83,36,1,56,13,3
3.51,39,20,21,17,9
2.2,82,12,11,30,19
2.31,66,14,16,7,5
5.0,14,8,9,0,1
2.19,30,20,39,34,14
1.12,74,24,32,26,11
1.04,7,0,9,4,8
1.83,51,24,27,11,0
1.68,37,4,26,3,7
1.9,52,14,27,20,16
2.75,3,10,1,35,17
4.39,67,28,51,22,9
1.99,41,12,35,11,21
1.22,44,25,9,24,13
4.03,70,9,7,16,1
3.24,5,15,8,17,21
4.98,49,5,9,24,7
2.08,62,18,44,26,5
3.91,50,25,49,38,15
2.06,6,24,35,26,7
2.7,80,4,0,14,3
1.68,31,16,28,1,20
3.82,84,8,49,32,18
1.13,57,3,43,36,19
3.93,90,25,59,28,3
1.91,72,14,53,23,5
4.1,91,4,23,28,11
4.13,59,25,42,19,5
2.19,75,22,31,16,22
2.39,17,15,47,36,17
4.78,40,17,51,16,12
3.35,34,23,10,29,10
1.94,76,9,53,7,6
1.95,83,19,7,13,12
1.81,31,14,15,36,18
3.46,65,0,57,22,22
3.65,3,19,8,24,22
2.47,93,14,3,9,7
1.05,19,21,59,20,16
4.11,85,1,7,16,4
4.01,92,27,2,35,0
3.96,4,16,38,17,22
1.66,17,2,0,21,5
1.9,82,27,17,23,20
2.6,49,12,28,25,13
1.47,62,26,41,20,15
1.82,27,24,58,27,5
4.43,94,8,23,34,7
3.68,80,2,16,6,15
3.55,45,17,50,8,5
4.91,86,25,46,3,16
3.33,95,5,58,14,18
3.23,46,17,24,22,9
3.72,57,12,47,25,22
2.22,11,8,37,14,16
2.01,26,14,41,29,6
3.03,85,9,1,2,4
4.33,32,22,31,2,7
2.82,11,7,52,4,8
4.66,20,10,19,21,20
3.81,21,3,57,36,5
3.28,53,19,4,23,2
2.96,37,0,23,32,17
2.68,69,29,4,7,0
3.4,10,5,40,33,3
4.26,12,13,48,2,11
2.11,77,7,57,2,0
1.67,30,1,59,21,3
3.26,98,28,2,31,22
2.61,78,20,23,37,10
2.27,96,17,59,34,15
1.93,93,9,19,39,4
2.09,65,19,28,5,6
2.73,93,10,4,39,22
3.64,57,28,14,21,7
1.36,36,15,24,32,6
2.4,21,0,24,22,17
1.12,68,4,50,7,7
1.31,53,14,5,20,22
4.74,30,15,50,15,14
3.76,31,9,57,36,14
1.38,10,12,38,1,1
3.12,40,15,44,0,7
2.77,93,20,63,30,21
4.46,31,27,30,18,16
2.02,0,21,61,34,2
3.64,57,7,9,29,8
1.52,58,11,19,3,8
1.86,37,5,5,13,15
2.35,4,26,57,31,8
3.93,90,10,37,1,22
1.97,91,24,63,23,20
1.86,32,22,63,7,6
3.17,99,1,26,16,16
2.41,10,10,54,28,21
3.52,53,7,34,39,13
4.36,10,24,9,5,10
2.27,15,18,63,24,20
3.93,64,14,51,0,14
4.81,99,18,58,33,1
1.61,30,6,16,34,19
3.01,90,10,38,10,8
2.86,87,6,41,9,15
4.83,61,7,28,12,6
3.52,95,0,53,7,16
1.25,37,17,33,9,5
2.38,23,15,58,11,13
4.16,52,18,28,36,17
3.52,98,24,49,3,18
1.78,80,26,8,13,19
2.98,100,7,50,3,5
4.17,96,1,46,22,17
1.98,35,2,18,9,3
2.7,48,20,62,31,13
2.71,41,8,53,19,20
3.79,25,12,9,11,8
3.19,42,11,36,7,16
1.31,64,4,63,9,14
3.55,93,3,25,9,21
1.12,27,11,29,39,14
3.89,28,20,57,26,19
1.03,52,13,28,19,20
4.75,30,9,15,7,21
3.69,34,25,55,7,19
2.44,63,23,7,18,19
4.87,4,14,52,4,1
3.12,95,19,35,12,3
1.2,12,0,40,8,13
2.7,70,2,39,13,0
2.01,79,6,25,22,7
2.22,87,15,54,7,21
1.08,6,27,58,26,22
1.85,44,16,55,19,5
2.58,36,24,22,33,21
4.09,70,8,15,20,16
2.61,76,14,7,25,18
3.26,28,18,20,23,5
4.88,61,23,55,0,18
4.5,50,0,45,24,15
4.42,67,4,60,10,22
4.19,29,7,7,32,12
3.17,88,16,25,24,17
4.86,19,28,26,17,6
1.33,44,11,37,18,6
2.07,12,9,30,26,17
2.68,84,26,2,26,4
2.89,70,28,5,26,0
1.72,51,1,3,6,22
1.52,16,16,31,11,6
2.66,93,17,43,24,3
4.69,90,2,16,27,16
2.05,59,19,37,38,6
1.83,50,11,4,33,6
4.78,50,10,51,32,8
4.9,78,15,27,17,14
2.6,48,14,60,1,17
1.01,25,19,20,28,19
4.31,99,24,14,35,7
3.06,10,11,61,27,17
2.91,73,16,11,25,13
1.27,4,22,56,8,15
2.54,48,29,64,39,4
2.29,76,14,58,21,10
3.43,68,1,38,19,3
4.54,43,16,55,24,13
4.84,46,26,27,2,1
2.04,81,8,32,40,4
2.14,17,12,50,5,6
2.4,27,18,26,3,17
1.48,25,11,11,36,5
1.79,35,3,54,10,5
3.67,56,6,60,12,15
2.54,58,28,23,0,3
3.73,47,6,3,30,17
3.36,73,15,21,11,8
4.17,71,29,63,36,12
4.39,79,10,9,25,4
3.19,33,4,14,4,11
1.33,43,14,62,40,0
4.21,79,11,16,6,20
3.06,14,20,37,37,4
1.59,54,11,33,38,11
1.95,9,13,51,11,3
4.52,54,7,12,26,20
1.79,52,18,59,30,21
3.36,3,7,26,33,12
3.8,44,28,47,11,9
4.82,55,0,49,14,21
1.16,8,11,5,35,10
2.31,62,12,15,3,7
2.58,22,27,33,20,9
2.31,42,15,53,9,0
2.62,76,17,34,31,2
2.66,64,9,23,21,8
3.96,1,14,45,13,21
3.64,69,14,28,27,2
2.02,80,19,9,25,20
1.94,58,10,51,28,7
2.19,18,27,11,31,9
1.03,37,5,64,24,2
2.22,71,28,0,4,10
3.46,80,18,3,19,4
3.47,92,16,38,30,15
4.33,84,1,25,31,1
3.57,47,10,36,2,0
1.3,79,20,32,35,8
1.57,34,2,35,39,4
2.54,65,27,38,23,7
4.26,15,18,54,26,9
2.12,5,8,24,22,16
2.48,70,21,53,28,11
2.65,55,23,44,11,20
2.26,86,0,49,21,8
2.96,80,5,32,16,21
3.01,92,3,1,7,6
1.13,12,23,48,4,9
1.11,73,4,10,23,14
4.06,87,8,37,34,19
4.79,45,28,51,4,17
3.2,96,18,7,3,0
2.66,51,14,12,18,3
3.18,41,21,22,35,6
4.82,93,13,1,30,17
4.4,62,26,34,20,15
3.35,34,20,29,36,8
3.79,38,9,30,7,1
1.44,11,14,44,4,10
1.32,35,5,11,28,18
3.02,75,28,57,22,12
2.7,14,17,63,29,19
2.97,53,23,29,37,9
1.57,100,12,39,8,0
2.33,60,10,34,5,7
3.51,2,15,32,29,2
3.59,19,15,16,4,6
3.0,47,3,22,26,8
4.02,79,17,61,29,16
3.74,72,1,28,22,19
4.21,47,19,38,11,7
3.63,62,14,7,30,6
4.19,13,22,55,24,14
1.05,48,8,18,31,19
1.68,98,15,26,19,17
3.22,22,8,55,3,5
1.14,62,23,50,39,20
4.34,71,25,54,33,16
4.07,99,12,62,24,14
4.17,54,23,21,36,1
1.48,75,20,47,7,21
4.58,48,14,44,13,11
4.57,79,8,8,29,16
4.67,29,26,51,20,15
1.58,38,23,50,4,2
2.99,94,28,36,31,3
3.25,21,7,14,39,22
4.63,28,27,55,25,20
2.45,76,16,42,1,16
3.02,73,18,7,12,0
4.36,63,18,3,26,2
