volume,class_1
3,0
4,0
36,0
6,1
1,1
14,1
16,1
6,2
34,2
33,2
30,3
47,3
30,3
37,3
35,4
31,4
32,4
4,4
27,4
31,5
33,5
24,5
20,5
6,6
27,6
42,6
31,6
32,6
13,6
28,6
12,6
44,6
39,7
2,7
31,7
26,7
30,7
45,8
17,8
18,8
13,8
37,9
38,9
12,9
27,9
15,9
1,9
18,9
44,10
14,10
32,10
4,10
7,11
45,11
35,11
10,11
23,12
4,12
43,13
49,13
3,13
11,13
10,13
42,14
21,14
28,14
2,14
40,14
18,14
15,15
50,15
46,15
19,15
27,16
39,16
38,16
42,16
3,16
18,17
22,17
38,17
46,17
37,17
49,18
17,18
20,18
34,18
10,19
48,19
10,19
28,19
50,19
33,20
7,20
27,20
35,21
25,21
29,21
3,22
49,22
15,22
32,23
34,23
6,23
41,23
21,24
8,24
34,24
47,24
31,25
46,25
6,26
30,26
19,26
28,26
11,26
17,27
24,28
37,28
26,28
7,28
7,28
37,29
22,29
50,29
42,29
5,29
13,29
12,30
35,30
39,30
24,31
43,31
28,31
44,31
28,32
37,32
41,32
27,32
22,33
2,33
50,33
18,33
17,33
2,34
30,34
7,34
30,34
7,35
12,35
26,35
15,35
1,36
29,36
1,37
5,37
22,37
40,38
9,38
7,38
36,39
19,39
35,39
41,39
15,39
17,39
42,40
16,40
4,40
27,41
13,41
46,41
10,41
30,42
28,42
24,42
40,43
7,43
35,43
26,44
35,44
3,44
23,45
34,45
18,45
50,45
42,46
24,46
49,46
14,46
1,46
42,47
5,47
24,47
46,48
26,48
18,49
2,49
48,49
23,49
