volume,class_1
22,0
11,0
16,0
6,0
24,0
10,0
6,0
22,0
11,1
5,1
17,1
16,1
22,1
14,1
4,1
5,2
25,2
2,2
18,2
13,2
11,3
18,3
10,3
4,3
10,3
3,3
20,3
17,3
13,3
7,3
17,3
20,4
2,4
4,4
18,4
5,4
8,4
9,4
15,4
20,4
18,5
12,5
14,5
22,5
1,5
24,5
8,6
7,6
20,6
1,6
20,6
20,6
20,6
7,7
22,7
8,7
21,7
7,7
18,7
20,8
14,8
9,8
1,8
13,8
20,8
21,9
7,9
12,9
1,9
24,9
11,9
3,9
13,10
7,10
23,10
17,10
7,10
6,10
13,10
3,10
6,11
7,11
10,11
17,11
2,11
19,11
21,11
4,11
7,11
21,11
6,11
21,11
11,11
15,12
17,12
3,12
14,12
7,12
14,12
2,12
11,13
8,13
4,13
18,13
19,13
21,14
25,14
11,14
20,14
19,14
11,14
17,15
6,15
22,15
8,15
11,15
20,15
12,15
9,15
7,16
25,16
12,16
24,16
7,16
20,16
21,16
17,16
14,16
16,16
13,16
19,16
13,17
9,17
20,17
10,17
17,17
16,17
16,17
7,17
17,17
4,17
15,17
22,18
21,18
2,18
23,18
25,18
17,18
20,18
12,18
7,18
20,19
13,19
2,19
22,19
18,19
2,19
18,19
20,19
15,19
2,19
9,20
2,20
9,20
10,20
7,20
10,21
9,21
22,21
6,21
17,21
2,21
11,22
3,22
24,22
22,22
22,22
10,22
10,22
1,22
5,22
1,23
1,23
25,23
10,23
19,23
5,23
22,23
23,23
16,23
12,24
19,24
17,24
4,24
3,24
8,24
24,24
6,24
7,24
20,24
