volume,class_1,class_2
62,0,7
61,0,3
54,0,1
48,0,6
44,0,5
71,1,0
42,1,2
66,1,6
62,1,7
57,1,5
61,1,3
41,1,6
73,1,8
47,1,3
70,2,7
50,2,5
63,2,6
45,2,9
56,3,7
63,3,5
42,4,9
58,4,0
71,4,8
42,4,2
43,4,3
43,5,4
37,6,2
72,6,8
45,6,3
43,6,0
53,6,4
44,6,2
52,7,2
66,7,3
47,7,1
50,7,9
64,8,9
73,8,7
74,8,5
44,9,7
70,9,6
44,9,1
47,9,0
43,10,2
48,10,9
64,10,3
43,10,8
69,10,3
60,11,8
48,11,7
57,11,9
73,12,1
58,12,2
38,12,5
39,12,0
72,12,2
42,13,6
61,13,6
57,13,2
75,13,0
64,13,4
62,14,4
67,14,3
37,15,4
39,15,1
57,15,9
42,15,6
75,15,9
73,15,0
70,15,2
44,16,9
57,17,7
47,17,4
62,17,4
38,17,3
43,18,1
65,18,9
39,19,8
46,19,8
56,19,9
61,19,3
62,19,6
45,19,7
61,19,5
75,19,8
68,20,4
43,20,6
60,20,2
58,21,6
69,21,3
47,21,0
67,22,7
59,22,5
41,22,9
52,22,0
39,22,4
69,22,2
46,22,4
62,23,1
44,23,9
39,23,2
63,23,3
57,23,8
51,23,9
75,23,6
74,24,0
54,24,2
55,24,7
72,25,8
66,25,5
63,25,5
43,25,7
67,25,5
49,25,8
60,25,6
74,26,3
51,26,6
44,26,5
74,26,8
69,26,8
57,26,7
72,27,6
52,27,0
40,28,8
55,29,1
47,29,4
55,29,3
65,29,9
71,30,8
65,30,4
68,30,8
45,30,0
56,30,2
60,30,4
61,31,5
62,31,3
37,31,4
50,32,8
75,32,6
75,32,7
68,32,0
73,32,3
67,33,2
73,33,6
58,33,2
42,33,9
75,33,4
56,34,5
37,34,3
37,34,7
56,34,5
44,34,1
47,34,0
64,34,0
38,34,7
75,35,2
45,35,1
56,36,9
67,37,0
75,37,0
47,38,2
43,38,6
38,38,7
40,38,0
42,38,2
61,39,5
45,40,5
66,41,4
44,42,3
63,42,5
72,42,1
50,42,1
73,42,1
37,42,0
60,42,7
42,43,8
50,43,8
59,43,4
53,43,6
73,43,7
69,44,0
68,44,9
74,44,4
53,44,4
48,45,1
70,45,9
43,45,9
42,46,4
65,46,1
49,47,1
42,47,1
43,47,6
47,47,8
72,47,1
46,47,1
66,47,7
56,48,5
52,49,3
48,49,1
58,49,5
