bin,item
0,130
0,9
0,124
0,42
1,195
1,69
1,77
1,120
2,59
2,114
2,180
2,127
3,140
3,36
3,109
3,121
4,43
4,135
4,47
4,17
4,3
4,143
5,97
5,166
5,33
5,5
5,51
6,133
6,55
6,168
6,87
6,13
7,57
7,6
7,44
7,62
7,119
7,107
8,110
8,56
8,118
8,61
8,181
9,215
9,176
9,12
9,10
10,238
10,2
10,23
10,138
10,19
11,132
11,171
11,86
11,105
12,151
12,154
12,144
12,104
12,21
13,222
13,14
13,187
13,128
14,82
14,71
14,52
14,32
14,240
15,50
15,248
15,0
15,231
16,81
16,34
16,152
16,179
17,167
17,96
17,49
17,169
17,15
18,58
18,237
18,162
18,41
18,16
18,24
19,103
19,39
19,141
19,48
35,216
35,172
35,76
35,94
35,134
35,84
36,223
36,161
36,73
36,243
36,131
36,108
37,209
37,117
37,102
37,239
37,100
37,99
38,147
38,20
38,7
38,163
38,35
38,67
38,212
38,92
39,207
39,228
39,18
39,129
39,65
39,45
39,177
40,229
40,123
40,186
40,146
40,213
40,101
41,189
41,79
41,194
41,164
41,184
41,93
42,193
42,218
42,233
42,234
42,26
43,201
43,232
43,149
43,249
43,11
43,95
44,1
44,202
44,75
44,214
44,178
44,68
44,38
45,150
45,204
45,196
45,31
45,244
45,4
45,60
46,245
46,205
46,83
46,66
46,139
46,137
47,198
47,113
47,53
47,98
47,74
47,91
47,241
48,27
48,22
48,111
48,226
48,191
48,106
48,174
49,236
49,175
49,235
49,227
49,156
49,158
50,116
50,64
50,72
50,153
50,8
50,224
50,170
51,197
51,160
51,40
51,46
51,208
51,230
51,125
52,136
52,220
52,157
52,199
52,142
52,165
52,29
52,37
53,126
53,225
53,85
53,88
53,159
53,183
54,145
54,115
54,63
54,80
54,182
54,210
55,217
55,112
55,190
55,90
55,185
55,200
56,188
56,148
56,78
56,122
56,203
56,54
56,25
56,28
63,246
63,70
63,89
63,155
63,211
63,192
64,242
64,219
64,247
64,206
64,173
64,221
64,30
