bin,item
0,361
0,85
0,99
1,200
1,155
1,117
2,149
2,16
2,228
3,461
3,84
3,29
3,116
4,355
4,159
4,349
4,33
5,359
5,20
5,14
5,1
6,150
6,23
6,106
6,259
7,340
7,76
7,57
7,192
8,329
8,312
8,230
8,42
9,177
9,45
9,121
9,162
10,316
10,48
10,124
10,94
11,306
11,55
11,188
11,287
12,300
12,65
12,330
12,354
13,239
13,249
13,299
13,81
14,339
14,7
14,164
14,0
15,360
15,26
15,79
15,141
16,232
16,319
16,5
16,88
17,475
17,31
17,38
17,74
18,441
18,126
18,115
19,244
19,2
19,252
19,8
19,35
20,134
20,362
20,135
21,446
21,104
21,264
22,351
22,194
22,368
22,67
23,428
23,119
23,64
23,295
24,332
24,322
24,101
24,174
25,472
25,61
25,280
25,58
26,399
26,170
26,18
26,68
27,283
27,343
27,130
27,328
28,103
28,229
28,50
28,279
28,321
29,275
29,288
29,298
29,358
30,238
30,369
30,122
30,90
30,111
31,209
31,345
31,315
31,367
32,347
32,6
32,206
32,75
32,30
33,136
33,337
33,49
33,66
33,91
34,313
34,41
34,169
34,240
35,305
35,133
35,32
35,120
35,62
36,429
36,273
36,40
36,198
37,17
37,342
37,270
37,267
38,435
38,160
38,154
38,4
39,246
39,3
39,308
39,284
40,276
40,179
40,51
40,371
40,96
41,317
41,350
41,10
41,352
41,187
42,447
42,346
42,223
43,294
43,107
43,265
43,221
44,388
44,86
44,171
44,98
45,236
45,139
45,60
45,243
45,63
46,147
46,363
46,281
47,432
47,46
47,28
47,258
48,427
48,219
48,27
48,97
48,118
49,489
49,304
49,52
49,218
50,382
50,87
50,453
50,34
51,437
51,156
51,487
52,390
52,370
52,274
53,158
53,72
53,132
53,172
54,459
54,473
54,326
55,353
55,291
55,272
55,224
56,203
56,140
56,21
56,278
56,54
57,196
57,44
57,128
57,241
58,421
58,373
58,100
58,39
58,348
59,434
59,56
59,47
59,123
59,199
60,384
60,282
60,70
60,108
61,286
61,213
61,137
61,253
62,420
62,251
62,161
62,80
62,25
63,463
63,364
63,125
63,12
64,470
64,138
64,202
64,184
65,323
65,166
65,183
65,260
65,127
66,408
66,167
66,233
66,89
66,53
67,483
67,13
67,82
67,458
68,217
68,78
68,254
68,235
69,334
69,190
69,142
69,11
70,289
70,231
70,180
70,327
71,220
71,24
71,285
71,325
72,490
72,296
72,165
72,110
72,93
73,430
73,234
73,338
73,263
74,385
74,191
74,37
74,105
74,211
75,440
75,59
75,168
75,266
75,43
76,424
76,466
76,114
76,71
76,92
77,398
77,153
77,333
77,146
78,460
78,488
78,95
78,309
79,485
79,394
79,175
79,113
79,15
80,491
80,269
80,102
80,471
80,356
81,497
81,268
81,22
81,297
81,250
82,403
82,181
82,256
82,290
82,210
83,431
83,145
83,271
83,222
83,426
84,467
84,468
84,109
84,157
84,331
85,410
85,69
85,226
85,409
85,277
85,248
86,433
86,402
86,261
86,255
86,227
87,407
87,495
87,448
87,77
88,404
88,310
88,73
88,418
88,372
89,400
89,302
89,193
89,237
89,307
90,457
90,207
90,151
90,484
90,262
91,314
91,469
91,462
91,436
92,336
92,412
92,208
92,480
92,303
93,257
93,189
93,482
93,415
93,395
94,494
94,386
94,481
94,201
95,380
95,366
95,83
95,375
95,389
96,411
96,381
96,499
96,454
97,443
97,214
97,182
97,423
97,365
98,152
98,293
98,204
98,387
98,422
99,445
99,311
99,450
99,397
100,496
100,215
100,444
100,173
100,245
101,324
101,225
101,442
101,392
101,320
102,178
102,419
102,492
102,36
102,148
102,205
103,406
103,9
103,301
103,19
103,131
103,465
103,195
104,425
104,292
104,163
104,478
104,377
105,176
105,449
105,335
105,476
105,417
106,456
106,493
106,451
106,247
106,143
107,318
107,413
107,405
107,376
107,197
108,341
108,357
108,344
108,414
108,452
109,396
109,477
109,464
109,474
109,212
110,498
110,439
110,416
110,438
110,112
111,479
111,185
111,242
111,401
111,144
111,216
112,455
112,379
112,374
112,186
112,393
113,391
113,383
113,378
113,129
113,486
