bin,item
0,88
0,3
0,36
0,109
1,27
1,56
1,212
1,121
1,42
1,21
2,154
2,17
2,5
2,72
2,95
2,34
3,124
3,111
3,53
3,13
3,180
4,165
4,160
4,69
4,60
4,23
4,54
5,38
5,128
5,45
5,166
5,32
6,0
6,22
6,156
6,100
6,151
6,62
7,161
7,41
7,14
7,46
7,15
35,135
35,9
35,130
35,20
35,97
35,19
35,110
36,195
36,47
36,35
36,107
36,73
36,127
37,216
37,30
37,152
37,169
37,117
37,148
38,240
38,29
38,143
38,159
38,201
38,187
38,174
39,233
39,37
39,245
39,125
39,40
39,222
40,120
40,76
40,139
40,119
40,113
40,177
40,202
41,68
41,106
41,92
41,225
41,77
41,179
42,198
42,138
42,51
42,103
42,61
42,142
42,236
43,235
43,24
43,12
43,90
43,207
43,64
43,80
43,57
44,79
44,150
44,25
44,193
44,87
44,196
44,83
44,11
45,96
45,43
45,178
45,101
45,228
45,118
45,184
46,247
46,220
46,239
46,49
46,55
46,122
46,82
46,7
47,168
47,189
47,215
47,246
47,171
47,144
48,33
48,191
48,116
48,229
48,74
48,163
48,147
49,140
49,112
49,155
49,175
49,141
49,199
49,28
50,104
50,186
50,214
50,231
50,209
50,205
51,194
51,146
51,84
51,4
51,203
51,200
51,94
52,149
52,241
52,219
52,227
52,65
52,18
52,44
53,58
53,208
53,172
53,206
53,176
53,136
53,129
53,48
54,170
54,39
54,145
54,244
54,133
54,10
54,188
54,134
55,115
55,218
55,126
55,167
55,162
55,132
55,93
55,102
56,217
56,78
56,85
56,59
56,213
56,210
56,26
56,1
57,50
57,248
57,67
57,221
57,234
57,153
57,131
58,243
58,183
58,182
58,75
58,238
58,185
58,52
59,164
59,181
59,226
59,204
59,98
59,70
59,105
63,211
63,86
63,232
63,173
63,197
63,114
64,224
64,108
64,157
64,91
64,223
64,242
64,63
64,2
64,8
65,249
65,71
65,31
65,158
65,66
65,6
65,230
65,123
65,137
66,16
66,89
66,192
66,190
66,237
66,99
66,81
