bin,item
0,199
0,144
0,172
1,72
1,243
1,157
2,54
2,163
2,53
2,103
2,98
3,69
3,155
3,12
3,50
3,107
4,23
4,181
4,51
4,232
4,40
5,150
5,151
5,114
5,136
6,116
6,71
6,162
6,177
7,21
7,83
7,207
7,102
8,127
8,140
8,10
8,34
8,154
9,11
9,183
9,142
9,239
10,101
10,64
10,145
10,39
11,125
11,86
11,99
11,27
12,132
12,94
12,192
12,61
13,134
13,112
13,135
13,32
14,29
14,190
14,92
14,118
15,58
15,19
15,213
15,95
16,85
16,96
16,78
16,159
17,30
17,169
17,215
17,156
18,194
18,212
18,25
19,62
19,211
19,65
19,26
19,13
20,119
20,63
20,43
20,41
20,52
20,15
21,0
21,248
21,66
21,6
21,117
22,47
22,204
22,152
22,205
23,173
23,38
23,67
23,160
24,56
24,91
24,48
24,115
24,137
24,60
24,7
25,187
25,42
25,100
25,88
25,168
26,35
26,130
26,124
26,105
26,5
27,111
27,82
27,148
27,22
27,84
35,235
35,233
35,174
35,131
35,37
36,189
36,129
36,128
36,180
37,216
37,186
37,68
37,17
37,171
37,31
37,75
38,122
38,14
38,133
38,147
38,224
38,143
38,1
39,184
39,220
39,210
39,8
39,33
39,175
39,87
39,28
40,218
40,9
40,141
40,227
40,149
40,76
40,49
40,44
41,182
41,165
41,206
41,73
41,93
41,242
41,4
42,2
42,247
42,170
42,202
42,20
42,195
43,46
43,138
43,236
43,74
43,126
43,164
43,121
44,203
44,234
44,217
44,225
44,139
45,80
45,228
45,106
45,231
45,221
45,81
46,59
46,196
46,89
46,188
46,230
46,108
47,90
47,176
47,240
47,201
47,79
47,70
47,57
48,249
48,226
48,245
48,123
48,97
48,18
48,16
49,120
49,45
49,179
49,197
49,214
49,153
50,146
50,185
50,36
50,193
50,161
50,237
50,158
51,191
51,223
51,198
51,222
51,219
52,113
52,241
52,209
52,109
52,178
52,110
52,3
53,238
53,77
53,208
53,104
53,166
53,229
54,246
54,24
54,167
54,55
54,200
54,244
