bin,item
0,78
0,19
0,105
0,43
1,257
1,68
1,102
1,63
2,202
2,240
2,48
2,52
3,227
3,32
3,18
3,25
3,200
4,296
4,89
4,93
4,370
5,126
5,277
5,310
5,66
6,157
6,50
6,56
6,47
7,241
7,40
7,312
7,110
8,497
8,67
8,76
8,92
9,345
9,170
9,57
9,69
9,88
10,326
10,291
10,37
10,206
11,151
11,133
11,44
11,8
12,138
12,331
12,118
12,224
12,83
13,340
13,343
13,20
13,142
14,236
14,289
14,27
14,302
15,403
15,349
15,97
15,26
15,91
16,358
16,117
16,62
16,207
16,81
17,213
17,154
17,229
17,121
18,243
18,77
18,116
18,36
18,260
19,215
19,150
19,14
19,127
20,287
20,270
20,325
20,369
20,42
21,430
21,346
21,107
21,362
22,209
22,242
22,186
22,315
23,453
23,244
23,22
23,262
24,128
24,239
24,269
24,247
25,152
25,211
25,368
25,141
26,413
26,9
26,95
26,187
26,61
27,134
27,73
27,179
27,246
28,194
28,178
28,65
28,364
29,393
29,249
29,98
29,279
30,357
30,282
30,254
30,84
31,465
31,188
31,123
31,293
32,216
32,1
32,305
32,53
32,109
33,165
33,70
33,4
33,295
33,290
34,237
34,173
34,272
34,31
35,365
35,217
35,21
35,297
35,28
36,261
36,264
36,146
36,306
37,161
37,307
37,298
37,192
38,495
38,201
38,103
38,101
38,100
39,263
39,195
39,280
39,115
39,230
40,210
40,308
40,15
40,94
40,34
41,449
41,360
41,119
41,6
41,64
42,330
42,175
42,0
42,13
42,324
43,129
43,232
43,286
43,54
43,24
44,375
44,354
44,337
44,35
45,139
45,318
45,16
45,51
45,355
46,258
46,87
46,7
46,171
46,221
47,204
47,198
47,334
47,2
47,122
48,363
48,153
48,114
48,74
48,212
49,168
49,33
49,335
49,12
49,108
50,359
50,203
50,58
50,226
50,10
51,136
51,156
51,214
51,313
52,493
52,284
52,253
52,29
53,149
53,276
53,71
53,17
53,159
54,288
54,85
54,106
54,329
54,344
55,348
55,80
55,167
55,294
55,5
56,292
56,38
56,132
56,199
56,148
57,333
57,160
57,39
57,281
58,382
58,320
58,222
58,11
59,408
59,79
59,130
59,285
60,366
60,176
60,184
60,59
61,273
61,45
61,231
61,55
61,328
62,450
62,196
62,388
62,120
63,228
63,322
63,75
63,319
63,177
64,191
64,30
64,104
64,60
64,166
65,274
65,352
65,371
65,271
65,124
66,480
66,316
66,353
66,86
67,492
67,321
67,172
67,90
68,398
68,112
68,23
68,158
68,250
69,361
69,332
69,193
69,323
70,442
70,255
70,147
70,283
70,113
71,445
71,341
71,131
71,304
71,234
72,401
72,181
72,164
72,3
72,267
73,494
73,197
73,125
73,49
73,469
74,419
74,266
74,309
74,218
74,342
75,422
75,385
75,99
75,446
75,208
76,447
76,183
76,41
76,395
76,140
77,468
77,351
77,251
77,278
77,367
78,390
78,488
78,314
78,426
78,433
79,454
79,490
79,190
79,487
79,256
80,379
80,303
80,339
80,477
80,478
81,437
81,268
81,435
81,457
81,219
82,311
82,275
82,143
82,144
82,252
82,429
83,383
83,174
83,72
83,434
83,205
83,96
84,406
84,467
84,317
84,145
84,439
85,386
85,499
85,265
85,486
85,155
86,424
86,374
86,466
86,259
86,411
87,378
87,458
87,46
87,414
87,412
88,377
88,372
88,347
88,455
88,391
89,381
89,444
89,392
89,169
89,220
90,400
90,496
90,407
90,245
90,163
91,376
91,485
91,336
91,189
91,483
92,418
92,472
92,461
92,300
92,440
93,397
93,185
93,338
93,415
93,356
94,463
94,448
94,238
94,474
94,327
95,428
95,299
95,223
95,441
95,460
96,436
96,405
96,402
96,180
96,387
97,491
97,235
97,427
97,459
97,484
98,380
98,432
98,301
98,421
98,423
99,482
99,476
99,82
99,464
99,416
100,452
100,410
100,420
100,373
100,456
101,396
101,425
101,470
101,135
101,498
102,479
102,389
102,443
102,225
102,431
103,438
103,137
103,233
103,111
103,182
125,409
125,473
125,451
125,489
125,350
126,462
126,417
126,481
126,394
126,399
127,384
127,162
127,248
127,471
127,404
127,475
