bin,item
0,541
0,621
0,331
0,36
1,724
1,21
1,640
1,234
1,239
2,651
2,561
2,326
2,199
3,770
3,4
3,112
3,563
4,959
4,240
4,564
4,151
5,457
5,314
5,55
5,515
5,468
6,934
6,999
6,137
6,103
7,628
7,601
7,646
7,97
8,463
8,524
8,163
8,62
8,698
9,474
9,121
9,146
9,397
9,370
10,493
10,495
10,136
10,549
10,693
11,298
11,492
11,25
11,456
11,87
12,560
12,174
12,116
12,517
12,747
13,625
13,281
13,461
13,85
13,83
14,593
14,238
14,471
14,425
15,301
15,706
15,637
15,3
16,434
16,295
16,189
16,248
16,656
17,349
17,447
17,419
17,186
18,426
18,292
18,75
18,734
18,699
19,520
19,60
19,376
19,307
19,197
20,740
20,322
20,432
20,125
20,222
21,486
21,115
21,320
21,230
21,672
21,13
22,294
22,664
22,491
22,219
22,241
23,701
23,345
23,84
23,743
23,235
24,256
24,403
24,202
24,156
24,44
25,614
25,396
25,710
25,346
26,465
26,40
26,609
26,162
26,600
27,532
27,602
27,8
27,700
27,178
28,513
28,662
28,325
28,74
29,741
29,427
29,696
29,204
30,480
30,415
30,274
30,571
31,916
31,187
31,304
31,678
32,718
32,539
32,12
32,113
32,927
33,260
33,658
33,264
33,122
34,417
34,489
34,730
34,130
34,717
35,974
35,392
35,354
35,663
35,86
36,382
36,168
36,69
36,387
36,251
37,703
37,697
37,249
37,647
38,650
38,76
38,250
38,276
38,150
39,811
39,315
39,208
39,79
39,373
40,837
40,353
40,144
40,220
40,118
41,501
41,66
41,221
41,580
41,296
42,629
42,479
42,255
42,229
43,496
43,567
43,98
43,409
43,194
44,686
44,109
44,796
44,630
44,70
45,988
45,355
45,131
45,731
46,955
46,413
46,348
46,448
46,23
47,400
47,119
47,677
47,51
47,195
48,297
48,95
48,302
48,285
48,1
49,300
49,616
49,459
49,89
49,329
50,642
50,42
50,181
50,788
50,487
51,574
51,490
51,106
51,680
51,133
52,671
52,692
52,422
52,738
53,335
53,154
53,218
53,530
53,385
54,938
54,568
54,273
54,46
55,611
55,81
55,63
55,134
55,551
56,129
56,378
56,684
56,410
56,254
57,59
57,421
57,299
57,708
57,351
58,720
58,16
58,138
58,548
58,393
59,529
59,749
59,328
59,32
59,481
60,394
60,514
60,135
60,142
60,57
61,554
61,262
61,547
61,213
61,100
62,605
62,207
62,502
62,246
62,236
63,504
63,19
63,10
63,404
63,367
64,589
64,615
64,72
64,358
64,91
65,339
65,632
65,90
65,519
65,727
66,308
66,14
66,735
66,139
66,166
67,282
67,633
67,212
67,812
68,994
68,744
68,209
68,101
68,638
69,225
69,191
69,340
69,80
69,485
70,746
70,681
70,674
70,38
71,411
71,183
71,316
71,523
71,639
72,626
72,242
72,58
72,92
72,886
73,420
73,709
73,259
73,582
74,737
74,440
74,631
74,723
74,31
75,52
75,855
75,722
75,306
76,765
76,198
76,30
76,641
76,634
77,666
77,272
77,6
77,369
77,102
77,196
78,362
78,670
78,555
78,528
79,655
79,408
79,279
79,518
80,368
80,175
80,223
80,995
80,96
81,327
81,661
81,105
81,227
81,424
81,374
82,896
82,537
82,50
82,286
83,269
83,538
83,45
83,173
83,575
84,460
84,107
84,67
84,553
84,594
85,623
85,488
85,361
85,33
85,11
86,876
86,739
86,141
86,64
86,467
87,469
87,521
87,176
87,228
87,552
88,341
88,398
88,124
88,773
88,152
89,596
89,182
89,464
89,205
89,618
90,636
90,390
90,371
90,158
91,889
91,673
91,712
91,206
92,803
92,454
92,319
92,145
92,27
93,573
93,0
93,645
93,157
93,462
94,245
94,748
94,506
94,214
94,418
95,360
95,653
95,508
95,475
95,15
96,588
96,43
96,566
96,9
96,65
97,34
97,904
97,414
97,203
98,384
98,406
98,604
98,232
99,736
99,657
99,627
99,231
100,93
100,184
100,540
100,592
100,497
101,275
101,257
101,167
101,806
102,446
102,77
102,363
102,78
102,742
103,967
103,359
103,224
103,61
103,395
104,278
104,35
104,685
104,159
104,342
105,911
105,155
105,383
105,293
105,53
106,243
106,288
106,386
106,179
106,728
107,869
107,117
107,22
107,973
108,192
108,849
108,7
108,180
108,543
109,366
109,120
109,443
109,188
109,247
109,177
110,318
110,147
110,437
110,612
110,108
111,391
111,635
111,233
111,266
112,309
112,428
112,28
112,41
112,431
113,971
113,153
113,372
113,453
113,68
114,675
114,126
114,401
114,732
114,510
115,997
115,676
115,317
115,200
116,998
116,494
116,161
116,284
116,165
117,258
117,533
117,595
117,311
118,512
118,445
118,94
118,558
118,535
118,49
119,343
119,321
119,334
119,148
119,73
120,313
120,289
120,430
120,290
120,388
121,878
121,2
121,836
121,576
122,483
122,344
122,399
122,598
122,140
123,546
123,473
123,111
123,29
123,818
250,845
250,132
250,689
250,310
250,18
251,798
251,617
251,5
251,687
251,24
251,380
252,969
252,283
252,271
252,707
252,253
253,856
253,531
253,438
253,169
253,704
254,992
254,381
254,679
254,914
254,705
255,800
255,550
255,226
255,277
255,287
256,972
256,193
256,565
256,352
256,762
256,82
257,813
257,760
257,39
257,338
257,725
258,750
258,303
258,458
258,323
258,330
258,216
259,780
259,498
259,534
259,252
259,820
260,828
260,622
260,210
260,364
260,714
260,423
261,792
261,268
261,47
261,525
261,761
262,978
262,544
262,88
262,143
262,925
262,984
263,858
263,442
263,823
263,981
263,665
264,983
264,919
264,932
264,160
264,848
265,909
265,835
265,901
265,333
265,211
265,542
266,903
266,941
266,816
266,452
266,830
267,895
267,695
267,466
267,587
267,451
267,557
268,968
268,201
268,752
268,809
268,894
269,939
269,652
269,484
269,759
269,26
269,516
270,993
270,128
270,407
270,719
270,913
270,950
271,810
