volume,class_1,class_2,class_3,class_4
3.68,6,13,2,6
2.74,7,19,10,3
4.81,5,17,8,0
1.84,13,2,5,6
4.45,1,16,9,7
1.15,8,12,2,4
1.53,5,4,6,10
2.67,8,17,5,12
4.26,8,0,3,8
3.08,14,17,8,1
3.4,0,13,8,2
2.22,5,12,3,10
2.0,6,8,10,4
3.75,12,13,10,0
4.42,6,5,7,10
4.27,1,17,1,4
1.02,13,8,7,12
3.24,3,2,10,9
4.43,11,11,6,10
1.31,5,7,7,5
3.73,11,3,0,3
1.71,5,2,3,0
3.43,7,18,10,10
3.68,14,7,4,12
2.78,3,5,0,7
2.13,2,9,7,13
3.66,7,8,7,7
1.2,1,3,6,2
2.17,0,18,7,10
3.92,13,0,7,4
4.51,6,17,0,0
2.29,12,10,6,8
2.75,0,14,4,14
4.39,8,14,6,13
1.5,2,2,4,13
3.47,2,5,0,14
3.37,1,10,8,8
3.83,4,2,5,7
2.43,5,14,3,10
2.5,10,5,10,7
1.78,12,14,10,10
1.83,14,16,6,3
1.58,6,19,3,5
1.15,2,8,8,13
4.69,7,19,7,2
3.79,11,19,7,5
2.5,5,14,10,12
4.29,13,0,3,6
2.14,11,19,10,5
2.98,1,7,6,14
2.91,13,2,9,8
4.57,10,13,3,2
2.7,8,0,2,0
3.02,2,10,8,13
1.7,2,4,0,2
1.55,10,2,3,12
4.64,3,15,0,5
3.87,0,17,9,4
1.12,5,5,7,10
2.11,13,13,9,9
4.46,3,1,5,13
1.24,8,8,0,1
3.1,7,4,8,13
3.14,3,12,3,3
4.0,13,0,4,10
4.76,14,4,0,11
3.84,1,14,10,0
4.55,2,2,9,6
1.49,6,7,7,7
4.69,1,0,5,14
2.14,2,18,7,5
4.87,0,19,10,6
3.12,9,10,1,3
3.17,4,9,7,4
1.45,3,3,7,13
2.9,7,5,7,0
3.95,9,0,7,13
3.91,3,5,6,2
2.04,9,0,2,14
2.88,7,15,2,12
3.85,13,13,9,6
3.83,10,4,4,4
4.3,2,6,6,3
1.89,11,5,4,2
4.86,4,12,7,0
2.38,8,0,0,13
2.61,3,17,10,3
4.48,8,15,2,6
4.86,1,12,8,7
1.68,0,9,7,7
4.89,0,16,10,7
2.36,13,12,5,10
3.98,9,6,10,8
4.43,2,12,10,14
1.2,9,12,10,7
2.6,13,15,6,5
4.99,2,10,8,5
2.45,1,16,4,11
2.42,1,9,9,8
4.77,6,12,1,5
1.49,0,12,10,11
3.18,6,1,0,12
3.61,14,13,9,12
1.69,5,18,2,4
1.08,7,3,2,1
1.25,9,1,2,9
3.2,7,3,0,9
4.67,9,12,1,5
1.91,13,9,0,6
1.74,7,5,8,11
1.43,12,17,6,3
4.26,12,13,7,11
4.17,6,16,7,4
2.52,4,12,3,0
4.46,14,17,7,9
2.1,4,16,9,3
2.07,13,13,6,14
3.88,2,9,1,14
3.69,6,12,7,9
3.52,12,0,10,13
1.39,5,15,0,11
4.68,0,4,3,9
2.67,11,15,10,13
1.29,3,15,6,14
1.83,0,9,4,0
4.54,11,19,7,0
3.54,7,12,7,11
1.95,2,7,4,4
1.14,4,1,1,13
3.72,7,16,7,1
1.88,0,0,3,4
4.02,1,19,4,12
3.86,10,8,6,14
1.2,5,19,10,0
1.46,12,18,4,1
2.67,2,15,3,4
2.42,1,1,9,0
3.1,8,10,1,3
1.05,3,3,9,14
4.89,2,17,0,14
4.63,4,8,9,10
2.35,13,15,8,8
4.88,7,18,0,6
2.74,6,2,2,12
3.08,12,1,6,11
1.91,6,5,1,6
2.84,3,16,10,9
2.28,9,16,4,10
1.77,6,9,8,1
4.5,14,16,4,9
2.02,2,1,4,7
1.15,9,17,6,7
1.02,12,1,9,11
4.5,3,14,5,0
2.2,4,6,6,8
1.64,7,4,6,14
1.08,12,0,3,8
4.74,2,14,8,9
4.09,5,0,5,6
4.38,2,4,0,7
3.61,5,2,5,11
2.64,1,14,0,12
1.87,3,17,5,4
2.29,2,9,1,12
2.28,2,12,5,0
2.02,5,2,1,1
2.0,8,11,2,10
1.77,1,16,1,11
3.45,7,18,7,13
1.11,2,0,6,3
1.1,4,13,1,8
4.49,0,7,4,8
4.5,14,15,5,0
1.84,7,4,2,6
4.1,5,0,5,4
2.8,1,3,7,6
3.46,0,8,4,3
2.99,5,0,4,1
2.99,0,6,9,5
3.13,14,3,8,14
4.33,1,7,5,7
3.02,11,2,0,2
3.51,7,19,9,14
3.67,4,8,1,10
2.33,5,3,9,5
3.24,11,1,7,11
3.48,9,13,9,12
4.93,10,13,0,1
8.13,11,15,3,3
7.35,10,16,3,12
8.81,4,19,6,6
6.88,14,13,3,1
7.65,11,15,7,3
6.73,6,17,9,8
9.19,10,14,10,1
8.82,9,19,4,4
7.35,11,17,6,12
7.85,9,9,0,14
8.25,9,7,7,4
6.96,3,18,7,13
8.1,7,5,9,9
8.96,0,2,7,1
5.43,14,8,2,1
9.2,9,12,6,3
8.33,12,13,3,1
9.07,7,8,1,2
9.7,10,12,1,1
6.41,0,8,7,6
5.81,9,19,10,10
5.48,13,16,6,1
5.36,2,16,0,12
8.17,8,0,0,3
5.83,1,0,10,10
8.32,4,7,10,10
8.11,6,15,4,1
6.95,0,17,0,2
7.27,11,0,10,6
7.27,10,6,5,5
6.41,12,14,10,7
8.97,1,13,3,7
9.4,6,10,7,6
6.02,6,11,8,11
8.26,5,9,9,4
8.9,0,8,2,1
9.04,7,18,10,10
6.63,2,16,8,12
8.15,8,1,7,4
5.33,13,2,7,0
9.32,3,3,7,1
8.05,6,12,4,10
9.1,13,6,5,4
6.16,13,10,2,5
8.43,4,10,3,5
9.89,12,3,5,6
7.39,13,6,2,3
9.77,10,16,6,1
8.09,3,0,9,2
8.09,14,0,7,6
10.15,7,0,4,6
14.43,2,18,4,0
13.89,13,10,7,13
13.92,9,1,10,5
11.24,1,17,1,5
13.11,7,10,10,5
13.96,6,2,7,8
14.6,6,5,7,9
13.98,4,16,9,5
14.78,11,13,1,0
12.47,11,15,5,1
10.08,9,8,4,14
