volume,class_1,class_2
85,0,9
6,0,19
9,0,5
83,0,13
11,1,23
100,1,43
88,1,32
81,1,6
4,1,16
2,1,4
84,2,45
21,2,13
94,2,19
96,2,11
95,2,18
88,2,12
9,2,20
75,2,36
20,2,42
89,2,32
82,2,0
9,2,37
11,2,29
87,2,30
8,3,15
94,3,44
84,3,26
87,3,27
99,3,40
98,3,20
17,3,17
21,3,17
4,3,10
88,3,33
15,3,13
7,3,19
75,3,2
98,3,17
83,4,42
82,4,1
24,4,25
13,4,35
93,4,14
14,4,44
75,4,21
94,4,49
11,4,10
23,4,34
76,4,13
87,5,44
83,5,49
81,5,5
77,5,29
82,5,7
4,5,5
95,5,38
8,5,8
78,5,29
85,5,40
15,5,2
17,5,42
19,5,28
79,6,28
90,6,14
4,6,36
75,6,35
6,6,47
13,6,39
2,7,3
21,7,41
10,7,28
75,7,20
88,7,35
3,7,41
14,7,6
23,8,18
92,8,23
14,8,45
81,8,17
100,8,7
7,8,31
79,9,19
87,9,15
77,9,38
14,9,47
14,9,23
4,9,48
8,9,18
18,10,9
87,10,30
91,10,9
98,10,18
7,10,10
25,10,41
10,11,47
18,11,34
94,11,45
91,11,37
3,11,31
78,11,4
19,11,1
96,11,25
18,12,8
17,12,43
16,12,36
75,12,27
90,12,7
25,12,46
12,12,3
23,13,0
98,13,1
21,13,27
91,13,31
25,13,0
75,13,28
85,13,14
84,13,37
3,13,22
78,13,31
75,13,11
96,13,41
4,14,8
86,14,21
4,14,24
96,14,6
76,14,22
98,14,34
18,14,24
83,14,49
16,15,2
100,15,24
99,15,23
12,15,21
10,15,20
8,15,34
89,15,6
22,15,37
1,15,39
18,15,33
77,15,26
87,16,16
87,16,26
24,16,22
4,16,11
5,16,10
85,16,33
93,16,43
100,16,38
11,16,2
11,17,7
9,17,44
85,17,24
8,17,25
25,17,8
16,17,3
21,18,46
12,18,12
77,18,40
24,18,39
23,18,38
19,18,49
78,18,40
90,18,4
99,18,12
13,19,1
79,19,27
18,20,25
12,20,0
3,20,46
76,20,43
9,20,16
83,20,15
17,20,45
9,20,22
99,20,5
16,21,11
15,21,9
93,21,48
5,21,48
81,22,30
1,22,26
78,22,4
95,22,3
95,22,32
95,22,21
98,22,12
16,22,33
4,22,30
13,22,35
18,22,15
22,23,46
10,23,42
20,23,36
91,24,39
11,24,48
10,24,47
100,24,14
94,24,29
4,24,16
20,24,32
