volume,class_1,class_2,class_3
1.56,2,1,4
2.51,3,7,10
4.26,5,3,5
2.86,4,1,0
2.99,4,5,0
1.27,9,7,7
3.92,5,3,11
4.74,2,6,5
3.43,7,3,11
2.7,1,1,1
2.06,3,6,4
2.8,8,0,2
2.55,7,4,12
1.57,9,6,11
1.31,6,2,9
4.14,0,5,11
4.21,3,6,7
1.82,2,4,8
3.1,7,2,11
4.65,1,4,10
4.47,0,6,12
2.12,9,7,3
1.03,1,1,10
4.64,7,7,8
4.47,3,6,1
1.81,6,6,0
3.47,7,6,12
2.27,5,3,9
1.68,8,6,0
4.26,9,0,10
4.08,6,7,10
4.82,8,7,10
2.09,1,6,7
1.62,9,4,5
4.13,2,5,8
3.5,7,3,0
4.32,0,1,5
3.54,7,2,11
1.02,9,4,5
4.18,8,3,6
3.34,6,1,6
3.97,2,5,0
4.22,4,5,11
4.79,9,3,4
4.3,9,4,4
4.51,9,1,7
4.4,6,5,5
4.23,4,4,0
4.33,3,5,4
4.7,4,4,5
2.73,1,7,0
3.98,7,1,4
4.13,4,1,10
1.27,8,4,6
1.81,4,7,8
4.07,5,5,12
4.39,2,0,9
3.01,1,4,11
4.42,6,4,5
3.08,4,1,3
1.84,0,7,9
1.92,5,3,8
1.24,3,4,0
3.55,8,6,4
4.95,9,7,0
2.32,8,5,9
3.34,4,5,9
4.64,3,3,12
3.21,3,2,9
3.6,3,4,11
2.76,8,5,11
1.07,4,5,7
3.64,7,6,0
2.68,8,6,4
2.73,1,6,0
4.89,8,3,11
4.09,6,0,6
2.46,3,4,10
1.6,1,1,3
4.48,4,0,12
3.01,1,0,10
4.72,0,6,10
3.19,7,4,2
4.97,3,6,12
1.1,9,6,12
1.76,6,5,11
4.53,4,0,4
3.22,5,7,9
2.87,1,0,1
2.17,3,1,0
4.6,6,3,10
3.27,7,4,4
3.53,5,2,0
3.04,9,3,4
4.46,9,7,9
2.4,5,6,8
4.98,8,6,7
4.57,2,2,3
3.98,2,1,4
3.9,7,0,1
2.52,1,4,8
4.77,4,7,3
2.14,9,6,2
2.41,0,7,9
4.4,1,5,1
3.55,7,3,0
2.76,0,6,1
3.35,5,6,9
4.05,2,4,2
4.26,0,6,12
2.29,4,0,7
4.47,7,2,9
4.23,8,0,5
4.42,7,6,8
1.37,3,1,6
2.23,0,1,6
4.19,8,3,6
1.94,5,2,1
2.77,5,0,9
4.94,1,6,2
1.03,6,0,8
1.18,5,1,6
4.19,0,5,11
3.2,5,5,8
2.58,2,6,11
9.9,7,3,1
9.21,1,2,3
8.02,7,7,6
9.33,7,2,10
5.23,1,7,12
7.91,0,4,12
8.56,6,1,11
5.37,1,1,4
6.62,7,6,4
5.12,1,3,1
6.98,2,0,0
8.53,6,5,10
6.54,6,3,11
6.61,4,7,9
9.83,4,1,7
6.55,0,4,5
9.89,6,7,1
7.7,7,3,3
8.34,3,7,8
9.12,9,5,7
6.02,7,2,2
6.43,2,7,6
6.05,2,6,2
8.51,8,0,12
5.52,1,4,2
7.85,6,0,11
7.26,8,3,8
6.34,5,2,2
8.83,7,3,7
5.38,8,0,0
8.78,3,5,9
8.4,1,4,10
8.86,6,0,7
5.05,6,4,0
9.04,2,0,0
7.84,3,7,11
8.49,3,0,0
7.68,2,7,5
5.36,2,6,11
9.88,4,4,0
5.39,2,6,11
8.63,4,2,3
8.58,3,3,5
5.2,5,6,12
8.77,8,5,1
8.31,8,1,1
6.15,9,6,1
5.38,1,3,3
7.68,5,2,12
6.94,5,1,12
7.83,5,2,8
5.39,3,7,3
5.04,0,3,10
5.85,9,2,5
5.79,7,3,4
5.05,1,7,4
7.53,4,5,6
7.58,4,2,2
8.21,6,0,12
7.97,7,5,8
8.21,8,6,12
9.2,7,2,10
8.71,6,5,5
5.64,8,4,8
6.59,0,1,5
8.65,3,1,5
7.64,1,5,12
6.45,2,2,1
5.94,5,1,12
9.95,4,2,6
7.6,4,7,8
8.45,3,5,2
9.44,7,6,6
5.67,8,6,8
8.77,5,1,11
6.92,7,0,8
7.1,5,2,12
6.3,0,6,11
5.25,5,6,9
8.56,5,6,5
8.03,5,6,4
9.4,9,0,12
9.7,0,2,3
7.03,6,2,2
7.89,4,2,12
8.09,4,5,0
8.08,4,7,8
5.42,6,5,10
11.92,5,3,0
11.92,9,6,11
13.32,5,5,6
13.29,4,7,2
13.76,6,3,7
10.79,7,1,5
14.76,7,6,11
11.04,3,0,6
11.02,0,1,4
10.33,2,7,5
10.65,6,3,10
10.9,7,4,8
10.16,0,0,10
14.48,5,1,0
13.21,7,2,5
11.44,9,0,9
13.64,6,0,10
12.74,6,2,12
10.13,0,5,1
11.67,7,4,12
13.48,1,4,1
13.02,9,6,2
13.21,1,0,4
12.95,1,6,9
13.07,1,4,5
11.14,2,7,11
10.21,4,1,9
14.39,7,0,8
11.97,2,1,12
10.0,4,5,3
14.43,4,5,5
11.04,4,1,0
14.55,0,2,11
12.66,4,1,1
11.49,6,0,11
14.52,1,0,0
11.86,8,4,10
