volume,class_1,class_2,class_3,class_4
4.13,10,17,13,5
2.55,7,5,14,2
1.94,14,21,1,9
1.59,5,6,7,2
5.0,10,16,3,0
3.72,0,7,3,9
2.1,3,5,0,3
1.85,5,7,14,6
4.07,1,5,10,2
1.05,5,6,4,1
2.34,4,18,7,0
3.58,1,11,5,11
2.05,12,16,11,3
2.08,1,11,18,4
2.29,9,11,17,7
3.0,17,12,5,8
2.02,12,6,12,6
1.66,2,13,11,9
2.11,10,8,11,2
1.56,14,2,7,8
4.35,14,18,19,5
1.27,0,21,11,0
3.12,12,6,7,1
4.42,7,13,8,8
4.07,16,5,2,1
2.03,17,0,5,11
3.05,11,3,19,6
2.22,7,16,8,1
3.16,17,15,8,6
3.19,15,1,0,13
3.22,3,18,15,3
3.46,17,18,14,2
2.22,2,7,2,7
2.88,8,20,2,10
3.41,11,20,7,8
3.57,9,6,1,7
2.5,1,15,6,2
1.76,9,11,13,10
1.48,6,5,10,10
3.3,16,13,16,9
4.35,15,19,6,11
2.59,16,14,15,0
4.95,8,7,0,13
1.14,5,10,5,0
2.22,2,1,13,13
1.32,16,18,19,9
3.5,4,16,14,11
3.3,0,14,1,7
2.03,17,20,4,4
1.32,0,12,9,1
1.11,2,10,10,10
4.41,0,16,7,3
1.63,1,3,11,5
2.81,15,8,5,3
4.03,3,10,14,0
1.31,13,15,3,13
3.88,2,11,13,6
2.99,5,3,6,11
1.28,4,13,17,1
4.92,12,16,3,13
4.38,10,5,16,9
1.9,7,19,19,2
4.33,6,15,10,13
1.64,0,4,4,1
2.29,15,14,19,9
3.08,13,9,13,5
4.75,12,15,3,8
4.04,6,13,12,10
4.79,4,9,4,6
3.3,5,4,13,1
2.11,15,14,17,3
3.16,16,14,9,9
3.75,16,11,16,6
1.6,15,18,9,9
3.15,14,15,4,0
3.98,12,5,6,4
1.92,9,8,3,5
4.08,0,16,16,12
3.48,3,11,2,13
3.61,5,5,18,9
4.53,9,0,0,11
4.38,2,2,17,4
3.71,6,11,0,2
1.19,8,8,6,4
2.38,17,18,11,3
4.73,13,2,1,4
2.93,3,3,6,7
1.12,1,2,5,11
1.34,1,9,0,7
4.94,11,17,5,11
4.44,1,6,0,2
3.7,1,18,7,2
3.94,13,20,15,9
4.21,11,4,16,4
3.71,5,6,2,12
3.03,3,4,3,6
4.71,13,3,7,1
2.21,2,16,12,9
3.28,8,2,1,1
1.53,11,19,14,13
2.85,7,21,16,12
3.89,4,8,1,11
4.0,0,7,15,13
2.07,1,3,10,0
1.64,12,18,16,2
2.67,4,13,7,4
2.51,9,9,2,12
2.13,4,3,3,0
2.87,13,21,11,11
1.13,3,8,0,8
3.76,6,16,1,6
4.91,14,4,11,4
3.02,17,17,11,9
2.85,17,15,1,2
1.63,9,21,10,8
4.37,17,0,16,11
3.53,12,17,13,6
1.54,10,8,17,3
4.0,3,9,16,9
4.82,17,2,7,4
1.96,5,16,9,3
3.67,11,7,1,0
4.52,5,3,7,5
1.79,11,19,3,4
3.81,14,1,9,6
4.82,6,6,13,8
1.73,15,7,7,4
1.31,16,13,6,4
3.68,11,3,11,12
3.83,14,16,5,1
2.79,14,14,1,0
2.5,11,17,7,13
3.8,13,5,8,5
3.33,17,15,9,13
3.54,17,15,0,3
4.03,8,3,14,10
2.68,6,9,13,10
2.76,2,11,12,1
1.86,7,3,3,2
1.51,9,1,17,2
3.6,12,14,16,5
2.08,17,19,1,6
3.69,9,9,17,12
3.66,12,18,9,8
3.1,17,11,19,1
2.96,14,1,12,2
4.31,2,0,4,4
3.67,14,13,1,6
3.82,15,15,3,8
1.17,7,15,16,2
1.92,13,15,4,2
2.25,11,1,11,3
2.58,0,18,12,8
2.59,15,6,2,13
4.09,2,11,5,12
4.48,14,1,19,3
3.01,2,16,10,8
4.79,3,10,11,9
1.99,16,21,5,9
3.57,15,17,7,3
1.17,3,1,16,3
4.16,14,20,2,5
1.37,12,13,2,9
2.34,1,8,17,8
3.15,1,17,4,0
1.69,7,9,11,4
2.52,14,7,1,6
2.43,0,9,6,0
4.3,4,9,1,7
1.87,10,13,11,3
1.43,5,18,9,11
2.26,8,9,3,6
1.57,3,10,19,9
3.18,5,15,10,8
1.53,11,6,4,6
4.31,1,0,12,3
2.71,16,19,19,8
3.0,11,4,8,1
4.15,4,8,6,5
4.18,11,1,3,2
2.11,10,11,14,11
1.84,0,19,17,8
4.4,6,20,7,1
1.85,14,10,19,6
4.75,0,10,11,4
3.82,5,18,11,12
1.76,2,0,16,9
2.28,14,0,8,8
6.41,0,12,1,2
9.57,12,8,12,5
6.03,4,2,11,2
7.23,11,11,19,9
5.69,7,3,13,6
5.44,3,10,8,4
8.8,13,7,8,5
8.34,16,8,19,5
5.59,16,0,8,13
5.51,10,21,8,7
9.51,10,9,3,4
9.71,0,3,10,11
9.81,1,1,18,9
9.33,3,8,18,0
6.96,11,6,2,8
9.14,10,12,7,4
6.68,10,18,12,5
9.78,16,20,7,1
5.79,1,19,7,11
5.26,12,12,1,9
9.28,8,0,9,10
6.04,16,7,2,3
8.1,15,7,9,13
6.69,13,9,8,0
7.18,13,6,11,13
9.44,3,6,16,5
5.7,6,16,2,3
5.24,8,4,12,4
9.9,13,4,9,4
9.11,3,0,5,6
6.91,11,21,10,13
8.21,5,4,5,8
8.71,1,14,4,3
7.5,16,4,11,8
6.04,9,0,18,6
6.55,13,12,1,2
8.92,17,15,14,7
8.36,1,11,14,6
8.48,3,15,1,5
5.98,5,20,8,8
9.93,2,1,9,7
7.95,6,17,12,8
5.22,5,21,13,5
9.08,10,17,18,8
9.07,16,2,4,12
7.17,12,3,13,2
7.02,7,6,13,3
6.19,6,14,3,13
7.19,15,15,6,7
8.34,6,20,17,0
10.49,14,8,18,5
11.51,9,12,18,11
13.85,5,21,8,2
11.21,8,10,0,6
11.75,4,13,14,2
10.28,0,2,13,6
10.87,11,3,18,13
12.05,4,8,7,6
14.54,1,14,8,1
11.6,2,8,2,6
10.32,10,12,2,7
12.45,0,16,4,5
