volume,class_1
5,0
39,0
27,0
38,1
66,1
4,1
66,1
19,1
41,2
69,2
5,2
74,2
61,3
29,3
98,3
58,4
83,4
7,5
27,6
86,6
34,6
9,6
74,6
50,6
34,7
35,7
17,7
97,7
22,8
7,9
92,9
30,10
4,10
72,10
90,10
25,11
39,11
47,11
83,11
75,12
87,12
70,12
17,12
18,13
95,13
46,13
74,13
71,13
87,14
77,14
81,14
37,14
54,14
89,14
59,14
85,15
42,15
98,16
25,16
32,16
71,16
28,16
28,17
33,17
56,18
36,18
1,19
71,19
93,19
89,19
19,19
31,20
80,20
16,20
97,20
78,20
41,21
11,21
44,21
23,21
93,21
10,21
50,21
56,21
37,22
10,22
80,22
12,22
65,23
93,23
71,23
65,23
78,23
82,24
75,24
96,24
37,25
55,25
44,25
47,26
95,26
84,26
57,26
5,26
15,26
70,27
65,27
81,28
54,28
25,28
48,29
24,29
21,29
14,29
17,30
11,30
19,30
96,30
40,30
61,30
71,31
75,31
85,31
8,31
58,31
50,31
95,32
62,32
10,33
98,34
31,34
29,35
55,35
55,36
55,36
19,36
35,36
100,36
84,37
13,37
95,37
22,37
98,37
40,38
24,38
58,38
58,38
72,38
70,39
49,39
26,39
31,39
57,40
2,40
54,41
34,41
54,41
88,41
34,42
46,42
15,42
36,42
94,42
37,42
84,42
11,42
46,43
37,43
88,43
63,43
75,43
57,44
97,44
64,45
93,45
20,45
82,45
60,46
58,46
51,46
75,46
44,46
41,46
4,47
65,47
91,47
60,47
58,48
17,48
81,48
76,48
31,48
21,48
96,48
53,49
16,49
66,49
9,49
75,49
37,49
