volume,class_1,class_2,class_3,class_4,class_5
1.97,17,4,22,24,42
3.61,5,12,2,17,33
1.65,24,2,33,13,33
1.27,8,6,23,10,25
3.85,10,15,34,13,43
1.45,27,6,21,8,37
2.41,22,17,8,27,41
2.08,20,9,31,21,26
3.56,8,16,18,13,20
3.17,24,19,23,3,21
4.18,7,4,12,29,40
2.45,29,11,1,6,8
4.31,0,19,3,16,16
3.38,6,1,30,0,24
4.17,10,4,28,26,7
4.52,17,17,22,2,41
4.02,5,17,20,19,31
3.5,27,7,25,17,43
4.46,27,15,24,0,35
3.22,20,10,28,26,34
4.28,11,2,27,24,46
2.49,20,11,3,14,7
3.98,15,11,11,20,33
3.59,16,10,25,11,35
2.85,6,1,31,29,8
1.8,32,4,8,21,35
4.23,4,5,5,25,21
4.56,18,0,11,13,33
1.18,12,3,32,19,35
1.69,31,13,16,30,45
4.81,3,10,28,19,46
2.82,22,17,28,29,25
1.73,9,17,20,1,35
4.37,14,15,15,1,40
3.1,24,16,29,18,20
1.81,24,10,0,7,13
3.91,5,18,19,29,34
3.13,12,14,33,31,4
3.45,31,5,20,11,42
4.53,12,13,30,11,44
4.49,16,18,2,18,33
3.13,3,17,7,26,23
4.31,29,3,28,4,27
3.88,11,2,27,8,3
4.68,14,4,21,15,23
4.11,5,16,31,12,18
1.04,21,18,2,25,24
3.43,13,12,27,28,8
4.16,21,13,15,5,14
3.94,31,12,6,19,39
1.54,7,8,23,1,2
3.65,7,17,23,6,23
3.45,10,7,3,14,15
1.4,9,11,10,24,8
1.66,30,5,29,4,4
3.2,27,6,16,7,13
3.24,8,15,17,22,38
2.95,7,1,34,20,35
3.89,18,10,23,32,43
4.03,28,1,31,6,37
1.29,12,0,16,23,44
4.16,6,13,3,12,25
4.92,17,5,21,32,26
1.95,18,4,4,14,33
4.03,23,5,7,5,7
2.16,24,16,28,13,23
3.8,32,12,12,9,17
3.22,27,13,29,4,31
2.23,24,19,9,8,22
3.87,14,1,30,30,1
1.65,29,19,9,17,33
3.09,3,2,26,20,32
4.83,3,5,30,21,20
2.85,2,4,29,8,24
4.86,8,10,25,25,3
3.02,2,19,9,34,40
3.08,24,19,15,9,24
3.71,15,7,1,1,39
4.16,21,16,4,0,33
3.14,8,8,13,26,36
4.55,2,15,1,31,12
1.21,13,16,9,32,17
2.81,12,11,16,29,4
2.69,4,19,14,19,37
4.47,20,11,18,16,17
4.28,11,17,32,8,9
3.05,19,8,7,12,37
4.0,29,16,34,35,25
1.1,19,15,23,19,23
2.13,0,11,28,30,38
4.61,15,10,35,35,27
4.21,30,1,24,11,40
2.56,16,15,27,28,3
4.77,0,10,14,24,1
1.39,18,19,24,9,38
2.18,31,19,28,24,22
2.26,32,1,31,29,44
2.49,1,12,9,30,36
4.41,6,18,5,34,26
4.75,20,18,6,25,3
4.72,7,3,16,6,24
2.99,28,6,6,34,41
1.37,5,10,14,11,28
1.81,5,18,19,23,18
2.97,17,0,20,11,2
1.75,1,17,19,15,4
1.48,20,13,4,33,38
2.37,18,18,32,25,42
4.04,3,15,6,2,29
1.34,22,6,0,15,11
1.81,6,2,32,16,18
2.67,32,3,29,12,7
1.68,26,2,11,22,8
4.52,28,8,32,0,0
2.6,5,7,4,0,30
4.8,26,15,11,12,13
3.71,13,18,20,3,24
2.62,16,7,6,21,8
4.08,24,10,32,0,28
1.77,29,11,23,15,32
3.78,11,2,0,31,13
1.54,8,9,31,12,39
4.84,32,6,8,15,13
1.7,10,16,31,25,7
4.38,2,6,17,29,1
2.73,0,18,7,22,6
1.14,18,9,19,21,31
1.86,3,12,29,11,13
3.64,21,16,21,9,9
3.01,21,5,32,6,10
2.48,18,9,26,22,42
2.56,22,6,5,33,42
2.17,13,13,7,17,0
2.19,6,17,21,27,1
1.7,28,12,28,28,19
2.09,30,0,13,32,45
1.51,29,0,13,11,45
4.31,16,0,1,14,27
2.84,11,2,6,32,46
2.12,1,2,29,5,43
4.15,5,19,24,21,17
3.4,26,14,34,14,27
1.86,23,16,29,32,39
4.81,15,19,8,9,5
4.02,10,0,11,31,31
3.16,7,18,12,21,12
4.5,10,2,15,17,40
4.51,5,1,23,17,25
4.49,22,2,18,6,9
4.17,27,14,34,7,33
1.05,22,16,26,33,16
3.59,26,3,2,25,38
1.75,18,19,4,17,12
1.4,23,8,24,27,23
3.21,1,11,10,11,33
2.15,13,3,32,0,29
4.55,32,0,15,0,27
3.23,11,1,32,1,37
1.49,27,8,33,33,36
3.82,5,8,10,7,29
2.13,9,19,17,20,15
1.58,7,0,13,4,41
3.95,8,16,4,4,26
4.15,1,11,2,9,23
2.96,24,2,13,6,21
3.53,18,8,29,7,41
1.97,27,11,28,8,27
4.38,12,12,26,17,31
4.29,2,0,29,8,43
3.64,23,2,11,29,24
4.88,10,9,32,26,39
1.94,0,5,34,8,7
2.7,22,2,3,28,3
4.4,1,19,18,28,2
1.13,3,0,27,28,7
4.83,25,9,11,27,19
2.91,16,9,20,30,31
1.37,15,12,28,3,7
3.93,10,5,12,17,9
3.76,3,13,16,25,30
2.04,30,14,16,12,13
3.38,15,16,21,19,26
1.36,21,19,7,33,10
4.23,7,14,1,14,37
3.05,27,12,9,3,34
3.01,25,9,35,11,20
3.72,27,6,20,30,28
1.33,20,9,17,12,9
2.05,18,0,8,2,8
4.41,5,3,12,14,45
4.83,11,2,30,2,21
2.06,22,3,1,23,31
2.92,5,4,24,36,38
1.16,13,0,5,8,15
4.4,15,17,30,13,24
4.37,11,4,18,22,46
1.03,26,8,16,14,43
2.05,20,17,33,9,30
2.46,2,6,26,29,27
4.13,8,12,15,33,34
4.11,16,0,23,7,31
4.35,17,11,34,6,19
2.67,5,1,14,9,23
2.01,32,4,0,17,27
2.47,6,1,33,15,27
3.29,4,1,25,18,8
4.16,32,7,26,10,24
1.57,31,15,19,3,2
2.57,15,17,0,11,13
4.15,22,12,11,27,0
3.25,32,9,30,4,32
2.77,21,16,35,13,46
2.37,25,15,2,16,34
4.59,4,5,10,20,5
1.78,29,17,24,0,0
2.79,10,16,34,23,37
2.37,27,0,33,9,4
4.55,2,1,31,19,22
4.79,2,10,26,5,3
3.17,32,8,10,11,0
4.06,11,16,17,16,8
3.11,20,19,1,7,13
1.12,10,4,19,6,7
4.21,23,9,27,18,5
4.3,13,1,6,34,23
3.09,4,5,24,12,31
4.89,26,17,30,5,29
4.71,28,2,9,30,45
3.7,9,2,18,4,15
4.44,11,12,2,25,20
4.07,26,4,24,31,35
4.09,32,15,15,0,33
1.12,31,15,29,24,13
2.65,20,14,22,30,34
1.13,4,18,10,22,21
4.99,21,4,13,19,38
2.05,31,8,29,4,4
4.79,11,16,23,1,7
4.22,27,1,19,14,42
2.96,31,0,9,28,39
1.35,12,7,21,28,35
4.19,2,6,31,13,38
1.23,20,4,27,3,24
2.03,18,7,18,17,33
4.14,14,9,7,17,14
4.74,31,17,18,14,15
4.7,26,9,22,5,5
3.45,25,19,7,17,14
1.73,10,18,34,21,42
1.3,18,18,28,3,7
5.81,13,15,9,30,12
5.85,11,13,16,12,28
9.3,21,16,16,6,31
5.89,24,12,29,33,37
9.38,26,13,32,14,33
7.59,20,12,23,5,41
6.58,30,10,17,31,27
5.85,7,1,12,29,38
7.73,28,7,6,34,8
7.01,32,17,19,16,35
5.21,6,13,12,30,1
6.52,3,11,7,35,40
5.22,26,18,2,14,40
7.69,22,18,25,8,40
5.45,13,10,21,19,20
8.49,29,8,29,4,43
9.56,13,18,16,26,13
7.74,32,11,4,2,2
9.45,20,7,31,15,41
9.54,19,4,6,12,43
8.89,12,2,24,23,12
5.31,11,2,7,35,18
8.38,21,18,17,19,33
5.13,7,9,35,32,34
6.23,20,2,25,1,1
