volume,class_1,class_2,class_3
1.02,2,0,36
2.98,7,9,7
1.66,10,4,14
2.62,14,7,9
4.65,6,9,16
1.84,13,0,1
4.29,11,8,37
4.28,7,5,21
1.1,15,9,12
4.19,12,3,35
2.86,1,1,36
2.99,1,8,35
4.61,14,10,36
4.09,11,9,27
4.2,2,9,21
1.48,11,5,17
1.29,15,8,27
4.2,3,6,19
4.67,0,10,8
3.94,10,6,16
3.46,7,0,21
4.34,2,4,2
3.99,12,5,3
2.62,10,4,26
4.1,5,8,23
1.97,11,1,25
2.74,4,1,23
4.65,8,10,9
3.63,0,5,25
2.54,6,9,21
1.11,10,1,24
1.71,7,0,2
1.19,3,8,7
3.12,3,10,16
3.56,4,6,41
3.45,9,5,22
4.15,14,7,6
3.98,15,7,5
3.35,8,1,23
1.55,0,10,42
3.08,2,3,0
1.86,12,6,12
2.91,5,5,19
2.52,5,3,18
2.95,11,4,14
1.54,8,2,21
2.96,2,4,20
1.19,11,4,22
3.98,12,10,21
1.92,11,0,13
2.52,2,5,29
3.41,13,8,10
3.37,0,2,0
3.0,1,2,37
3.74,9,9,10
4.94,1,6,6
1.46,5,6,27
1.68,15,1,11
1.04,6,9,42
4.85,12,3,26
2.24,12,5,37
4.23,12,2,7
2.15,8,6,11
2.87,14,1,22
2.29,11,5,9
2.64,0,1,9
2.71,12,4,12
3.16,7,7,43
2.98,2,2,9
2.68,0,6,35
3.96,6,2,37
3.01,10,1,37
4.7,4,2,25
3.81,12,3,34
2.27,7,5,39
3.09,5,3,31
4.37,5,1,36
1.92,12,0,41
2.02,11,8,5
1.26,15,5,20
4.37,8,0,11
4.41,5,2,12
1.29,12,3,7
1.57,6,3,30
3.37,2,0,32
4.95,11,8,11
2.07,1,3,30
4.64,0,7,26
4.13,3,3,1
3.45,12,4,7
2.87,7,0,22
4.21,6,3,13
1.64,8,2,20
3.37,5,2,19
4.53,6,1,3
3.05,3,0,6
3.03,12,4,25
1.13,5,5,5
1.85,5,4,5
2.56,3,9,6
2.77,1,4,24
4.96,5,5,38
2.06,0,9,39
1.1,0,6,32
4.27,11,2,9
1.8,12,3,30
3.66,9,1,14
4.37,10,3,25
1.79,1,3,17
4.22,12,9,15
4.13,9,10,15
2.87,3,3,39
2.26,5,6,26
3.85,14,3,26
1.45,12,3,16
4.04,9,4,8
4.74,7,3,27
3.91,15,0,29
4.78,10,10,26
2.84,6,8,43
1.12,15,4,27
2.35,1,10,26
2.15,6,9,34
2.26,6,0,3
2.62,7,3,23
8.41,7,5,24
5.4,14,1,15
8.71,15,7,16
6.29,7,7,32
6.46,2,8,1
5.29,2,4,11
7.96,0,6,38
6.4,14,5,33
8.83,7,7,21
5.86,14,6,31
5.23,15,7,29
7.18,3,2,25
6.53,4,2,8
6.1,12,6,10
6.67,14,5,1
7.27,11,4,32
5.46,6,3,6
6.11,14,0,36
5.78,15,7,25
6.82,0,4,7
6.69,8,9,15
5.6,9,0,38
7.24,3,10,38
6.03,11,0,2
5.74,0,2,1
6.82,11,4,16
6.58,4,4,17
9.37,15,7,13
9.53,12,4,40
5.2,11,9,29
8.73,0,6,20
6.25,13,6,27
8.88,4,1,15
8.47,11,1,16
5.7,7,5,11
8.16,11,4,23
7.89,15,9,20
6.77,12,10,29
8.83,9,6,1
6.72,10,2,11
9.99,12,6,38
6.04,8,7,43
9.43,5,1,32
7.75,13,3,42
9.57,10,4,2
8.01,5,5,10
6.5,9,5,29
8.04,3,0,22
6.01,3,9,26
6.55,8,1,3
9.79,0,4,0
8.37,4,1,24
9.57,10,9,39
7.15,10,2,33
9.99,12,5,4
6.93,5,7,10
5.32,7,7,2
8.07,0,8,35
9.12,0,10,25
7.18,6,3,14
5.43,15,0,22
6.39,15,9,24
7.44,13,9,15
7.84,12,9,25
5.5,12,3,5
9.74,5,10,42
6.92,14,0,23
8.29,0,2,39
5.71,5,3,32
5.18,0,2,24
6.97,13,8,42
5.14,1,2,25
9.37,15,0,41
7.3,6,5,25
7.38,7,9,28
7.5,1,8,16
8.04,13,3,33
9.87,1,5,4
8.31,15,2,20
6.26,0,2,30
6.56,9,7,3
5.96,5,0,14
7.73,9,10,18
9.39,1,2,38
5.12,10,1,12
7.23,1,10,10
7.01,7,9,30
5.75,2,4,17
5.4,4,2,25
9.93,10,2,25
7.89,13,9,31
6.93,12,4,15
7.66,11,3,14
6.81,1,7,26
5.11,2,1,14
6.12,1,3,13
9.4,6,0,32
5.16,5,1,10
5.01,10,10,40
5.13,5,7,6
7.15,11,1,27
6.5,1,1,34
6.94,6,1,9
8.21,4,4,23
8.79,5,5,21
9.57,8,3,22
9.34,7,1,28
5.21,0,5,31
7.37,2,5,32
7.76,10,8,8
6.35,11,9,41
6.8,10,2,12
5.65,9,3,40
7.42,5,8,29
6.27,15,9,33
7.16,6,0,14
9.92,6,4,6
7.37,13,9,27
9.98,6,3,2
7.95,0,6,29
5.22,15,8,13
6.02,15,0,9
9.06,4,6,27
9.32,11,6,7
8.23,14,8,16
6.57,12,3,6
8.66,10,5,7
6.68,15,0,6
8.2,11,7,15
5.24,13,4,24
7.38,13,3,35
7.88,0,7,17
8.33,13,8,32
5.27,15,9,12
5.97,6,6,41
8.06,0,9,24
5.49,13,9,43
5.05,15,2,31
5.09,10,8,9
5.57,10,0,13
8.19,15,7,20
9.46,12,7,25
6.2,13,2,11
8.99,12,5,21
5.55,15,6,19
8.49,5,8,0
7.33,1,2,0
5.23,14,5,30
8.97,5,6,6
5.05,12,9,3
7.92,0,7,31
6.52,5,9,27
9.95,2,1,12
7.56,15,3,17
9.19,14,10,35
9.09,15,5,18
6.75,8,3,13
9.42,1,4,38
8.8,1,4,38
5.68,10,5,0
9.84,1,7,38
9.66,2,7,20
7.7,3,2,11
6.16,5,9,22
6.78,7,0,4
8.7,1,1,37
6.29,0,3,34
9.14,1,5,28
9.84,1,5,25
5.95,3,6,1
9.76,0,9,17
9.74,10,8,30
7.72,5,4,29
7.4,4,8,0
8.27,10,8,29
8.76,15,4,11
9.33,5,7,8
8.83,1,8,30
7.39,2,7,25
10.0,8,7,25
7.28,4,4,18
5.96,5,9,37
8.08,0,9,39
5.4,3,9,31
5.08,9,7,40
7.97,6,6,23
7.11,12,5,42
6.29,15,9,28
8.13,0,3,36
6.38,1,9,6
9.82,3,8,8
7.42,15,8,3
8.42,3,4,28
7.13,6,2,24
6.39,9,5,39
7.93,3,2,21
6.06,4,10,6
9.27,5,9,36
8.6,5,2,1
6.83,3,1,10
8.64,10,7,24
6.69,14,2,17
8.49,14,3,2
5.81,12,8,27
6.68,5,0,43
6.54,4,10,11
7.13,1,2,19
8.75,10,0,16
5.49,6,2,1
8.22,0,6,26
9.61,11,4,28
8.64,4,0,1
8.56,11,0,42
8.1,13,5,34
5.53,6,4,13
7.14,3,9,0
6.09,11,6,12
6.9,9,0,32
6.69,11,1,37
7.44,6,0,19
6.51,1,6,1
7.39,10,2,10
8.2,12,6,29
7.48,9,9,20
5.82,1,4,40
8.75,7,10,9
8.93,13,5,37
8.61,9,10,14
9.76,7,5,26
6.21,5,1,27
7.93,11,8,21
9.56,12,2,25
9.01,12,9,32
9.77,13,8,31
8.81,2,7,5
5.33,10,4,20
7.19,9,3,22
5.73,14,2,7
9.33,13,9,22
7.03,14,2,7
5.32,10,1,39
7.82,12,7,4
9.79,6,2,31
6.5,6,4,40
5.01,6,6,41
6.35,10,6,28
8.14,6,6,35
7.91,15,1,4
9.49,11,4,13
6.86,13,6,20
11.8,11,6,23
13.37,3,0,28
10.9,7,1,31
10.28,3,5,26
13.6,3,5,8
11.73,4,2,17
12.24,14,7,6
14.22,8,9,34
14.03,10,9,25
13.43,13,3,2
14.2,9,8,26
13.66,2,2,25
14.33,8,10,43
11.92,13,8,15
14.67,0,2,43
14.13,10,5,24
14.32,5,6,18
14.93,12,9,4
11.29,12,1,7
13.34,13,8,0
11.02,7,10,14
10.21,0,8,32
14.73,2,3,42
12.32,9,9,32
13.28,7,7,24
14.33,3,7,39
11.36,1,6,14
12.38,13,4,12
14.9,1,7,41
12.27,9,6,9
14.08,6,7,19
10.4,2,4,17
10.09,9,1,36
12.41,12,6,3
11.71,8,5,43
10.79,5,7,26
14.28,3,5,7
10.15,0,5,32
13.59,7,8,41
14.42,9,9,2
10.63,10,5,10
11.37,2,6,25
11.66,12,1,42
14.59,6,10,23
13.99,0,6,15
12.39,15,7,24
12.78,5,3,23
11.5,0,1,41
12.25,13,5,5
10.51,11,3,32
14.38,8,2,6
12.3,3,3,29
10.61,7,3,35
14.4,2,5,41
13.34,12,0,21
11.08,4,8,30
11.29,1,5,18
14.46,0,4,26
12.46,13,3,2
10.51,10,10,37
10.77,4,4,36
10.12,3,10,43
13.95,12,5,5
12.27,6,2,20
10.41,13,5,43
12.85,0,8,17
13.09,2,3,30
10.17,5,2,33
11.99,8,1,12
13.97,6,5,16
11.56,15,3,38
13.35,12,1,24
14.0,9,3,33
13.44,14,7,12
13.34,5,5,10
12.15,0,7,15
11.77,11,5,1
10.93,13,1,28
13.97,5,7,21
10.76,12,4,5
12.93,4,4,21
13.22,11,10,9
11.36,14,4,11
12.1,12,5,33
14.32,15,9,8
