volume,class_1,class_2
51,0,15
39,0,3
54,1,8
65,1,13
57,1,6
46,1,8
62,1,2
58,1,16
68,1,16
55,1,24
72,1,8
72,2,12
47,2,15
38,2,22
66,3,23
38,3,2
47,3,22
68,3,17
38,4,6
43,4,15
58,4,17
62,5,20
46,5,12
66,5,19
50,6,23
74,6,15
56,6,10
40,7,6
57,7,16
52,7,6
75,7,22
72,7,20
55,8,5
53,9,2
62,9,21
75,9,11
63,9,18
48,9,21
57,9,10
55,10,13
66,10,14
54,10,1
52,11,2
38,11,9
55,11,8
42,11,9
39,11,24
66,12,18
74,12,18
40,12,12
72,13,20
56,14,1
66,14,14
42,14,23
47,14,7
40,15,18
41,15,19
67,15,17
44,15,7
62,15,2
44,16,17
44,16,15
58,17,4
62,17,22
61,17,23
44,17,2
61,17,0
48,17,12
56,17,8
43,18,23
67,18,7
47,18,17
60,18,12
44,19,5
48,19,17
40,19,7
49,19,22
50,20,1
69,20,3
48,20,16
53,21,21
66,21,1
68,21,3
44,21,22
72,22,15
39,22,0
47,22,19
37,23,3
70,23,16
55,24,24
62,24,18
38,24,5
62,24,9
45,25,14
63,25,9
47,26,13
53,26,0
48,26,22
59,26,15
72,26,19
55,27,4
50,27,5
44,27,21
40,27,6
57,27,11
55,27,13
43,28,11
70,28,23
68,28,23
37,28,2
42,29,11
46,30,1
66,30,0
74,31,19
53,31,24
62,31,3
37,31,4
64,31,11
62,31,5
71,32,18
44,32,21
49,32,20
72,32,7
69,32,9
58,33,13
59,33,4
41,33,19
74,34,21
71,34,12
63,35,8
71,35,9
51,35,14
37,36,8
39,36,24
54,37,16
58,37,9
57,37,21
60,37,13
52,37,14
50,37,5
61,37,6
58,38,10
60,38,14
51,38,13
56,38,1
38,38,18
38,38,9
57,39,19
66,39,7
64,39,17
52,39,16
73,40,10
37,40,5
49,40,3
66,40,10
59,41,7
71,41,3
70,42,2
57,42,12
67,42,10
57,42,4
53,42,11
42,43,0
58,43,19
56,43,14
59,43,24
40,43,12
38,44,13
44,44,17
56,44,6
51,44,21
69,44,4
39,45,20
75,45,1
44,45,23
58,45,0
37,45,8
45,45,20
40,45,7
66,45,10
72,46,10
56,46,6
64,46,11
73,46,4
68,46,22
54,47,16
56,47,5
64,47,24
49,48,1
38,48,3
55,48,20
70,48,11
55,48,24
61,48,0
52,49,14
74,49,15
45,49,0
56,49,20
75,49,4
53,49,18
