volume,class_1,class_2
3,0,6
5,0,20
6,0,1
18,0,5
24,0,4
21,0,23
4,0,12
13,0,6
6,0,3
21,0,1
3,0,18
11,0,3
15,0,20
19,0,20
8,0,17
24,0,20
7,0,2
13,0,1
11,0,0
2,0,13
17,0,19
6,0,5
17,0,18
25,0,8
11,0,9
11,1,4
18,1,13
10,1,15
14,1,3
17,1,16
22,1,0
14,1,14
12,1,8
22,1,16
22,1,10
13,1,18
9,1,7
20,1,19
4,1,24
23,1,14
18,1,5
23,1,11
21,1,23
1,2,1
24,2,23
14,2,7
11,2,1
17,2,15
6,2,23
3,2,11
9,2,9
18,2,16
5,2,12
6,2,5
6,2,21
3,2,4
13,2,16
14,2,24
5,2,12
3,2,22
8,2,5
1,2,11
25,2,22
25,2,2
12,2,18
11,2,6
7,2,24
6,2,17
3,3,19
14,3,14
7,3,4
24,3,5
17,3,11
13,3,20
14,3,17
17,3,1
9,3,22
16,3,18
1,3,20
14,3,16
15,3,24
9,3,23
21,4,2
14,4,12
6,4,8
21,4,19
1,4,9
14,4,18
22,4,10
22,4,7
19,4,14
11,4,24
4,4,14
13,4,13
18,4,9
5,4,7
9,4,22
17,4,3
1,4,7
13,4,21
9,5,2
8,5,9
18,5,8
4,5,4
11,5,7
2,5,3
18,5,21
19,5,4
5,5,2
6,5,24
13,5,18
13,5,7
24,5,2
12,5,11
17,5,23
8,5,13
9,5,12
17,5,12
7,5,10
24,5,21
11,5,8
5,6,8
4,6,4
5,6,13
18,6,24
22,6,12
4,6,14
21,6,17
15,6,15
2,6,16
18,6,3
9,6,2
24,6,15
6,6,1
19,6,14
16,6,8
23,6,21
9,6,6
8,7,22
9,7,14
8,7,10
4,7,5
17,7,17
19,7,17
17,7,12
10,7,15
14,7,15
3,7,0
13,7,15
17,7,16
12,7,20
19,7,22
4,7,10
17,7,0
25,7,23
20,7,0
6,7,13
11,7,10
13,8,11
8,8,17
13,8,8
20,8,9
11,8,24
2,8,19
15,8,19
20,8,5
21,8,9
14,8,10
17,8,7
14,8,15
22,8,6
9,8,21
18,8,0
14,8,1
9,8,11
8,8,22
7,8,3
5,8,16
6,9,17
24,9,23
8,9,11
8,9,20
20,9,18
20,9,0
25,9,21
16,9,0
11,9,2
16,9,4
20,9,3
19,9,6
24,9,19
16,9,6
25,9,9
2,9,21
8,9,19
9,9,10
22,9,13
12,9,13
18,9,22
3,9,6
