volume,class_1
83,0
51,0
77,0
68,1
81,1
66,1
94,1
61,1
83,1
100,1
51,2
90,2
80,2
95,3
97,3
71,3
81,3
66,4
93,4
89,4
64,4
96,5
57,5
94,5
66,6
56,6
50,6
90,6
82,6
77,6
53,7
78,7
85,8
91,8
74,8
68,8
57,8
73,9
57,9
99,9
52,10
71,10
54,10
96,10
74,10
93,10
50,11
91,11
85,11
90,12
65,12
55,12
75,12
74,12
89,13
61,13
81,13
78,14
72,14
95,14
98,14
71,14
56,15
75,15
87,15
71,16
68,16
91,17
76,17
58,17
64,17
78,17
97,17
84,18
61,19
83,19
66,20
93,20
89,20
77,20
85,20
76,20
74,20
79,20
96,20
87,21
80,21
58,21
95,21
72,22
78,22
59,22
86,23
65,23
79,23
86,23
68,23
96,24
96,24
65,24
81,24
89,24
98,25
66,25
60,25
81,25
99,25
83,26
60,26
59,27
73,27
51,27
58,28
76,29
55,30
70,30
74,30
90,30
57,30
51,31
99,31
57,31
58,31
82,32
72,32
65,32
55,32
55,32
58,33
65,33
59,33
52,33
66,34
61,34
72,34
82,34
63,34
63,34
59,34
95,35
60,35
60,35
80,36
53,36
68,36
75,36
90,36
91,37
94,37
74,37
78,37
94,37
85,38
56,38
64,39
88,39
70,40
81,40
56,40
74,40
87,41
92,41
82,41
80,41
65,41
80,42
91,42
71,43
82,43
75,43
78,43
83,43
71,43
52,43
100,43
90,43
57,43
88,43
66,44
72,44
85,44
82,44
76,44
88,44
70,45
72,46
50,46
61,46
58,46
58,47
89,47
51,47
59,47
62,47
62,47
78,47
71,48
90,48
89,49
68,49
